search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Voltagem,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Sensibilidade de entrada,Resposta máxima em frequência,Resposta mínima em frequência,Conectores de entrada,Peso,Largura,Altura,Profundidade,Cor
1022, Caixa De Som Bluetooth Amplificada Portátil Grátis Microfone ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				64
				vendidos
			
		",(1000 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 925
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/CONCEPT+VIRTUAL,https://produto.mercadolivre.com.br/MLB-932959214-mini-caixa-portatil-bluetooth-usb-radio-micro-sd-5wats-q3-nf-_JM,NA,NA,NA,NA,NA,#932959214,P Importados,NA,Case,NA,NA,20 W,Woofer,NA,Portatil,Caixa,7.1,NA,NA,NA,NA,"USB/Micro sd, P2",0.457 kg,NA,NA,NA,NA
1023, Caixa De Som Ativa 15'' Bt/usb/fm/aux/mic 250w Multlaser ,550,NA,"
			
			
				
				5
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4592
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1221390641-caixa-de-som-ativa-15-btusbfmauxmic-250w-multlaser-_JM,NA,NA,NA,NA,NA,#1221390641,Multilaser,NA,SP297,NA,NA,250 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4 kg,NA,NA,NA,NA
1024, Caixa De Som Kombi Mp3 Rádio Digital Stereo Fm Usb Cartão ,154,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1291
		
		 sem juros
		
	

	
		",91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,64,https://perfil.mercadolivre.com.br/D3MAIS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XpRSKLJSs%2FvtIIv5mFXEhRzMWkF4RTUFJdXENowHDx2vwR2nHaoGxS0Ap2jLtGKsocrm%2BKjfkOd%2Bu6b%2FZeRBrIQuTOFSrTI1pm%2FdmD1qM7Ft0ViV%2F29t0o8MswtlPG3lA%2BnY7wlPAgjiCXdFlauIeeoOr3BtIYBy4Fcl3UPpAuM3j%2F0jqHUVsJLGElVfcH5laQeNCsVOvJgfKRv0xzVvHWLHUWGfh5o0RDWgg%2BfgzWeC78%2Bb1vOYjtsFB%2BIMFvZRMQqWRfM2Dbu1muc2XYHLyfRSxS7p6m6%2BQDz%2BrE0NRnBb%2BMlxxFk6OLL35Hbl4700GEGPCvK0iUeSPJtjOeJWU%2FGu1iY4wd2AKYTghtVVappFXJmvJ64TperTarlVGZC2BucDv93LGiFGeyxbngKVsCAcgPNee3bSzc1%2FrGP%2Ft7Ufay7xp%2FuCu1ffzrA6MuAC0IKB8rpPGtSD4PgN%2BWX5lujZefEW%2B4S468wXTrkV3BK8thOSPGiJUTCdkBnQ6EEV0e9dx5lrvVaLouqmYQ8aq02RIE5sNwwf1HpIhsYY6QM63MpK19iEdow8%2FlJ8n1jeYHwHp1PRKR2V9jH3msZcNsmWhbw1W0UfTtXf2B7kP4L4BGyM9GynKHWMwHmiBTXTgdh5CHtT8mHfMeuUV9NnqcAr9dc%2FYKBOYbB%2FBgaHbb0ku7q%2BvqHJ3SHYKSjXbFV2UTH5u3V4IxilzbWPJYOjVvPCX3Apwhr0PV5NmKBLku%2B4ZaCUiByStxuVLjkpY2IrMqCMsmcfAc9w5cPbgSjI37%2BuZmdntQIDpm5LCvOUPxjyPC%2Fv2Q827K5Wx89RBZAY2N7%2FX%2BsDlPeMgjJJE5JnDFYtXRdGeKWzH1P1AOnRS0Vk7OyExeMeTUVNNO7SYxeMmch%2FYiI9N5BRbzQNt6KbDT6lVdjt2oiR9JUIENO2cYGfVpSQkDNkV97jwWrv%2FKbSb3K5dcijRTyQmxnMLD7AKfWpL5YO45pjJbuNg9SdnRL%2BaBSmbozXpD7%2Bq6U0nmBoM5PDKrGEfLA0GFpex67PIlrGYynXNerdeRGlPk6n5vezgss7Ex1y0VVp9dJ0HV7kzmq9%2F9Ww3ukSgBhRcyFdXA7Rp7uV%2Bm%2BqTHjXB%2FmcXAR66n9D%2BORJWUEGFfJ1iPLu%2FwNx8o86MJsuaMzQ9joeHiN9pUznEgG6Dyb%2FLPLGggOy7BtKb0yVs%2BWLC%2F%2FnBFy%2FUhkKjrcPdpPySJxx6a6BlUy8F%2FOg3vix0Youqrz7jlj5O%2BiGmhfWLeYc3rX%2F6V34EYv3wG51wqbjFiFGltz5qK0EazGmq9l9uKZYh5jhIN0qT2OZw9SYO3GVHwKiNdhLdfGwcrx8EXPidoAqOQP0x1rpqqQLrmdB9kXOebb8p9tAi40QVAmc6ac4YtVcmU9QPgvtoAiXH01niQExym9zrW77U8w%2BM7aZ9YbiE2CYPV3JGxrtkP4MSX8j8a0opQVaGM%2BhCBtd3l%2F%2B4V0qhom1kdXlvX0%2F6EGiKSlH7GkjlGT7Fd%2B%2F5h9VZ8s5T7ziw6BPZM1MZDVJ3u218%2F6g4Jsner6yPNvWkYSxAFJgBB1fw9BZKDycDMyFc5Ocmi1qr%2FHdjqzycTyD0%2Fyaon16Jd9%2B2L4ddCAOJGng8oczxLGPERDHfHB9R74Ql5w1iZrZud1b%2BSCHkrMjaEJ2zHQNlOY5qJIIsDokskLdUKZrkF3qmgi5h5vu%2FioY0Kj8HT97gS8LOIh6xRKo3Fhsxs%2BjVzqZl%2BuBdT8QjqFC1Cfi058%2BX4xGtKEZXq2gVDtVU%2Bwa7kD%2B3tor%2FgGMfIhJEepx5Hv3y%2BGvUtVSKbkTKhyaKBsN3qK%2BDe8p9blEEcZoTlxjwh4pjXRJ8FURjD7P3veGljkRmxFc1hkgW24EKDusg3gxHRjeHb032cFDC9RNS2mR,40,13,7,1,3,#1281283792,Grasep,NA,D-P4,NA,NA,30 W,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,USB,2.4 kg,NA,NA,NA,NA
1025, Caixa De Som Pulse Sp235 Bluetooth 50w Rms - Alta Qualidade ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(80 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/CR10+IMPORTS,https://produto.mercadolivre.com.br/MLB-718514279-caixa-de-som-kombi-mp3-radio-digital-stereo-fm-usb-carto-_JM,3,0,0,0,0,#718514279,Varias,NA,Kombi,NA,NA,6 W,Interno,NA,NA,Caixa,NA,NA,NA,NA,NA,"Auxiliar, USB, Micro SD",NA,NA,NA,NA,NA
1026, Caixa De Som Speaker Bluetooth Bike Moto Prova D'agua Novo ,299,NA,"
			
				Novo
			
			
				
					 - 
				
				23
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2858
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/JPC5121,https://produto.mercadolivre.com.br/MLB-1094503092-caixa-de-som-pulse-sp235-bluetooth-50w-rms-alta-qualidade-_JM,NA,NA,NA,NA,NA,#1094503092,Multilaser,NA,sp235,NA,NA,NA,NA,NA,NA,NA,NA,NA,88 dB,NA,NA,NA,1.3 kg,NA,NA,NA,NA
1027, Caixa De Som Pulse Bluetooth E P2 Portátil 10 Wrms - Sp204 ,63,NA,"
			
				Novo
			
			
				
					 - 
				
				39
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 526
		
		 sem juros
		
	

	
		",26,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,2,https://perfil.mercadolivre.com.br/AMETISTA+SHOP10,https://produto.mercadolivre.com.br/MLB-943042795-caixa-de-som-speaker-bluetooth-bike-moto-prova-dagua-novo-_JM,NA,NA,NA,NA,NA,#943042795,bicycle speaker,caixa de som,MA-861,NA,5V,3 W,NA, ,NA,Caixa,NA,1,84 dB,NA,NA,NA,NA,NA,NA,NA,NA
1028, Caixa Som Bluetooth Micro System 2.1 1000w Mp3 Fm Pc Xdg-13 ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1337
		
		 sem juros
		
	

	
		",37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SARCOMPY,https://produto.mercadolivre.com.br/MLB-1094547277-caixa-de-som-pulse-bluetooth-e-p2-portatil-10-wrms-sp204-_JM,NA,NA,NA,NA,NA,#1094547277,Multilaser,NA,SP204,NA,NA,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
1029, Capa Case Jbl Flip 3 4 Proteção Alça Bike Trilha Caminhada ,228,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(9988 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2188
		
		 sem juros
		
	

	
		",88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,57,https://perfil.mercadolivre.com.br/LUNNA+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1154890703-caixa-som-bluetooth-micro-system-21-1000w-mp3-fm-pc-xdg-13-_JM,38,6,7,3,3,#1154890703,XTrad,NA,XDG-13,NA,90V,20 W,NA,Ativo,"tv, pc",Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
1030, 6000mah Gsp1029102 Bateria Jbl Charge 2 & 3 Plus Versão 2015 ,79,NA,"
			
				Novo
			
			
				
					 - 
				
				82
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 667
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,16,https://perfil.mercadolivre.com.br/JKRDEARAUJO,https://produto.mercadolivre.com.br/MLB-907339011-capa-case-jbl-flip-3-4-proteco-alca-bike-trilha-caminhada-_JM,11,2,1,1,1,#907339011,JBL,NA,Flip,NA,NA,16 W,NA,Passivo,NA,NA,NA,NA,80 dB,20 kHz,85 Hz,NA,NA,NA,NA,NA,Preto
1031, Caixa De Som Multilaser Sp217 Bluetooth Led Amplificada Usb ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1916
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CHERRY+IMPORT,https://produto.mercadolivre.com.br/MLB-1221413684-6000mah-gsp1029102-bateria-jbl-charge-2-3-plus-verso-2015-_JM,NA,NA,NA,NA,NA,#1221413684,JBL,NA,6000MAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032, Caixa Som Amplificada Microfone Karaoke Bluetooth Vc-m913bt ,237,NA,"
			
				Novo
			
			
				
					 - 
				
				118
				vendidos
			
		",(23 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2275
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1221,https://perfil.mercadolivre.com.br/TELSOM_SP,https://produto.mercadolivre.com.br/MLB-814801754-caixa-de-som-multilaser-sp217-bluetooth-led-amplificada-usb-_JM,922,235,38,7,19,#814801754,Multilaser,NA,SP217,NA,Bivolt,80 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderno
1033, Painel Ativador De Caixa Ativ600mp Usb-bluetooth E Fm ,220,NA,"
			
				Novo
			
			
				
					 - 
				
				235
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1842
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,20,https://perfil.mercadolivre.com.br/APOLUM_INFO,https://produto.mercadolivre.com.br/MLB-897407813-caixa-som-amplificada-microfone-karaoke-bluetooth-vc-m913bt-_JM,15,1,3,1,0,#897407813,Infokit,Voxcube,VC-M913BT,NA,NA,18 W,NA,Ativo/Passivo,De piso,Torre,Estéreo,3,36 dB,108 MHz,88 MHz,Entrada para Microfone,NA,NA,NA,NA,NA
1034, Caixa De Som 100w Rms Multilaser Led Bluetooth Usb Sp250 ,650,NA,"
			
				Novo
			
			
				
					 - 
				
				31
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6212
		
		 sem juros
		
	

	
		",12,NA,Frete grátis,NA,NA,5.0,3,https://perfil.mercadolivre.com.br/VALDENIR_ARANTES,https://produto.mercadolivre.com.br/MLB-687991829-painel-ativador-de-caixa-ativ600mp-usb-bluetooth-e-fm-_JM,3,0,0,0,0,#687991829,ONTECH AUDIO,NA,ATIV600MP,NA,NA,600 W,NA,Woofer,caixa acustica,NA,1,NA,NA,NA,NA,NA,4.2 kg,19 cm,28 cm,11 cm,NA
1035, Caixa De Som Bluetooth Usb Mp3 Aux Com Suporte De Celular Q3 ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				31
				vendidos
			
		",(65 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1992
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,32,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1002133525-caixa-de-som-100w-rms-multilaser-led-bluetooth-usb-sp250-_JM,24,3,5,0,0,#1002133525,Multilaser,NA,SP250,NA,NA,100 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,3.6 kg,42.5 cm,30 cm,13.5 cm,NA
1036, Caixa Som Amplificada Bluetooth 290w Portátil Led Sub 12 Tws ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				60
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 823
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/WEIJIELIELETRONICOS,https://produto.mercadolivre.com.br/MLB-1215911885-caixa-de-som-bluetooth-usb-mp3-aux-com-suporte-de-celular-q3-_JM,NA,NA,NA,NA,NA,#1215911885,Importado,NA,HF-Q3,NA,NA,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
1037, Capa Case Nylon Para Jbl Xtreme Bolsa Resistente A Agua ,476,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4554
		
		 sem juros
		
	

	
		",54,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,163,https://perfil.mercadolivre.com.br/JDCOMERCIALRA,https://produto.mercadolivre.com.br/MLB-1188292996-caixa-som-amplificada-bluetooth-290w-portatil-led-sub-12-tws-_JM,124,27,9,1,2,#1188292996,AMVOX,NA,ACA 292 NEW X PRETO BIVOL,NA,110/220V (Bivolt),290 W,Subwoofer e Tweeter,Ativo,De piso,Caixa,2.1,NA,NA,NA,NA,NA,7.6 kg,NA,NA,NA,Preto
1038, Caixa De Som Multi-uso Ll Up5 Usb/fm 35w - Black ,99,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(108 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 946
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/ESRSHOPS,https://produto.mercadolivre.com.br/MLB-1199827119-capa-case-nylon-para-jbl-xtreme-bolsa-resistente-a-agua-_JM,1186,311,170,67,96,#1199827119,JBL,NA,Xtreme,NA,NA,40 W,NA,Passivo,NA,NA,NA,1,80 dB,20 kHz,70 Hz,NA,NA,NA,NA,NA,NA
1039, Caixa Som Portátil Bluetooth Canhão Fm Mp3 Amplificada 4vias ,343,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(12 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2858
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/JWM+IMPORTA%C3%87%C3%83O,https://produto.mercadolivre.com.br/MLB-1120162123-caixa-de-som-multi-uso-ll-up5-usbfm-35w-black-_JM,NA,NA,NA,NA,NA,#1120162123,LL Audio,Multi-uso,UP!5,Amplificada,NA,35 W,NA,Tweeter,chao,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040, Caixa Som Bluetooth Caixinha Usb Sd Rádio - Kit Atacado 4 Un ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				162
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1333
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,8,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1071317488-caixa-som-bluetooth-caixinha-usb-sd-radio-kit-atacado-4-un-_JM,3,2,2,0,1,#1071317488,Grasep,NA,BH1064,BH1064,DC5V,6 W,Woofer,Ativo/Passivo,mesa,Caixa,2.1,1,NA,22 kHz,120 Hz,USB,NA,NA,NA,NA,NA
1041, Caixa De Som Bluetooth Amplificada Bateria Recarregavel Usb ,90,NA,"
			
				Novo
			
			
				
					 - 
				
				56
				vendidos
			
		",(24 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/MAXIMA.SHOP,https://produto.mercadolivre.com.br/MLB-994807904-caixa-de-som-bluetooth-amplificada-bateria-recarregavel-usb-_JM,3,0,0,0,0,#994807904,ewtto,NA,ET-P2054B,NA,NA,20 W,Subwoofer,Ativo,Portátil,Caixa,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042, Bose Soundtouch 30 Series 3 Iii Bluetooth Wi-fi Airplay ,3499,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(29 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 29158
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,5,https://perfil.mercadolivre.com.br/MLVENDAJA,https://produto.mercadolivre.com.br/MLB-1107547292-bose-soundtouch-30-series-3-iii-bluetooth-wi-fi-airplay-_JM,5,0,0,0,0,#1107547292,Bose,SoundTouch,Soundtouch Series 3,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,18.5 lb,NA,NA,NA,NA
1043, Jbl Flip 4 Speaker (original) Prova D'agua Bluetooth ,416,NA,"
			
				Novo
			
			
				
					 - 
				
				207
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3470
		
		 sem juros
		
	

	
		",70,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2898,https://perfil.mercadolivre.com.br/MILITAC,https://produto.mercadolivre.com.br/MLB-815647330-jbl-flip-4-speaker-original-prova-dagua-bluetooth-_JM,2631,188,38,11,30,#815647330,JBL,Flip Series,Flip 4,NA,NA,16 W,Subwoofer,Ativo,G,Caixa,2.1,NA,NA,NA,NA,NA,0.524 kg,NA,NA,NA,NA
1044, Caixa De Som Bluetooth Com Controle Remoto Etiger 500et 38w ,154,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(32 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1289
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TELSOM_SP,https://produto.mercadolivre.com.br/MLB-1084251657-caixa-de-som-bluetooth-com-controle-remoto-etiger-500et-38w-_JM,NA,NA,NA,NA,NA,#1084251657,Etiger,NA,500et,NA,NA,NA,NA,Tweeter,NA,Caixa,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
1045, Boombox Philco Pb119bt Bivolt ,179,NA,"
			
			
				
				11
				vendidos
			
		",(21 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1499
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/BRITANIAELETRONICOSSA15E?brandId=199,https://produto.mercadolivre.com.br/MLB-906108022-boombox-philco-pb119bt-bivolt-_JM,NA,NA,NA,NA,NA,#906108022,Philco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
1046, Caixa Som Ambiente Jbl Selenium C621 100w C621b Par Branco ,610,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(197 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5091
		
		 sem juros
		
	

	
		",91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BEST+BEAT,https://produto.mercadolivre.com.br/MLB-1208857657-caixa-som-ambiente-jbl-selenium-c621-100w-c621b-par-branco-_JM,NA,NA,NA,NA,NA,#1208857657,JBL,Ambientare,C-621,NA,NA,50 W,Woofer,Passivo,ambiente,NA,NA,1,90 dB,20 kHz,85 Hz,NA,3.225 kg,22 cm,29 cm,18 cm,NA
1047, Caixa Som Rádio Retrô Vintage Bluetooth Mp3 Fm Am Portátil ,89,NA,"
			
				Novo
			
			
				
					 - 
				
				25
				vendidos
			
		",(9997 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 857
		
		 sem juros
		
	

	
		",57,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/RELU+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1132347316-caixa-som-radio-retr-vintage-bluetooth-mp3-fm-am-portatil-_JM,2,1,0,0,0,#1132347316,XTrad,NA,XDG-14 RADIO AM/FM,NA,110V/220V (Bivolt),10 W,Woofer,NA,NA,Caixa,NA,NA,NA,NA,NA,Auxiliar,NA,15 cm,21 cm,9 cm,NA
1048, Caixa De Som Bluetooth - Jbl Clip 3 ,246,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2050
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,77,https://perfil.mercadolivre.com.br/RICCOSHOP,https://produto.mercadolivre.com.br/MLB-1209885508-caixa-de-som-bluetooth-jbl-clip-3-_JM,72,5,0,0,0,#1209885508,JBL,NA,Clip 3,NA,NA,3 W,JBL,NA,Portatil,Caixa,NA,NA,80 dB,NA,NA,NA,NA,NA,NA,NA,NA
1049, Caixa Trc 360 Bluetooth Par Ativa Passiva 100w C/ Microfone ,549,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STATUSSOMEGAMES,https://produto.mercadolivre.com.br/MLB-876735186-caixa-trc-360-bluetooth-par-ativa-passiva-100w-c-microfone-_JM,NA,NA,NA,NA,NA,#876735186,TRC,TRC,360°,360,NA,100 W,Woofer,Woofer,De piso,Caixa,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA
1050," Caixa Som Portátil Amplificada - Mp3, Usb Fm Bluetooth P2 Sd ",28,NA,"
			
				Novo
			
			
				
					 - 
				
				17
				vendidos
			
		",(983 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 633
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUCRIMAXTENDNCIAS,https://produto.mercadolivre.com.br/MLB-1239830645-caixa-som-portatil-amplificada-mp3-usb-fm-bluetooth-p2-sd-_JM,NA,NA,NA,NA,NA,#1239830645,Goldenultra,NA,Torre,NA,NA,5 W,Woofer,Subwoofer,"Mesa, Balcão, Colo, Chão",Torre,5.1,NA,NA,NA,NA,USB,387 g,NA,NA,NA,NA
1051, Caixa De Som Ativa 15'' Bluetooth Usb Fm Auxiliar ,558,NA,"
			
			
				
				5
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4658
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1221393903-caixa-de-som-ativa-15-bluetooth-usb-fm-auxiliar-_JM,NA,NA,NA,NA,NA,#1221393903,Multilaser,NA,SP297,NA,NA,250 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4 kg,NA,NA,NA,NA
1052, Caixa Som Speaker Bluetooth Aprova Dagua Chuveiro Banheiro ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				25
				vendidos
			
		",(129 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 616
		
		 sem juros
		
	

	
		",16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-814600757-caixa-som-speaker-bluetooth-aprova-dagua-chuveiro-banheiro-_JM,NA,NA,NA,NA,NA,#814600757,Yes,Portatil,BTS-06,NA,Bivolt,3 W,NA,NA,NA,NA,NA,1,80 dB,NA,NA,Auxiliar,NA,NA,NA,NA,Branca
1053, Caixa Som Portátil Amplificada Bluetooth Recarregavel E22 ,40,NA,"
			
				Novo
			
			
				
					 - 
				
				2925
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 757
		
		 sem juros
		
	

	
		",57,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,369,https://perfil.mercadolivre.com.br/FLATSHOP,https://produto.mercadolivre.com.br/MLB-788838643-caixa-som-portatil-amplificada-bluetooth-recarregavel-e22-_JM,230,93,24,5,17,#788838643,Grasep,VoxMax,D-BH4204,NA,NA,10 W,NA,Subwoofer,Casa / Praia / Parques / Viagens / Festas / Churrascos,Torre,NA,2,NA,NA,NA,USB,300 g,NA,NA,NA,NA
