search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Modelo,Marca
224, Funda Tipo Billetera Silk Protectora Para iPhone 7/8 Plus ,1231,NA,0,100,18 cuotas,68.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457758455-funda-tipo-billetera-silk-protectora-para-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#457758455,Apple,NA,SLK-VT7P-GRAY,Silk
225, Protector Funda iPhone 8 7 Plus Silicona Sandia Carcasa ,199,NA,0,8,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450230638-protector-funda-iphone-8-7-plus-silicona-sandia-carcasa-_JM,NA,NA,NA,NA,NA,#450230638,Apple,Silicona,NA,Apple
226, Brazalete iPhone 8 7 6s 6 Plus Note Y Otros Hasta 16x9cm ® ,100,NA,275,5000,18 cuotas,5.56,NA,Envío a todo el país,NA,NA,4.3,11,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=5uYvRwA8a4cfpxrzVqcTNqIUCIo9tggqhB7n9DMTocrX5ceUuHtwNR19yrArx65%2BxjTRvpKALI5SnWayk9g0GX0pFjpGMilSodPwPufjAav98gx7DSJlGT953Lkl%2BsOlJ%2BD44dM6%2Fg%2F4dVTN90%2FCBv1JekStNI6HDtCXEAcj9iHVYoObparahYjV%2FRV3AEz3MFwUw4YaSuABC45u1%2FdLfEnaJRqQ3N73SLD%2FdydI4oz9M7qTdWP83WO%2B4rqkUZOJOXN3lIuL6RI7W1l5jFNM0CQMVnHbEuSJK36i3jcNf3bxoPRBxBAkqleVMJd%2BQmLsxY50XPTmPqSRhFVneqqn9Zimv2MNguREJkFPKibO79YeWT6cz%2Fm6IRGuqmCTkdtISIfw53rB9GHkB9a4VczPEJ%2FtyjewKCF398erQHOp0NsS5icVnBkb4yqnlXUQ5ZJYUixDdO9dFTRkk%2BvExfDIKPauln06LXO3cmevJyJFOUixGO8BKGcrj4NVbWDRWqBw00FajPhBmHYvWR22NmingPKjNjAoaNUnmJsw6WXPTi5w0GIZXm0Ul9OofZb%2BPj6P7kL17hE3Su8MiPXN1ZF1pCYv%2FMW9gc41AM1BrQpgRll3wQCoFAvMe%2Fp4zHP53lHoCkxxCZntUNN1pAN5ftkE%2B49HxKE%2FFg59YGsstvYzikmHPBR0%2BCQZo86NJtyFYwxfpqA9vQ0ttoZUtRCDhqP2YW4j0LMUVR5%2BUGMkfIUxmUK3cIfaJaeimxMqnxQc%2BdIwptjHF1HhEKxuYts39r4%2FtJ%2FrmljnxHyVaTCYQx7SoVTjBk6fUEnbxOc9DbaiSOd9LmALyiBGdw5zJU5GBKtjQjIY%2FEC6ELZDNIl9iZV1a%2B9YrS4jUMeY3m761uqLDLtqD6jJBmr6v9q8stIaz2Z0B5ACJo3Op%2BgB4ivvhMCWMhQuN9krrRGSXN1n9UaYQOI9DcBBcS9ShFl5O0YUVB6sqbFXePFyH3Awm%2BypwibQTLcJtOJCVCdeXrhCpw2V1Rh3zEl%2BSHYPyqAKu8EnW4wbFPD3WxABgfoCOqu76LGsPqLLP09SGdQj0OCOrP%2F3I9%2FTp7gNp%2FOR5JtGkkSPpea2l5dJzMPRY4kffqeuyR6Xza3%2BYmQ%2BWYPWzIoQNLT1Z50FpBIH2v3b97cv1weOq37W2K%2FaBRMOZNPyy8ieQfe2%2BdrRTI8MS5kErp3AQ4Gu7HVXz5QpgoPMVxqgFNH5sUUzlKWtbsgPIV2ZWhrbFI7rhjn7xeU8Gbl5w%2B%2Ff%2BKiZbPZwlIcfvTnWCGaWECHgYmA1%2BNxou7gYzreRWR3T4tG1K%2BiJ6lryYTivMv1SL6jKB8yvT%2F%2BABmW6AQdKayZQjWQ0Uu67anOGAXMOeCJ%2BM5i556UeQu1d0K9tdn09zQISBNK2HKhyKZ35tldep7wxLJMfCm3dKoYWJlvGIqxssTlGVR0W3fBmUFlStFyG1Rwum1oEkkV7XqiMMLVkvmHSdrqFuZIVntBEm5GIKiUG2PmaVilfsaWMFApeANkzosfLSH0GBwk36L8eQeLzCeuUp7tAzagX3%2Flxn%2BMjtLrE6HGeqiWrKVfpuT47lS8JuOgxLj%2Ft2lp0qHHBxVlGmGIAarfoN1LNL8rl01FFvXjbycUs1W0WQEd6vtHzoq1n8SkUeL0GfDEkEAyzLC8OkNR7SpnTsr%2B4nRtqFCNgL%2BOvqkBm%2Br55LZpIou5Q01rY9BUNxG%2FgoycfEkRxhj%2BrdixPeu7druxITyBCtKNiqFeInKjo7mzfdEJ0vdlov2d0lD8bkhO1YVDThyELs6OjtbPc1Vw1FPA%3D,6,2,3,0,0,#443333995,Apple,Neopreno,NA,Genérico
227," Funda Impermeable Para iPhone 8 Plus / 7 Plus, Cubierta De B ",2310,NA,0,100,18 cuotas,128.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457852070-funda-impermeable-para-iphone-8-plus-7-plus-cubierta-de-b-_JM,NA,NA,NA,NA,NA,#457852070,Apple,TPU,GHOCAS833,Ghostek
228, Protector Funda iPhone 8 Plus Estuche Verde ,210,NA,0,11,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450286793-protector-funda-iphone-8-plus-estuche-verde-_JM,NA,NA,NA,NA,NA,#450286793,Apple,Silicona,NA,Apple
229, Funda Protector Estuche Cuero iPhone 7 8 Plus Sena Negro ,693,990,0,99999,18 cuotas,38.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-455599605-funda-protector-estuche-cuero-iphone-7-8-plus-sena-negro-_JM,NA,NA,NA,NA,NA,#455599605,Apple,Cuero,NA,NA
230, Protector Rígido Con Sujetador Tipo Pop A5 A6 Plus A8 2018 ,120,NA,0,100,18 cuotas,6.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CELULAROUTLETMONTEVIDEO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=w%2F5p6piwv5%2Bn2XOkgD0faV5v2S4AZ1aKTmvj%2B3OQNkjsfep5c54%2BIMkmSeyNoYTAiOMAGqXvd0YGhcCQX%2FhiWHTVYWI4k0dByamWYr%2B%2BnPUQIFS%2F%2Bz1aGdCmvlDDrEoBu7%2BDkQYUuDG1YTfoESlnZGpYP9nb5dCHf0q6WiNjng8Y6BbldJy795JwYmi6VvUJby3wpvRj03SfXgm5Sbb85Df%2Fx0Z3nZdH42P06X2G9VhWiOkyKlvIg0wts4uXE2zskqvwaW1%2BMBnE5JlcnQkL6pU7v1Npr12j6MsL3g%2Bykv1I125MDdXExdtXR9W8rRG8OGd9cAKv0Tk1nDKcySOyCXCjh84YZSsYBB%2FBLpO0vVnH%2FwkHnWFa2XG%2BsOOFuqohSk8xd6j5iwI9LglO2lday8xmKkAd0Dh7RmbogtkBdWUzc8%2F5KdoVapPX9a280rFe7mPfPgZrFKvFquIf7PqT2hkH1NsNlOypDK3ZBsJQtdAObjObPXfFUFKuHCB4yCy0Oi4bA1bioVatqn0xcW0rzXNCXxSVduZSOh7eCG%2Bi%2F3X5b9Hmlhp1S02W6u9Q6hf2UfSZneBbx0R7IIDHFAJIJ1gh8Wxh1Mar77vVqd9SDK1NDqeEy%2BEsV8ucE5mSJuSnrPUUYkq1h8v0oxHdEVouW2KsmOm8Tq%2BL0p7jLXg0TwbHG0vGC%2F3jSQbBzp7VFN9Q9axN0cYH2kV1o2r3ZO6kRLHxQ99mnH%2BlBpouhCZF9%2FbOZKjOb66UbTSzaK3roQF9s4zBL4%2BVO7TnUegxa%2FayYGeUOs356HMznQ7yxNDzAAtKMzdUDOmSQzUbUyMyJ4f5FmZTQYHt3gnfkK6cnsm2%2B9sXEAAea8sbBayLPI0ej%2BBBn0ZTNHGckjN4x01TlxjCEX7tPpA%2BHIRzydXax%2FCm83F%2FMUa7gzi3QzOX5wF4iwDQacLMwWTQH3gbDUkUuESAvj2qDLwdDu87WGfaO30EcWfHpH6YcTuIkPAvxMmWMEMBiPCAOKtoPRoKUL2k0g0DS7jnUM5MOtCke5%2FeE8rWy%2FN9mHPE92loCvfiAbnHpk3OWWVaYuzpUVsX%2BaNCy1j1%2BVn%2BqRldT1UAC6yi1txoNFcIbqqILzDxnqqmVkSct%2BWNyMO4gM2sS4pNW6hQl0vnzbKNDnDKiNI5xdTHVvHhgD8ZMK2RAQC5gVCCwQXQk5r9a6LDs448mN4qPGlyPeRY1U6ydSzITQvC7pEvsq234CPyo5dAEeRlvPRmAIj1dIQReXgT%2FFybIZwYtslg7q4PCpeOA1wyQJP5pfkbSP3%2FsyqRIemqq4N7ZJG1%2Fvlu68SnhscujO9pIIMoZpgcZGjz72tAbqdALVZCK3AYyQ%2By0EVts%2BdA9lOAwIy2LZgjj%2BicTiuB8ZYbgVf2E3yyteIm8HnLnlkatbidVn%2FJgtcb%2FjhiHJTFg89Lxz2PQ17vPaOvhKj%2F92IUcUbT%2FhEHBKsCVfafU%2FSTXI5tjC3KQMPk56EJ1ml%2BOb3bceWn8hiu8vTv7fczsn6i4QumLvXAR7I%2BkypD7jAquz6EATDTN001tPW0U4v%2Foi1Mf1fyrtjwkXm99MTPBTm2ygFvYWMJXpuSW2b909NgKperY2ZPm2N4PzVJmoR4e0Gaqm2sqoO%2FyEnQkoS8iJrMWyyV59ezbkVoOhjHfJPvU3eVvGSu8qmn8w0MMbWnC2huo8xvuaHZjkoSUWtjuXyXrDs5Y2oz7dXmCdz1JtkeR8tcns026mGPCEuRraz38iynGvM3bTAmrxVnph2UhyISdJpVVwvq9ooA8AFVzgSXleDaJwFmopbyKM%2Bb,NA,NA,NA,NA,NA,#463594308,Apple,TPU,NA,NA
231," Funda iPhone 8 Plus, Diseño De Mármol Blanco Negro, Cubierta ",1040,NA,0,100,18 cuotas,57.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457715699-funda-iphone-8-plus-diseno-de-marmol-blanco-negro-cubierta-_JM,NA,NA,NA,NA,NA,#457715699,Apple,Silicona,F-8P-IMD-Marble-Black&White,BAISRKE
232, Funda Otterbox Commuter Series Para iPhone 8 Plus Y iPhone 7 ,1919,NA,0,100,18 cuotas,106.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457797197-funda-otterbox-commuter-series-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#457797197,Apple,NA,77-56852,OtterBox
233, Funda Case Transparente Con Soporte - iPhone 7/8 Plus ,350,NA,1,5,18 cuotas,19.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GABRIELAGUILAR122,https://articulo.mercadolibre.com.uy/MLU-451513729-funda-case-transparente-con-soporte-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#451513729,Apple,TPU,NA,NA
234, Protector Funda iPhone 8 Plus Estuche Celeste ,210,NA,1,3,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450286647-protector-funda-iphone-8-plus-estuche-celeste-_JM,NA,NA,NA,NA,NA,#450286647,Apple,Silicona,NA,Apple
235, Protector Funda iPhone 8 7 Plus 6 6s J Espejado ,450,NA,0,2,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450411980-protector-funda-iphone-8-7-plus-6-6s-j-espejado-_JM,NA,NA,NA,NA,NA,#450411980,Apple,NA,NA,NA
236," Rosa Mármol iPhone 7 Plus Funda Para Niñas, iPhone 8 Plus Fu ",958,NA,0,100,18 cuotas,53.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457706539-rosa-marmol-iphone-7-plus-funda-para-ninas-iphone-8-plus-fu-_JM,NA,NA,NA,NA,NA,#457706539,Apple,Silicona,NA,NA
237, Protector Liquido iPhone 7 Plus 8 Plus Love Funda Carcasa ,499,NA,1,NA,18 cuotas,27.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448325644-protector-liquido-iphone-7-plus-8-plus-love-funda-carcasa-_JM,NA,NA,NA,NA,NA,#448325644,Apple,NA,NA,NA
238, Protector Funda iPhone 8 Plus Silicona Frutal Carcasa ,249,NA,0,7,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450224654-protector-funda-iphone-8-plus-silicona-frutal-carcasa-_JM,NA,NA,NA,NA,NA,#450224654,Apple,Silicona,NA,Apple
239, Protector Tpu iPhone 8 Plus 7 Plus Cute Funda ,199,NA,0,11,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449016596-protector-tpu-iphone-8-plus-7-plus-cute-funda-_JM,NA,NA,NA,NA,NA,#449016596,Apple,TPU,NA,Apple
240," Funda 3d Para iPhone 6, iPhone 7, iPhone 8, 7 Plus Y 8 Plus ",290,NA,0,20,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NELAUY2011,https://articulo.mercadolibre.com.uy/MLU-463416491-funda-3d-para-iphone-6-iphone-7-iphone-8-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#463416491,Apple,Silicona,NA,NA
241, Protector Funda Liquido iPhone 5 Se 6 6s 7 8 Plus Copa Vi ,399,NA,0,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449517844-protector-funda-liquido-iphone-5-se-6-6s-7-8-plus-copa-vi-_JM,NA,NA,NA,NA,NA,#449517844,Apple,NA,NA,NA
242," iPhone 8 Plus Funda De Silicona, iPhone 7 Plus Funda De Sili ",1328,NA,0,100,18 cuotas,73.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457790492-iphone-8-plus-funda-de-silicona-iphone-7-plus-funda-de-sili-_JM,NA,NA,NA,NA,NA,#457790492,Apple,Silicona,A-001,Miracase
243, Protector Tpu iPhone 8 Plus 7 Plus Pato D Funda ,249,NA,0,NA,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449016521-protector-tpu-iphone-8-plus-7-plus-pato-d-funda-_JM,NA,NA,NA,NA,NA,#449016521,Apple,TPU,NA,Apple
244, Spigen Neo Híbrido Herringbone iPhone 8 Plus Funda / Funda I ,1366,NA,0,100,18 cuotas,75.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459967232-spigen-neo-hibrido-herringbone-iphone-8-plus-funda-funda-i-_JM,NA,NA,NA,NA,NA,#459967232,Apple,Silicona,055CS22229,Spigen
245, Sobre Funda Protector Estuche Cuero iPhone 6 7 8 Plus Sena ,252,360,0,99999,18 cuotas,14.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-455640663-sobre-funda-protector-estuche-cuero-iphone-6-7-8-plus-sena-_JM,NA,NA,NA,NA,NA,#455640663,Apple,Cuero,NA,NA
246," iPhone 7 Plus Funda Case / iPhone 8 Plus, Caseología [wavele ",1623,NA,0,100,18 cuotas,90.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457755679-iphone-7-plus-funda-case-iphone-8-plus-caseologia-wavele-_JM,NA,NA,NA,NA,NA,#457755679,Apple,NA,CO-I7L-GRL-TQ,Caseology
247, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus Xs Xr Xsmax ,490,NA,437,39,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,1,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=I9rgNqeCT9bdC87fF%2Bfoi3tRKVfpKwobJBJqZGebPpVfYNzT0X7ghklQpXvSRc8uBfYYrFuvoHMVjPY3g55pNz9gnv%2BicRVm4xXocLDhaP7AIoMxVtL3%2FBKO42pon7GzLkeXQpl1loLrbaEdnYg8cQf0URgZZVEBU%2FuRaLcj6Vd5%2BRuvbGSQT9BVkab4MVKUxSYSWTL%2FfWBy617N%2BLCJBv0iv8T8T2Oyel2XjiX3%2B0NvpDp4kyi6mGivg5K9cV1rqI6q2H9selokrCUNkUk6FquNU%2F0k5eldqeF7Mjbiy6xnrg1pWn04so5Iz%2FllPl5veQpasUYQsjk%2BVV6emrfDLHb7vKGrXMpj4fo6z4e3OYdlfaKY8I22FMufTLCbKq6IWYicVnKfAs0VYVkFicVuju3yvH9pSvU3A7tS1nQfaQAPBB9X3WHrRBCL71AnqcVD3AsENIE%2F2pc0dPWgS0y4z2ybnmfVUtgcATHl3DjHB071a1L0qSi8jYU1Kh1sSUCSK6LA9bp%2BmIcLQBGOWXJ%2Bo0lUPKgw3nGcCBKyb5iPes9fsRu6iUv7w99hlCQIbfiSD2ptGE95kWlsaOSFvYmxPFC74PxwPLrqTSyo1qKKoltiRpnUFzb6CnkBZOOftOVrcDHioOKwlGc4mKZ9q6Uf8YDcplM0jznlyw11c67PGILe0KjH%2FF5%2Ba6U%2B5xrTD3IfFQQTpXrLg%2BdnW3qKJh8QRR3y4qTVMTjBn22NAtlO%2FfnkSA0rSPgtR4wPGl6iy9ee7KFi07LLBfApREwbawQRVS0o%2F9lFbUbYlob4effnwW8DPGW5Qk1CswxU2RyuDTh9fd5wEX5TC%2FXN%2BFwMArms32Uk0%2FNcdHyeWGZ9qIvkONN1c58iDBorgXToAseC1o1JyVCgykZzK3TBUNz04LrKr96jkxgAZgjEIWayNNxXDu%2Fg5d0p22voXB37uMfcmP80hQQmiS3dCKIimDCddqq5c2rrbuHqW3xigk0G%2FgGyP7agNulupVsYjjh4yFG77eiUBIE2jd%2F8h4psvsCW1%2FUXSue9KEHAuytlbNieobDM3GcsFAM5R8oCC%2B2R6LXf%2BdWbixQ45gU8yJarQm6xv7MjrcnQf5w1z22cfedfgyCCdwQtLo%2FGYSUXq91vD%2B9TYFqbgs%2B8EhRM4SFDKaIxJHUKqE%2FHmwLm6PybHRf%2Bp9akc9uPF6qxwEOJGX0acGczvfh5zwRL2RqTkid0Kcmho0eWdIkOEd6bbYne7pn8w5zda55ye%2FPIwLDNGi87U0Ip1hGxQaDiHVA%2BGBypkbKCAXgxXTzXV%2Fvz9HYuKaQDZ%2BGAQkdfEo79MnLci73mIzoF7hldPR1ifb9nemmExvXmR%2BhvJb%2B59AQzYZC6SWI%2FTnXLbmm%2B23HWvsW3L1KiLz7i%2FJRaJMDFNmvjsS7V5w2a786qpZMRqgBos%2FeAIYEArJtb8livkSyDthxM5qEPRPgv1ykO8KFnEp%2BJFVOMOEq8U9hLyPAVkGTwDSMeN40GUpzHHODat9B%2F54e7gZBOdqVRBoc5HqfHYfM4FiuYJBl1FAdqwscPxf9TeiaTW3JJC62n8z0aNtD3Ob0lAq95RGBivoQGKv6VlCEHWMKAjoYPFwQ%2FQjmL7zsR4kU933j9mpFmIe127kmgCUxfO7IfWGGBpZ4VpP%2FPAu2NU7JrGRsBjbzvq3MAt0M5YOpIr6xUWM6bwRAYgWmaGfZndRCEg5LMj9iO4KNaj937UXPFHFnvNGW4XnUUOAOE7NHg77dHSuCNbQEGFfiPLU2j5doKa%2FQ%2Fd%2FID5tL3JCycXRCo3VKJIDf3L6Icw6w%3D,0,0,0,0,2,#443922805,Apple,TPU,NA,NA
248, Protector Funda iPhone 8 Plus Silicona Azul Rock Carcasa ,249,NA,0,6,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450224536-protector-funda-iphone-8-plus-silicona-azul-rock-carcasa-_JM,NA,NA,NA,NA,NA,#450224536,Apple,Silicona,NA,Apple
249, Funda Case Cuero iPhone 8 Plus/7 Plus. Azul. Nueva ,300,NA,0,NA,18 cuotas,16.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HOYO-37,https://articulo.mercadolibre.com.uy/MLU-462829058-funda-case-cuero-iphone-8-plus7-plus-azul-nueva-_JM,NA,NA,NA,NA,NA,#462829058,Apple,Cuero,NA,NA
250," Funda iPhone 8 Plus, Marble iPhone 7 Plus Rojo Y Blanco Para ",866,NA,0,100,18 cuotas,48.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457692790-funda-iphone-8-plus-marble-iphone-7-plus-rojo-y-blanco-para-_JM,NA,NA,NA,NA,NA,#457692790,Apple,Silicona,i7Plus-IMD-TPU,VIVIBIN
251, Protector Tpu iPhone 8 Plus 7 Plus Dais Funda ,249,NA,0,NA,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-455950005-protector-tpu-iphone-8-plus-7-plus-dais-funda-_JM,NA,NA,NA,NA,NA,#455950005,Apple,TPU,NA,Apple
252," Opal Marble Funda iPhone 7 Plus Rosa, iPhone 8 Plus Funda, V ",970,NA,0,100,18 cuotas,53.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457706498-opal-marble-funda-iphone-7-plus-rosa-iphone-8-plus-funda-v-_JM,NA,NA,NA,NA,NA,#457706498,Apple,Silicona,NA,NA
253, Protector Funda iPhone 8 Plus 7 Plus Squishy Oso Panda ,199,NA,0,31,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448749884-protector-funda-iphone-8-plus-7-plus-squishy-oso-panda-_JM,NA,NA,NA,NA,NA,#448749884,Apple,NA,NA,Apple
254," Protector Funda Caniche iPhone 7, 8, 7 Plus Y 8 Plus. ",390,NA,0,20,18 cuotas,21.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NELAUY2011,https://articulo.mercadolibre.com.uy/MLU-463578311-protector-funda-caniche-iphone-7-8-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#463578311,Apple,Silicona,NA,NA
255, Protector Tpu iPhone 8 Plus 7 Plus Skate Organos Funda ,199,NA,0,5,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449016404-protector-tpu-iphone-8-plus-7-plus-skate-organos-funda-_JM,NA,NA,NA,NA,NA,#449016404,Apple,TPU,NA,Apple
256, Estuche Funda iPhone 8 7 Plus Skpro Limited Edition ,499,NA,0,3,18 cuotas,27.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449524771-estuche-funda-iphone-8-7-plus-skpro-limited-edition-_JM,NA,NA,NA,NA,NA,#449524771,Apple,NA,NA,NA
257, Protector Funda iPhone 7 Plus/8 Plus Silicona Sp Rojo ,399,NA,0,4,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448334165-protector-funda-iphone-7-plus8-plus-silicona-sp-rojo-_JM,NA,NA,NA,NA,NA,#448334165,Apple,Silicona,NA,Apple
258, Funda Protectora Case iPhone 7 Plus - 8 Plus Super Fino!!! ,199,NA,68,7,18 cuotas,11.06,NA,Entrega a acordar con el vendedor,NA,NA,3,1,http://perfil.mercadolibre.com.uy/PREMUM_CASES_UY,https://articulo.mercadolibre.com.uy/MLU-450857249-funda-protectora-case-iphone-7-plus-8-plus-super-fino-_JM,0,0,1,0,0,#450857249,Apple,NA,NA,NA
259, Funda De Tpu Para iPhone 7 Plus (2016) Y iPhone 8 Plus (2017 ,1093,NA,0,100,18 cuotas,60.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457720138-funda-de-tpu-para-iphone-7-plus-2016-y-iphone-8-plus-2017-_JM,NA,NA,NA,NA,NA,#457720138,Apple,TPU,F-7P-IMD-LinesMarble-pink,BAISRKE
260," iPhone 8 Plus Funda, iPhone 7 Plus Funda, Jwest Marble Clear ",813,NA,0,100,18 cuotas,45.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457691984-iphone-8-plus-funda-iphone-7-plus-funda-jwest-marble-clear-_JM,NA,NA,NA,NA,NA,#457691984,Apple,Silicona,J-I7P-370-02,J.west
261, Protector Funda iPhone 8 7 Plus Flores Relieve 3d ,335,NA,0,10,18 cuotas,18.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-463761297-protector-funda-iphone-8-7-plus-flores-relieve-3d-_JM,NA,NA,NA,NA,NA,#463761297,Apple,NA,NA,Apple
262," Funda iPhone 8 Plus, Diseño De Mármol Negro / Blanco, Cubier ",1069,NA,0,100,18 cuotas,59.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457715658-funda-iphone-8-plus-diseno-de-marmol-negro-blanco-cubier-_JM,NA,NA,NA,NA,NA,#457715658,Apple,Silicona,NA,NA
263," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Jwest Hoja Rosa Di ",746,NA,0,100,18 cuotas,41.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457704513-funda-iphone-8-plus-funda-iphone-7-plus-jwest-hoja-rosa-di-_JM,NA,NA,NA,NA,NA,#457704513,Apple,NA,J-I7P-277-02,J.west
