search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Marca,Formato
1927, Audifonos Bluetooth Twinbuds Klip Extreme Con Base De Carga ,140,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNOYAIMPORT,https://articulo.mercadolibre.com.pe/MPE-436957499-audifonos-bluetooth-twinbuds-klip-extreme-con-base-de-carga-_JM,NA,NA,NA,NA,NA,#436957499,KHS-700,Klip Xtreme,NA
1928, Audífono Bluetooth Para Celular Llamadas/música ,42,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECSERVICE,https://articulo.mercadolibre.com.pe/MPE-427558008-audifono-bluetooth-para-celular-llamadasmusica-_JM,NA,NA,NA,NA,NA,#427558008,NA,NA,NA
1929, Mini Auriculares Bluetooth. S530. ,18,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSES0319,https://articulo.mercadolibre.com.pe/MPE-429455704-mini-auriculares-bluetooth-s530-_JM,NA,NA,NA,NA,NA,#429455704,NA,NA,NA
1930, Audífonos Bluetooth Cowin E7 ,175,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAROPA20,https://articulo.mercadolibre.com.pe/MPE-429036289-audifonos-bluetooth-cowin-e7-_JM,NA,NA,NA,NA,NA,#429036289,NA,NA,NA
1931, Audífono Bluetooth Panasonic Small & Light - Rp-nj300be ,142,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRO-ACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-433050413-audifono-bluetooth-panasonic-small-light-rp-nj300be-_JM,NA,NA,NA,NA,NA,#433050413,RP-NJ300BE,Panasonic,In-ear
1932, Audifonos Bluetooth Sony Xb950b1 Extra Bass Negro Sellado ,519,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/XBITIMPORT,https://articulo.mercadolibre.com.pe/MPE-428507505-audifonos-bluetooth-sony-xb950b1-extra-bass-negro-sellado-_JM,NA,NA,NA,NA,NA,#428507505,NA,Sony,NA
1933, Gratis!!! Audífono Lg Hbs-780 Tone Pro Bluetooth 4.1 ,219,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-436146548-gratis-audifono-lg-hbs-780-tone-pro-bluetooth-41-_JM,NA,NA,NA,NA,NA,#436146548,HBS-780,LG,NA
1934, Hifiman Re300h Earphone-audiophile Auricular ,264,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433993615-hifiman-re300h-earphone-audiophile-auricular-_JM,NA,NA,NA,NA,NA,#433993615,NA,HIFIMAN,NA
1935, Audifonos Bluetooth Jbl T110bt Para Celular Mp3 Etc Original ,159,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MESJ2012,https://articulo.mercadolibre.com.pe/MPE-433016561-audifonos-bluetooth-jbl-t110bt-para-celular-mp3-etc-original-_JM,NA,NA,NA,NA,NA,#433016561,T110BT,JBL,NA
1936, Audifonos Bluetooth Motorola Hk115 Original Nuevo Y Sellado ,79,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORT+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-430778153-audifonos-bluetooth-motorola-hk115-original-nuevo-y-sellado-_JM,NA,NA,NA,NA,NA,#430778153,HK115,Motorola,NA
1937, V Audífono Bluetooth Jbl T450bt Pure Bass Sound ,164,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,3,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435623660-v-audifono-bluetooth-jbl-t450bt-pure-bass-sound-_JM,1,1,1,0,0,#435623660,T450BT,JBL,Over-ear
1938, Auriculares Tws Mini Verdadero Inalambrico Bluetooth 5.0 Baj ,283,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GPC-,https://articulo.mercadolibre.com.pe/MPE-436557220-auriculares-tws-mini-verdadero-inalambrico-bluetooth-50-baj-_JM,NA,NA,NA,NA,NA,#436557220,Q32,Sin marca/genérico,NA
1939, Audifonos Deportivos Bluetooth Con Imán ,32,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JHONNYANCA,https://articulo.mercadolibre.com.pe/MPE-436764763-audifonos-deportivos-bluetooth-con-iman-_JM,NA,NA,NA,NA,NA,#436764763,NA,NA,NA
1940, V Audífono Jbl E45bt Harman Bluetooth 16 Horas ,288,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435636893-v-audifono-jbl-e45bt-harman-bluetooth-16-horas-_JM,NA,NA,NA,NA,NA,#435636893,E45BT,JBL,Over-ear
1941, Audífonos Bluetooth Jbl T110bt. ,160,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROJASTONDERJOHANANDERSON,https://articulo.mercadolibre.com.pe/MPE-433780343-audifonos-bluetooth-jbl-t110bt-_JM,NA,NA,NA,NA,NA,#433780343,T110BT,JBL,NA
1942, Audifonos Philips Shb5950 Metalix Pro Bluetooth Originales ,165,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-431382140-audifonos-philips-shb5950-metalix-pro-bluetooth-originales-_JM,NA,NA,NA,NA,NA,#431382140,NA,Philips,NA
1943," Audifonos Bluetooth Mini 503 / Android, iPhone, Llamadas ",60,NA,7,23,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TRIPLESENDS,https://articulo.mercadolibre.com.pe/MPE-420014440-audifonos-bluetooth-mini-503-android-iphone-llamadas-_JM,NA,NA,NA,NA,NA,#420014440,NA,NA,NA
1944, Audífonos Inalámbricos Awei T8 Bluetooth ,284,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DRACARYSSAC,https://articulo.mercadolibre.com.pe/MPE-433000388-audifonos-inalambricos-awei-t8-bluetooth-_JM,NA,NA,NA,NA,NA,#433000388,NA,Awei,NA
1945, Auricular Bluetooth 5.0 Tws Audifonos Inalambricos Gemelos A ,154,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GPC-,https://articulo.mercadolibre.com.pe/MPE-436557186-auricular-bluetooth-50-tws-audifonos-inalambricos-gemelos-a-_JM,NA,NA,NA,NA,NA,#436557186,NA,Sin marca/genérico,NA
1946, Adaptador Bt - Para Auriculares - Equipos De Sonido ,34,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUISENRRIQUEVICENTEARDILES,https://articulo.mercadolibre.com.pe/MPE-428478287-adaptador-bt-para-auriculares-equipos-de-sonido-_JM,NA,NA,NA,NA,NA,#428478287,NA,NA,NA
1947, Audifonos Imantados Bluetooth Deportivos ,30,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432060668-audifonos-imantados-bluetooth-deportivos-_JM,NA,NA,NA,NA,NA,#432060668,NA,NA,NA
1948, Audífonos Bluetooth Motorola Pulse Scape+ Camuflado ,165,NA,5,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-429792391-audifonos-bluetooth-motorola-pulse-scape-camuflado-_JM,0,1,0,0,0,#429792391,Pulse,Motorola,Over-ear
1949, Otium Wireless Bluetooth Deportivos Auriculares In-ear ,214,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-434011888-otium-wireless-bluetooth-deportivos-auriculares-in-ear-_JM,NA,NA,NA,NA,NA,#434011888,NA,Otium,NA
1950, Mini Audifono Bluetooth 4.1 Microfono Incorporado ,20,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRISTHIANJITTER,https://articulo.mercadolibre.com.pe/MPE-426348093-mini-audifono-bluetooth-41-microfono-incorporado-_JM,NA,NA,NA,NA,NA,#426348093,NA,NA,NA
1951, Audifonos Bluetooth Jbl E45bt Microfono Original ,319,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VIRGINIACC1,https://articulo.mercadolibre.com.pe/MPE-434315469-audifonos-bluetooth-jbl-e45bt-microfono-original-_JM,NA,NA,NA,NA,NA,#434315469,E45BT,JBL,NA
1952, Audífonos Extra Bass Inalambricos Con Bluetooth ,70,NA,18,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432353389-audifonos-extra-bass-inalambricos-con-bluetooth-_JM,NA,NA,NA,NA,NA,#432353389,NA,NA,NA
1953, Audífonos Sony Bluetooth Wh-ch400 Nfc 20 Horas Duración ,204,NA,0,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-434434951-audifonos-sony-bluetooth-wh-ch400-nfc-20-horas-duracion-_JM,NA,NA,NA,NA,NA,#434434951,WH-CH400,Sony,Over-ear
1954, Audífonos Bluetooth U8 ,60,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434992414-audifonos-bluetooth-u8-_JM,NA,NA,NA,NA,NA,#434992414,NA,NA,NA
1955, Parlante Mini Hp + Audifonos ¨el Regalo Perfecto¨ Oferta!! ,95,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NOTEPHONE_2013,https://articulo.mercadolibre.com.pe/MPE-434288210-parlante-mini-hp-audifonos-el-regalo-perfecto-oferta-_JM,NA,NA,NA,NA,NA,#434288210,NA,NA,NA
1956, Audifonos Imantados Bluetooth Deportivos ,25,NA,7,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,1,1,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432060733-audifonos-imantados-bluetooth-deportivos-_JM,0,0,0,0,1,#432060733,NA,NA,NA
1957, Gratis!!! Audífono Motorola Verve Loop 2+ Bluetooth Deportiv ,214,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435456395-gratis-audifono-motorola-verve-loop-2-bluetooth-deportiv-_JM,1,0,0,0,0,#435456395,VerveLoop,Motorola,In-ear
1958, Beswill V4.2 Mini Auriculares Bluetooth Invisible Pequeño ,199,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435995933-beswill-v42-mini-auriculares-bluetooth-invisible-pequeno-_JM,NA,NA,NA,NA,NA,#435995933,NA,BESWILL,NA
1959, Bluedio Tm Audifonos Bluetooth 5.0 - 30 Horas Llamada Musica ,115,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NOWTECH+PERU,https://articulo.mercadolibre.com.pe/MPE-436726545-bluedio-tm-audifonos-bluetooth-50-30-horas-llamada-musica-_JM,NA,NA,NA,NA,NA,#436726545,NA,Bluedio,NA
1960, Audifonos Aiwa Aw660bt Bluetooth Wireless ,110,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-434616286-audifonos-aiwa-aw660bt-bluetooth-wireless-_JM,NA,NA,NA,NA,NA,#434616286,NA,NA,NA
1961, Jaybird X3 Sport Auriculares Bluetooth Para iPhone Y Andr ,528,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-434107005-jaybird-x3-sport-auriculares-bluetooth-para-iphone-y-andr-_JM,NA,NA,NA,NA,NA,#434107005,X3,Jaybird,In-ear
1962, Audífonos Bluetooth Y7. ,54,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KENNEDYYICA,https://articulo.mercadolibre.com.pe/MPE-432379465-audifonos-bluetooth-y7-_JM,NA,NA,NA,NA,NA,#432379465,NA,NA,NA
1963, Audífono Samsung Bluetooth 4.2 Level U Flex Deportivo Negro ,259,NA,0,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436224140-audifono-samsung-bluetooth-42-level-u-flex-deportivo-negro-_JM,NA,NA,NA,NA,NA,#436224140,U Flex,Samsung,Neckband
1964, Meizu Ep-51 Audífonos Bluetooth ,99,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LBM+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432513266-meizu-ep-51-audifonos-bluetooth-_JM,NA,NA,NA,NA,NA,#432513266,EP51,Meizu,In-ear
1965, Audifonos Bluetooth Samsung U Flex ,255,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-433421440-audifonos-bluetooth-samsung-u-flex-_JM,NA,NA,NA,NA,NA,#433421440,U Flex,Samsung,NA
1966, Audífonos Skullcandy Hesh 3 Psycho Tropical Bluetooth ,350,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-433507697-audifonos-skullcandy-hesh-3-psycho-tropical-bluetooth-_JM,NA,NA,NA,NA,NA,#433507697,NA,Skullcandy,NA
1967, Auriculares Nuqueras Bt - Bs19c Fm-msd - Tf - Bt ,55,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIJOV_2016,https://articulo.mercadolibre.com.pe/MPE-420325561-auriculares-nuqueras-bt-bs19c-fm-msd-tf-bt-_JM,NA,NA,NA,NA,NA,#420325561,NA,NA,NA
1968, Stock Audifonos Original Xiaomi Redmi Airdots _delivery ,170,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,36,http://perfil.mercadolibre.com.pe/ROSE_2019,https://articulo.mercadolibre.com.pe/MPE-436733770-stock-audifonos-original-xiaomi-redmi-airdots-delivery-_JM,26,8,2,0,0,#436733770,AirDots,Xiaomi,In-ear
1969, Audifono Bluetooth Motorola Pulse Escape Plus Blanco ,141,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436799636-audifono-bluetooth-motorola-pulse-escape-plus-blanco-_JM,NA,NA,NA,NA,NA,#436799636,Pulse Escape+,Motorola,Over-ear
1970, Invisible Mini Auricular Bluetooth S630 Handsfree V. 4.1 Edr ,49,NA,1,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+AMAC,https://articulo.mercadolibre.com.pe/MPE-434149515-invisible-mini-auricular-bluetooth-s630-handsfree-v-41-edr-_JM,NA,NA,NA,NA,NA,#434149515,NA,NA,NA
1971, Audifonos Conduccion Osea Aftershokz Bluetooth Externo Oido ,439,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DARGRANDEZ,https://articulo.mercadolibre.com.pe/MPE-435489567-audifonos-conduccion-osea-aftershokz-bluetooth-externo-oido-_JM,NA,NA,NA,NA,NA,#435489567,NA,AfterShokz,NA
1972, Audífonos Bluetooth Sony Xb950b1 / Extra Bass / Nuevo Tienda ,599,NA,0,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RAGIMPORT,https://articulo.mercadolibre.com.pe/MPE-432640104-audifonos-bluetooth-sony-xb950b1-extra-bass-nuevo-tienda-_JM,NA,NA,NA,NA,NA,#432640104,NA,Sony,NA
1973, Audífonos Bluetooth Wireless Qcy Qy31 - Originales !!! ,99,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-436087958-audifonos-bluetooth-wireless-qcy-qy31-originales--_JM,NA,NA,NA,NA,NA,#436087958,NA,QCY,NA
1974, Audifonos Meizu Ep51 Sport Bluetooth Alta Calidad ,124,NA,0,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUGADGET+PERU,https://articulo.mercadolibre.com.pe/MPE-432601137-audifonos-meizu-ep51-sport-bluetooth-alta-calidad-_JM,NA,NA,NA,NA,NA,#432601137,EP51,Meizu,NA
1975, Audifono Bluetooth Sport (deportivo) ,22,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JULIVERGARAC,https://articulo.mercadolibre.com.pe/MPE-430927653-audifono-bluetooth-sport-deportivo-_JM,NA,NA,NA,NA,NA,#430927653,NA,NA,NA
1976, Optoma Nuforce Be2 Bluetooth Inear Audifono Inalambrico Ipx5 ,179,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VAG+IMPORTS,https://articulo.mercadolibre.com.pe/MPE-435972380-optoma-nuforce-be2-bluetooth-inear-audifono-inalambrico-ipx5-_JM,NA,NA,NA,NA,NA,#435972380,NA,NA,NA
1977, Audifonos Bluetooth Metalix Pro Extra Bass Wireless Philips ,139,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434668266-audifonos-bluetooth-metalix-pro-extra-bass-wireless-philips-_JM,NA,NA,NA,NA,NA,#434668266,NA,Philips,NA
1978, Audifonos Motorola Bluetooth Moto Buds Audio Hd ,175,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-427268236-audifonos-motorola-bluetooth-moto-buds-audio-hd-_JM,NA,NA,NA,NA,NA,#427268236,NA,Motorola,NA
1979, Auricular Bluetooth Nuquera Bs-19c - Envio Gratis ,44,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIJOV_2016,https://articulo.mercadolibre.com.pe/MPE-425382535-auricular-bluetooth-nuquera-bs-19c-envio-gratis-_JM,NA,NA,NA,NA,NA,#425382535,NA,NA,NA
1980, Jbl Audifonos Bluetooth 20hrs E55bt Signature Sound - Harman ,589,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434875522-jbl-audifonos-bluetooth-20hrs-e55bt-signature-sound-harman-_JM,NA,NA,NA,NA,NA,#434875522,E55BT,JBL,NA
1981, Audifonos Bluetooth Jaybird X4 Para Correr Gimnasio Deporte ,380,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KIKEMESTA,https://articulo.mercadolibre.com.pe/MPE-436241257-audifonos-bluetooth-jaybird-x4-para-correr-gimnasio-deporte-_JM,NA,NA,NA,NA,NA,#436241257,X4,Jaybird,NA
1982, N Audífono Bluetooth 4.1 Panasonic Rp-hf400 20 Horas Música ,147,163,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-433038739-n-audifono-bluetooth-41-panasonic-rp-hf400-20-horas-musica-_JM,NA,NA,NA,NA,NA,#433038739,RP-HF400,Panasonic,Over-ear
1983, Sony Audífonos Bluetooth - Wi-c300 ,119,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-436683664-sony-audifonos-bluetooth-wi-c300-_JM,NA,NA,NA,NA,NA,#436683664,NA,NA,NA
1984, Udífonos Bluetooth Motorola Pulse Escape Sh012 Original ,200,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/VENTASONLINEFREDY.COM,https://articulo.mercadolibre.com.pe/MPE-430140540-udifonos-bluetooth-motorola-pulse-escape-sh012-original-_JM,12,3,0,0,0,#430140540,Pulse Escape,Motorola,NA
1985, Auriculares Inalámbricos Deportivos Con Banda Havit ,160,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LASER+IMPORT,https://articulo.mercadolibre.com.pe/MPE-430600560-auriculares-inalambricos-deportivos-con-banda-havit-_JM,NA,NA,NA,NA,NA,#430600560,NA,NA,NA
1986, Audifonos Jbl E55bt Inalambricos Bluetooth ,499,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-436228644-audifonos-jbl-e55bt-inalambricos-bluetooth-_JM,NA,NA,NA,NA,NA,#436228644,E55BT,JBL,NA
1987, Audifonos Bluetooth Samsung U ,175,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-431382820-audifonos-bluetooth-samsung-u-_JM,NA,NA,NA,NA,NA,#431382820,NA,Samsung,NA
1988, Gm Auricular Bluetooth 2.0 Manos Libres ,35,NA,0,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GIOVI+PERU,https://articulo.mercadolibre.com.pe/MPE-432441414-gm-auricular-bluetooth-20-manos-libres-_JM,NA,NA,NA,NA,NA,#432441414,NA,NA,NA
1989, Audífonos Bluetooth Sony Xb80bs Extra Bass Sports Negro !!! ,329,NA,0,23,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WIENERSTECH,https://articulo.mercadolibre.com.pe/MPE-435070333-audifonos-bluetooth-sony-xb80bs-extra-bass-sports-negro--_JM,NA,NA,NA,NA,NA,#435070333,NA,NA,NA
1990, Audifonos Motorola Verve Loop Bluetooth Hd ,145,NA,10,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-428444510-audifonos-motorola-verve-loop-bluetooth-hd-_JM,NA,NA,NA,NA,NA,#428444510,VerveLoop,Motorola,NA
1991," Auriculares Bluetooth, Kissral Wireless Sport Earbud 8 Ho ",204,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-434104695-auriculares-bluetooth-kissral-wireless-sport-earbud-8-ho-_JM,NA,NA,NA,NA,NA,#434104695,NA,Kissral,NA
1992," Audifono AirPods Apple Mmef2be/a, Bluetooth, Audio Y Voz De ",920,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-433074953-audifono-airpods-apple-mmef2bea-bluetooth-audio-y-voz-de-_JM,NA,NA,NA,NA,NA,#433074953,AirPods,Apple,NA
1993, Audifonos Bluetooth Samsung Level U Pro Handsfree Gold ,260,NA,0,900,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-433106510-audifonos-bluetooth-samsung-level-u-pro-handsfree-gold-_JM,NA,NA,NA,NA,NA,#433106510,No aplica,Samsung,NA
1994," Auriculares Sin Hilos, Enacfire E18 Última Bluetooth 5.0 ",315,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433377311-auriculares-sin-hilos-enacfire-e18-ultima-bluetooth-50-_JM,NA,NA,NA,NA,NA,#433377311,NA,ENACFIRE,NA
1995, Audifonos Bluetooth Jbl T110bt Inalambrico Micro Negro Local ,159,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GJLEATHER,https://articulo.mercadolibre.com.pe/MPE-434387265-audifonos-bluetooth-jbl-t110bt-inalambrico-micro-negro-local-_JM,NA,NA,NA,NA,NA,#434387265,T110BT,JBL,NA
1996, Audifono Bluetooth Philips Shq6500 Deportivo Sony Motorola ,139,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MESJ2012,https://articulo.mercadolibre.com.pe/MPE-433016062-audifono-bluetooth-philips-shq6500-deportivo-sony-motorola-_JM,NA,NA,NA,NA,NA,#433016062,NA,NA,NA
