search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
1517, Afeitadora Braun Multi Groomer Recargable Mg5050 Lavable ,3499,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/CLIMAX+TIENDAONLINE,https://articulo.mercadolibre.com.ar/MLA-790863636-afeitadora-braun-multi-groomer-recargable-mg5050-lavable-_JM,10,2,1,0,0,#790863636,Braun,Multi Groomer,MG5050,NA,NA,Corriente directa,Planos,NA
1518, Afeitadora Cabezal Flotante Recarga Usb Obelisco Microcentro ,549,NA,0,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SAPHIRUS+CENTRO,https://articulo.mercadolibre.com.ar/MLA-785357283-afeitadora-cabezal-flotante-recarga-usb-obelisco-microcentro-_JM,NA,NA,NA,NA,NA,#785357283,Nanzhong,AFEITADORA SIN CABLE,NZ-203,NA,NA,USB DC 5V 1AMP,Ergónomicos,NA
1519, Afeitadora Gsh 900 Track System Con Cortapatillas Gama Italy ,2699,NA,0,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ESTETICA_Y_BELLEZA,https://articulo.mercadolibre.com.ar/MLA-775178970-afeitadora-gsh-900-track-system-con-cortapatillas-gama-italy-_JM,NA,NA,NA,NA,NA,#775178970,GA.MA,AFEITADORA ELECTRICA,GSH 900 TRACK SYSTEM,NA,HASTA 70 MINUTOS DE USO CONTÍNUO,Batería,Giratorios,177 g
1520, Afeitadora Braun 3000bt Corta Bello Barba 3en1 Seco O Humedo ,4498,NA,0,1,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LLEEVALO,https://articulo.mercadolibre.com.ar/MLA-795278803-afeitadora-braun-3000bt-corta-bello-barba-3en1-seco-o-humedo-_JM,NA,NA,NA,NA,NA,#795278803,Braun,serie 3,3000BT,NA,NA,220v,Giratorios,NA
1521, Gama Afeitadora Gsh 900 ,2100,NA,0,NA,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,5,https://perfil.mercadolibre.com.ar/ANIKASHOP,https://articulo.mercadolibre.com.ar/MLA-716824620-gama-afeitadora-gsh-900-_JM,2,2,1,0,0,#716824620,GA.MA Italy,NA,GSH 900,NA,70 s,NA,NA,177 g
1522, Cortabarba Multigroom Philips Mg3730 Recargable Lavable ,2390,NA,1,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/REGALOSALVEAR,https://articulo.mercadolibre.com.ar/MLA-720944146-cortabarba-multigroom-philips-mg3730-recargable-lavable-_JM,NA,NA,NA,NA,NA,#720944146,Philips,NA,MG3730,MG3730,60m,NA,NA,0 g
1523, Cortabarba Philips Bt7201/15 Con Sistema De Aspiración. ,3536,NA,3,47,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/SOUND-GROUP,https://articulo.mercadolibre.com.ar/MLA-734106934-cortabarba-philips-bt720115-con-sistema-de-aspiracion-_JM,29,12,3,2,1,#734106934,Philips,BeardTrimmer Series 7000,BT7201/15,BT7201/15,60,NA,NA,NA
1524, Afeitadora Gama Gsh Master Recargable Inalambrica Patilla ,1129,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/INCOPAR+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-741711644-afeitadora-gama-gsh-master-recargable-inalambrica-patilla-_JM,NA,NA,NA,NA,NA,#741711644,GA.MA Italy,GSH,Master,NA,50 MINUTOS,Batería,Giratorios,1 kg
1525, Cortabarba Multigroom Philips Mg5730 Cuerpo Rostro Soundgrou ,3536,NA,12,7,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/SOUND-GROUP,https://articulo.mercadolibre.com.ar/MLA-762570983-cortabarba-multigroom-philips-mg5730-cuerpo-rostro-soundgrou-_JM,29,12,3,2,1,#762570983,Philips,Series 5000,MG5730,BT7201/15,80,NA,NA,NA
1526, Cortabarba Remington Mb4130 Titanio Beard Boss Profesional ,1985,NA,0,1000,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TARGUTEC,https://articulo.mercadolibre.com.ar/MLA-764995430-cortabarba-remington-mb4130-titanio-beard-boss-profesional-_JM,NA,NA,NA,NA,NA,#764995430,Remington,Titanio,MB4130,NA,50 Minutos de autonomia,Batería,NA,NA
1527, Recortador De Barba Philips Oneblade Qp2510/10 ,1700,NA,0,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,240,https://perfil.mercadolibre.com.ar/FARMACIASUIZA,https://articulo.mercadolibre.com.ar/MLA-785340164-recortador-de-barba-philips-oneblade-qp251010-_JM,172,49,12,3,4,#785340164,Philips,OneBlade,QP2510/10,NA,NA,Batería,Removibles,NA
1528, Afeitadora Braun 310s Inalambrica Recargable Led Corta Barba ,3999,NA,0,10,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/INGETEC,https://articulo.mercadolibre.com.ar/MLA-790637985-afeitadora-braun-310s-inalambrica-recargable-led-corta-barba-_JM,22,1,3,0,0,#790637985,Braun,Series 3,310S,NA,NA,220V,Giratorios,NA
1529, Philips Norelco Haga Clic En & Estilo Con Modelador De Barba ,3553,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798924136-philips-norelco-haga-clic-en-estilo-con-modelador-de-barba-_JM,NA,NA,NA,NA,NA,#798924136,Philips Norelco,NA,S740/80,NA,NA,NA,NA,NA
1530, Afeitadora Eléctrico De Las Mujeres Philips Satinshave Prest ,3908,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-799266970-afeitadora-electrico-de-las-mujeres-philips-satinshave-prest-_JM,NA,NA,NA,NA,NA,#799266970,Philips Norelco,NA,BRL170/50,NA,NA,NA,NA,NA
1531," Máquinas De Afeitar Rotativas, Philips Norelco Máquina D.. ",6698,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-698306855-maquinas-de-afeitar-rotativas-philips-norelco-maquina-d-_JM,NA,NA,NA,NA,NA,#698306855,Philips,Norelco,NA,AT830/41,NA,NA,NA,NA
1532, Máquinas De Afeitar Rotativasphilips Norelco Máquina De A.. ,11712,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-701266878-maquinas-de-afeitar-rotativasphilips-norelco-maquina-de-a-_JM,NA,NA,NA,NA,NA,#701266878,Philips,Series 8000,8900,NA,NA,NA,NA,NA
1533," Rasuradora Eléctrica P/dama, Útil, C/carga Duradera, Moderna ",791,946,0,20,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BANGBANGAR,https://articulo.mercadolibre.com.ar/MLA-794441161-rasuradora-electrica-pdama-util-ccarga-duradera-moderna-_JM,NA,NA,NA,NA,NA,#794441161,NA,NA,NA,NA,NA,NA,NA,0.129 kg
1534, Afeitadoras Eléctrico Para Hombres Máquina De Afeitar Para E ,2133,NA,0,NA,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/JCTAGAR,https://articulo.mercadolibre.com.ar/MLA-796196718-afeitadoras-electrico-para-hombres-maquina-de-afeitar-para-e-_JM,NA,NA,NA,NA,NA,#796196718,Best Choice,NA,MR2565800,NA,NA,NA,NA,NA
1535, 4 En 1 Eléctrico Mujeres Dama Máquina De Afeitar De Navaja R ,2499,NA,0,38,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-798165918-4-en-1-electrico-mujeres-dama-maquina-de-afeitar-de-navaja-r-_JM,NA,NA,NA,NA,NA,#798165918,Agent-Walker,NA,NA,NA,NA,NA,NA,NA
1536, Cortabarba Philips Bt9280/32 Con Guía Laser ,3599,NA,0,21,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TC+SHOP,https://articulo.mercadolibre.com.ar/MLA-643752582-cortabarba-philips-bt928032-con-guia-laser-_JM,NA,NA,NA,NA,NA,#643752582,Philips,BeardTrimmer Series 9000,BT9280/32,BT9280/32,NA,NA,Planos,NA
1537, Corta Barba Philips Multigroom Mg7715/15 11en1 ,3419,NA,0,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MASTRONARDIHOGARSRL,https://articulo.mercadolibre.com.ar/MLA-800394591-corta-barba-philips-multigroom-mg771515-11en1-_JM,NA,NA,NA,NA,NA,#800394591,Philips,Series 7000,MG7715/15,MG7715/15,120,Corriente directa,NA,NA
1538, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,2679,3399,36,25,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,20,https://perfil.mercadolibre.com.ar/PRONTO+TEC,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=3xTygLP9cQEugxEzY73fnBQC9n3Oke11KxWhI3kxuoyhCac%2F7ISSybk1WXK3xmQEGZ52YnmJUr0xuy5MsTDqwj7I8wdWKrr4XDr%2FzSxzOCyo9Bf9lF3HicGqrNbaJYPyXcnb9b4KyfizqhNpIj2TogZJLYrb8ng3Fqh3jyiv0x9e6wXGNCRFZHF4XkhyWjWikWcdMTQiDUPN8B%2FegfHMK9MQ5VM1ti7mGC%2BLTYXrhDJEiRKLxtWwDpFN2pq8XmCJfIowX0BlGggp7L7ZRppCQbIEuqH2daFBQx%2BaglAiEEwr3CD%2Bgj3v6WGzW9WjUIIqiOd5GZBPkjYoBLH%2Br7Uzsx2YcM2tRphdGXIfVpgOKCPBLtc9tJNOvOtxjvnpkfBfni4PNmLzVZqb8cR3A0G19SiAJt811sp5tFMCbLn2ZBsVjw5kRoYWdFRZy2pLMqX2b0tDqn9zbZg3ZLCUXZSZYytZxIMGPFYjdTi5sIwQjUlhxUpzbV%2BQteM%2BNG7eP2dUJj4fih0Au%2BHgtg%2BQMMpIbvsY2%2FlXIK6HEtGKH7o2bqpTgreE0dDzu5YpUbDiDaNFoRrGxD8zFM674N51U912SffZFPkyWXCjnse0zphLk7cFpDRonIENLqQw1BiSF5Fy5W0bCsFe8aGvSWMbkwY6nuAdx02Q%2FgMOYZvhv2CgBndw5kmha%2FxKDRVJIM2oAPPVuWaMbZnU98h5MiQn7cZ2vLxRX8YIUCA1KVLnrWv8tqzJxCobuc2IYhbCSyiSFWCEvHXWpAxuZCaUZKTDjdzL%2F2XKnQPbbuiXSITPcxQUU4r2D89bZO9Xiw0csy%2BVmYETbPhctLV3FtStCp49ofYGS687PkFoGX6wXJD9L26O60OPXIa0W4%2F0RXjhB6caIqbzDHbyNJwvKMYq3muEZBSjlApl7TofzYwXan8pwK%2BzRK8He1T7ahDeCiZQaw2ttLPdmS3WuhFldsT4qBMBJtRgn%2FRvoREx8CTqUl0nphTLkQ5xx5Dr66A5tuFxkdgqDnnra84vBksSM8OwYWzk%2BdvZfMM04V2vwG%2F%2B8Jt9rjvSBR9UDdASkg20UbM2k5HdVR0VFpQsGBynfDDywkmDl%2BsyPvZIOh0DhWh0jUZzbGxqT8iIdE7UVuxZNwItuYcD2ehdCa6tT4JOQ2volKSjYUVUMzrumufkMY3kGino00H8V2ms0B3Ds5VyN73Tj2zv0uPyq964ZnPQvMfT6ZJ%2FfEVQMJWOuVckdOBfuYv%2B35q0Wfw%2BDgNLxmWgSPZb6QYHh8VOqhIoHKz7q%2BHbGZZgXPXpCHbhnfO7LN%2BfZezdp%2B2cqfcu0VgFKSOOdCy%2BOB5y9%2BMOX9SmLQjL3s8TMVpp38O4N2m9h%2B2UBM3O7ykNSwYCHYFFUNu6nqwn7lPybhtcXncbCnBoNE3i9c8IB%2FdwOWPdA9mwZNq%2FfD1raKRo0eXO5zjTp%2Bl10TQzue6%2F3uFyeAoEqgjnPOJ0NXZv1BnVTHRwM%2BryOcOt%2F2CkaOxvihJpm22RuYaPE%2FTcZLxchVG%2BRgM4TktbO2POvJ25DsDl1gmQlXxcdducO9yBVYv4OQFEhl2a42GtfWIfjTwGB5tNaEsRLyGN3nPOeND6qs3gYIPeeh3Kb5ezliGtQ0CADECo%2B7vs%2FlS3xYS35qEBEqUkMl7xGY66l2u%2BWh8SSKXeXd5XUVFcqBgYuXieKx5uFCzzHDz1OO%2Bk%2BdSBm0A64uyaX6M%2BcirA5z0kGSotbcttkC1NSaM3wmN5lARWKkfy%2FJluuqaNmlWAGxSWpHvm4mpuRLf0vfN5RNi1bUkQRCWPzj7gzkIUX2USXLUKmZLGZtOs8IU%3D,14,5,0,1,0,#621384608,Braun,Multigroomer,MG5050,NA,30 Min,Batería,NA,436 g
1539, Kemei Afeitadoras Eléctrico Solo Hoja Recargable Usb ,1450,NA,0,999,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/TOPDEALSAR,https://articulo.mercadolibre.com.ar/MLA-802663238-kemei-afeitadoras-electrico-solo-hoja-recargable-usb-_JM,NA,NA,NA,NA,NA,#802663238,NA,NA,NA,NA,NA,NA,NA,NA
1540, Afeitadora Electrica Gama Recargable Gsh1000 Cortabarba ,3990,NA,144,99,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/MULTIRRUBRO,https://articulo.mercadolibre.com.ar/MLA-622647932-afeitadora-electrica-gama-recargable-gsh1000-cortabarba-_JM,19,5,6,1,2,#622647932,GA.MA Italy,Digital Multi Gsh1000,GSH 1000,NA,Funciona con 1 pila AA,NA,NA,173 g
1541, Afeitadora Electrica Recargable Philips S7310/12 En Cuotas ,7289,NA,3,15,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,135,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-687009264-afeitadora-electrica-recargable-philips-s731012-en-cuotas-_JM,88,32,11,2,2,#687009264,Philips,Series 7000,S7310/12,S7310/12,45,220V,Planos,NA
1542, Afeitadora Inalambrica Gama Master + Cortadora De Pelo Gm562 ,2199,NA,0,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDARAMONA+BAIRES,https://articulo.mercadolibre.com.ar/MLA-729864484-afeitadora-inalambrica-gama-master-cortadora-de-pelo-gm562-_JM,NA,NA,NA,NA,NA,#729864484,GA.MA Italy,Inalambrica,GSH 855 Master,NA,50 m,Batería,NA,NA
1543, Afeitadora Pritech Rsm-1363 ,15074,NA,0,100,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/AMSTERDAM_IMPORTADOR_DIRECTO,https://articulo.mercadolibre.com.ar/MLA-740629077-afeitadora-pritech-rsm-1363-_JM,NA,NA,NA,NA,NA,#740629077,Pritech,NA,RSM-1363,NA,NA,NA,NA,NA
1544, Afeitadora Electrica Recargable Lavable Winco W812 Once ,2111,NA,9,1,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,5,https://perfil.mercadolibre.com.ar/PERFUMERIASAILEN,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=SSY%2F5DhEGTgI%2BALCA6dRvv0yEPZWINCBFgPLGwtOMnSUF%2F9q5twyUGTsb5hWZ%2F3uN%2FVHzYm6Duswbo5ADPCKQFd5B%2Fjqg1LKnjfn59D04LLL632FvYOYFmOBuazTzCfqPBBXlt9aLskEw8esrupYDTqqTcctEN4us2szYVQMNbGhM9kkSiGuuIsHVORlRfcBunJ7xdSQIqewsJfBv3e7ctsPsu8CPBTvl0UWsdWchgw%2B29IwEHtgRq%2FI1VC7C7ljXGWcKWQaYXSz8P6dbDz8lz52KeSuSAST7aBTusgtH2sBXKkTI4J8FqgZroRgFf7xjgu215xcuaRJLjIeBDIj9Mni0rBKQPvliSTp%2FpckNhhDQWY%2FLHm%2FM9pDTvfmvK0WqDFRac3waVEg%2BM7bkUJqltrgJpyK6ZTT7jSXEfPpeEMAdW7%2FMdJCQdw3KQwLPf963AUuaNqUEp09JBkuJqtozo0cjyh%2Fpusl8%2BpjUZiQD3uo9Cev6kFrgQmULuvZnkXJMM5YtfEaeZYhV%2BojprqhUzZSnRTmGpH%2BpH0U58PRxc8Q%2FZSSJugp%2B2eaFtV%2Fh1c2lKI7EhvN3BilDfhN4jh9zzYvzmeVG%2FZqe6M%2F98eX5zOjhvhu3So4i7%2BQ6r%2By%2Fi5MTqhcM5XnFR4bkdApymAZjHoAhnM0xgXQRSY3Ylelw2hVUFygqw4HTCxbshfVkSFn0uRBM3VQz7FvAnQRq%2BhTOQ1rpa8LKeB0hv2JzB6VnInGAiARsxIScVAmp7EViXtJUYqWTT6CwZbxDfS6BPRqRw4U2ZeWrx3ywUpGmQg3aYfY%2BivVQVHzYQPEGOpqvSkLnpI6uKXQjaKqfjf8jNxoU2SRCfdp4oHtUURoixZnd%2BTWapUMSEf8Bxvr6lAiobYa6zP50o1VAvrz7rcJNwE3IoPGmJcqWYkcbkp5X0uc6JqfdgnfJK03gJ0IXIX%2BvRCeo77ac9gMmehoAaGINtztbr6jdKf0Gdf7htHiQxjU2cvmUH05qd81sCFtF2iZZT%2BwQWFYrYCCBochkE3YTfF0HHiAWtt%2BSDhyU6bj5gLaOZ5anFgjI68aIo23%2B0XNyPaiLkvdKPvrcfeSP8mEf6LwLhxVQEyFEO519ekIrwNggcY1%2BXJJHZ3v1kgfzCUqJ1OAl95rbH9od8%2Bp3FyBnoG1wrxQoNRM5Fs4uuZiLSA%2FwI6Bb%2FJtsBhtNqs3x1IGIZwQhMHCaAmXVXfHmGutKY%2BjtkxGe%2FN42vm5Xp3aa3m0WZPqYkGQQxrz3yWjtnlspuMYp8dWioOVaAPHWprm59zA8tpIJZdT8sAKRTha%2FKYZCh8g%2FmIf4E80gix6dS%2FDGsGKEXSN4q23X5sTiWpAw8jq6h9vYRG6b31rXl0ATNaFVT2a6%2FtDfAPJvk%2BYwC9Rq5c9NEin3PxpSidbiEk%2FSnMVbgLMkSWyfER6ubo5qttvMCF%2FCwmtcwk%2Bpgapn6Z8%2Bko6LoecZ598OY9bwdVW6W4%2F9iqc5nMP%2FrecdZfkL9WLlUR4lVi4Wi%2FNFBv2u2M9YGYg%2BTBjoS3weT9dSiayR9Xy9m736%2BssP5eNq8YaP2wsXhnWVS%2FDbAX3jahpy1te9dx1rt9Wmo6rCW4MNL3Pdd2aH3LoeL%2BZwSYESl%2BJW%2FVm57j5G5Ztj9tsgLy6I%2FUn5XN5tfHjVs7cvyCVh6TH1MXJDOaVqIsWqQYMHHD5dwCE8b95MLI4x1HjVwXErlD2QZnpZzJTjho4LE8d%2FDIQEUj1yRh5XjSsU8xCH%2FcD%2BaqxC6A1ZQOpE2cSxcl6Z7z8u%2BmiRwwtE4xzuPX%2BZRts3ZnaCb06oKs%3D,2,2,1,0,0,#753922782,GA.MA Italy,Afeitadora,GSH 900,NA,70,220,NA,177 g
1545, Cortacabello Remington Hc-335 ,1629,NA,0,4,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/BARBA+GAMES,https://articulo.mercadolibre.com.ar/MLA-746827268-afeitadora-electrica-recargable-lavable-winco-w812-once-_JM,13,5,3,0,2,#746827268,Winco,Afeitadora,W-812,NA,NA,Batería y corriente directa,Giratorios,NA
1546, Afeitadora Rotativa Remington Pr1330 Power Flex Vello Facial ,999,NA,0,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NAXTERHOGAR,https://articulo.mercadolibre.com.ar/MLA-766464257-cortacabello-remington-hc-335-_JM,NA,NA,NA,NA,NA,#766464257,Remington,NA,HC335,NA,40 minutos,NA,NA,NA
1547, Afeitadora Recargable Gsh 900 Gama C/ 3 Cabezales Giratorios ,1870,NA,0,999,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/ITPROUSER,https://articulo.mercadolibre.com.ar/MLA-767957614-afeitadora-rotativa-remington-pr1330-power-flex-vello-facial-_JM,0,1,0,0,0,#767957614,Remington,PowerSeries,PR1330,NA,2,Pilas,NA,NA
1548, Afeitadora Inalambrica Philips S1310/02 Uso En Seco ,3899,NA,0,99,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-773419564-afeitadora-recargable-gsh-900-gama-c-3-cabezales-giratorios-_JM,NA,NA,NA,NA,NA,#773419564,GA.MA,GAMA ITALY PROFESSIONAL,GSH 900,NA,70 MINUTOS,Batería,NA,320 g
1549, Afeitadora Cortabarba Philips Oneblade Qp2521 ,3499,NA,0,25,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,57,https://perfil.mercadolibre.com.ar/24STORE,https://articulo.mercadolibre.com.ar/MLA-776768087-afeitadora-inalambrica-philips-s131002-uso-en-seco-_JM,34,16,5,2,0,#776768087,Philips,Shaver Series,S1310/02,NA,35 m,Batería,NA,2 kg
1550, Afeitadora Cortadora Gama Gsh910 Inalambrica Sumergible Agua ,3699,NA,31,27,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,219,https://perfil.mercadolibre.com.ar/LHCONFORT,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cyNJ1cAfBfp6LPhp4WQ4mk3WdLStPWqEPHmd9Ss%2FH1PM72w%2FhN0r3e4PWx%2FhsnJZ6y68itP49BQ3LK4MZeEZxX27NCa9VX16Nx4PLph7jhvVhFg9%2Bl0SdR33r2xN5iEza3EgU%2FrG6xONPmKD1yam6njRtEiRZCjOASIC05zbIogIagxYXHs7cQ0Lu33wYkhVXdb6A8wdejmg7ZaIEKVwaenlB257TGiOLM9bPvt5duLWU%2FZUTO1SFvxKq9QpKDiucQf9P%2B6vgJ%2BUGLONu1BxwkL3NUbsVYMP8lnj9lpGyFJ%2F3ab%2F7PClpKHsVoNPBOeem9iZ7mFOhqPZ3MYF08WtdD16%2FwKg7GizeaDJ%2ByleeUqb%2B%2FnyXMivOYqohxtSffH7iZ%2FnQT%2Bp8BqqXgzSjaYT9tjmCPOWVBgyyvsoRqaKwHWjslt8qxpLrUqySloZHHGwaQNBmSXu0AY%2BF%2B8%2BsM7m9OPyaRhM%2Fwv0c34HZWc1wl6vV8VGNS8FfAjo0ssDT74YV601Y1uEOVaoD%2BNE6e6sWirGNg7hOM10lBUOnnPpkLlKpAMePXvkU1fDNwJaZT68uuKC2sZyNFqzh1CuU5KfouIrg9FkHk6TU92%2BRG9D6bezlWkhXLeRoVFl1IsIqebe4DWMOIjX9uF%2BYyV7159CC%2BJ81mA8d1yNvoNw%2Fvkvwb1ee5QDSlFzaTQ%2F8oUcf3n8Kldyum8OBUpfxczCtEdAc8dyLj3lVvOYCp6G7pba7M0MfZYWnyCRhLbPxX7bHhJJj5aFnJwoYnjUsusmYRuvNsnxDoXo9v%2BdTUWqqlu1HJXoMbwoNnwoNdUaIkttmzYw6306ag3PEQAt9PChZRjXvfAVdUFNCP0el%2Bg5cXYifBlKeCTA3nnGhxp%2ByUSXl6USpImn9gaDh2JLwwFdHx9lgJHX3UOFEDv%2F9BcbJhFmg%2FjQz4mgxRmzGtfb4s9PY568jw86cstN20CcTfntW1rSqMlemX8HKC8%2FE4ZGeTz8IJbe166SC0dVgZmM%2BnsmTqmP45CnLxvJwsxe7SL7EYYfhH6jOdwJeD7InD0FNTJcUnXn5N66YWYXIDG7ktTlSiHewZI41xWdlmspF2F6Qt3oA7yWzTBnGgRSc02mPVbuAdm3JuN%2BM6POW05ciw2tMIEAPKTjjhBrCmLukLsji4Q5yTBOaD9%2FjglyeX5iP8zSUa84cpqu4LTWCIbryWXyLtgkD5jc5UeSecal%2FvzjksN4m1i9ZXUbE20204lsVDYZ4q%2BYapYd4soZ6BBn0l5o%2B%2B9OlByOmFyokipHY9AYHS9Z6A6pCw6Mp1L8Av0E2tcKXXH9UZwZHpXM53rS5bq21HB1wna27TGex1D3cBqJq%2B3oR8rsFC0nkmycdfHN7q3OK%2BvGElQGVrczDXnuOC4KN3Io6RJe4zGkd%2BwCwNaddZQR6E7Awy1BWO%2BQimH6aMTQIeXB8jtfYBKY6txpHO8B2vAq0LWcv5OnbpHb8Mpk5dX3pv3dB4sWWBIUexSGHoDhMh2OYsVV1aYJL%2Bdxqaf5gkbFPPpz1YffRLLpUGsFPOYgL5LBRaAcAeINvTrTpFtxYRpNNchpvMUxgKtwFlArWosiSaQZv677QyV1OPj6B5%2BChfnNF0utORn%2FriSb2%2FhNJjuGf0UC4LVpSzrJm0hUFfSVhrk7kl%2FNmbRTwe%2Bq%2FL6FW97Rgzh%2FlItD8YIaEHSYkUNk4P3QY9lDNyYLne%2FhkG%2FZXmYPfEvAExKRXu1%2FkRSiIX%2BxosYE7fB8Ognm7TQc0eP2eVq60zLWIoGGuq9lDv0DZmSNIZc%2BtFbhHFNtvZref7mS3HsUa4%2BhJ6mLrE7FWWuW,145,57,13,0,3,#724136912,Philips,AquaTouch,S5070/02,S5070/02,40min,Batería,Giratorios,NA
1551, Afeitadora Eléctrica Philips Aquatouch S1030/04 Diver ,2199,NA,0,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/GERLI+HOGAR,https://articulo.mercadolibre.com.ar/MLA-783567136-afeitadora-cortabarba-philips-oneblade-qp2521-_JM,675,159,43,9,13,#783567136,Philips,OneBlade,QP2521/10,QP2521/10,NA,Batería,NA,NA
