search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Modelo,Marca
174, Fundas Apple Silicona Case iPhone 5s 6 6s 7 8 Plus + Templdo ,59.8,NA,117,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,11,https://perfil.mercadolibre.com.co/TECNO.GADGETS.CO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=g0QvrK2pl%2BcHowRkyxbu9MjYbQiA0rytDR6cpH97P1T7A8OpAn%2B9XeEmQaGaIAjBkpvJ5JL0fxOuC60UF5xgqS7m%2BdgojeGIsfEGLiES50VjNdXrVLLX8e6da8D6qdrSLc47G6A02hatTwthOez8xRBsLdi8iETuZ9CxvD6MhJ5lZAt73dHCAMyTArxfLW%2BVj6Pzqd6%2B7KhUYxgyV7jV0wUxWV1vw3XqiXgOoSlYn27JHe0320M536xFyG6dDIE7%2BDb8DLkksgZpfnOIGcArOadKhUGFNIbP9Z%2B2sCfX4mUxMVEiuxxmHF8q6rldv7ylLOWpGTXeYiJ2%2Br5zhJlrSZu22Lhqp4Md8FOGD%2Fg%2BAJ%2Bmeb4BmxmO5o3Q8%2Fe%2F1jH3Hv9NHtK0ZycYu7ZBDBEqBOwcf5%2B4Z81biVkc92XPloRmQ5I9bjgJZR8GZrzsYlMreGyGuBDeXJ%2F7iRYd7PQBoTTbARauk9nAG7sR1D7Z51Dczy7gq8aULJEdpQ%2F44mTkyS%2B4DxA3slpru1tpFr4wgbDF9e1Q8QfmEPO1UrlUgpQQtKmIlNpfsdaknxLANABwxHXdQw8glLOvXFpz%2BDxeGDO1N%2FOupLOU872X9SeDqhNksgCdrA68Wr4GUsPwqT6AbhmBrsK1H0p0OGmX55eStctOMgodt2UPXjLyPn12p9SFn1TueF30wTXt98Po2IVFKWILh3%2BAdUH8Iy1NvHGd9ZZL%2FyJvLd5WExFW2pHhMozBVIdfHGEc8ldpH%2B%2FbIEt0rsnEvjuSJnoXPAJu%2BCq17e9Zonx884AcnIOELH48bhdAfE5gaGB%2F3eCAAEXRQTw3qn%2FMlE2%2FA%2FPJJThfR6QXoRbhf9QqvjUCShEgOkyz0zHkv4qYihSg0%2FF5YfcuxFAmhSsv4E7jhgXF00F2RjA4E2nAR%2Bbj3j2IAej3gT52Y72PkdfCCE%2FrRJ7GRj2y42vA3DLUpqFab6cbBKERzJBhrFMdvHwcsv8eI354l%2FMULrDsYU39OMXUeSAzA7Xjkz29%2Bha2%2BCDQl%2F1G1iB47I1dwJrmBWy6ZDffbxPpMQWX1SFu7UNsaE99C%2Bay8Rr%2Fd%2FFrgmqfKh3YzfjCnx6SjnximWD%2FpotRKjYF5nai0%2BpAJ0PWEpLW0Iaq6vP8WarBP3HqS7LwtvrmmBDZmYfXAckIvQnMsLO43VtCOf3h1uMZHzRCmTiN5OFKH1EX8c3Ze310HKG0hWxXK7CYlbX0YLsJe8DOmVjK5DOe40OXefb%2FElTPGIdtked9n%2FPJ8f%2BycDcYs3JwWEt56085vT2I6Zbc8di0l2aXF9vMYRj4rQpR8mhwY6Zy3W2QaGwtYknOS9WSwH85gjZWYja8MU3pCl0zV4IWfcCgzobHqYOCrJ50L%2B5DwnzabussCN7Iz06dNXLYk%2BDbVRpcwpbvK7WtwVibdjEZcdFsBk8ErBW9J6O7eECIRmREst2A2jMVMUHHx%2B27jeNucJChHLUN%2B3JWjt45Z0wfyUDKlacH7hjzi6CK%2FFQTRuHyG4EcPBoiB4XkVXrdU3teDTFN%2Bl%2FdWyH9zCI6F1Pc8jhE4hY55ZGfe%2BCjhnYfHyeyd%2Ffbye%2BqvgD21Cn9BggnN2CtC99qIk0gksosVu1gmzTQleR6Z0iptVrWy6M%3D,9,2,0,0,0,#455553083,NA,NA,NA
175," Funda Para iPhone 8 Plus, Para iPhone 7 Plus Clear Black ",65.65,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AJ.ONLINE,https://articulo.mercadolibre.com.co/MCO-490239019-funda-para-iphone-8-plus-para-iphone-7-plus-clear-black-_JM,NA,NA,NA,NA,NA,#490239019,NA,NA,NA
176," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Funda Protectora D ",68.99,NA,0,12,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ENCUENTRALO.COM,https://articulo.mercadolibre.com.co/MCO-520365062-funda-iphone-8-plus-funda-iphone-7-plus-funda-protectora-d-_JM,NA,NA,NA,NA,NA,#520365062,NA,5962850950,Anuck
177, Naruto Kakashi Funda Temática Para iPhone 7 Plus 8 Plus 5... ,76.999,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-488478195-naruto-kakashi-funda-tematica-para-iphone-7-plus-8-plus-5-_JM,NA,NA,NA,NA,NA,#488478195,NA,NA,phpkim88
178, Apple iPhone 7 Plus 8 Plus Spigen Rugged Armor Carcasa Funda ,103,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GREYBAQUEROLEZCANO,https://articulo.mercadolibre.com.co/MCO-451821888-apple-iphone-7-plus-8-plus-spigen-rugged-armor-carcasa-funda-_JM,NA,NA,NA,NA,NA,#451821888,iPhone,7 Plus 8 Plus,Spigen
179, Funda iPhone 8 Plus Funda iPhone 7 Plus Funda Delgada Tpu... ,61.999,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-483925141-funda-iphone-8-plus-funda-iphone-7-plus-funda-delgada-tpu-_JM,NA,NA,NA,NA,NA,#483925141,NA,NA,Ainope
180, Ullu Funda Para Teléfono Celular Para Iphone 7/8 Plus - Purp ,861.4,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-471747140-ullu-funda-para-telefono-celular-para-iphone-78-plus-purp-_JM,NA,NA,NA,NA,NA,#471747140,NA,NA,NA
181, Funda Tipo Cartera Para iPhone 7 PlusiPhone 8 Plus Diseno De ,93.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FULLBOX+TODOLOQUENECESITAS,https://articulo.mercadolibre.com.co/MCO-504062581-funda-tipo-cartera-para-iphone-7-plusiphone-8-plus-diseno-de-_JM,NA,NA,NA,NA,NA,#504062581,NA,NA,UnnFiko
182," Funda Iphone 8 Plus, Funda Iphone 7 Plus, Dauphin Bling ",82.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484088565-funda-iphone-8-plus-funda-iphone-7-plus-dauphin-bling-_JM,NA,NA,NA,NA,NA,#484088565,NA,DP0127,DAUPIN
183," Funda Para Clip De Cinturón Ranboo iPhone 7/8 Plus, Bolsa ",74.824,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SEKAI+EXPRESS,https://articulo.mercadolibre.com.co/MCO-472477965-funda-para-clip-de-cinturon-ranboo-iphone-78-plus-bolsa-_JM,NA,NA,NA,NA,NA,#472477965,NA,NA,NA
184," Funda Iphone 8 Plus, Funda Iphone 7 Plus, Funda De ",83.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-467000432-funda-iphone-8-plus-funda-iphone-7-plus-funda-de-_JM,NA,NA,NA,NA,NA,#467000432,NA,NA,NA
185, Funda Rígida Bape Para iPhone 6 6 Plus iPhone 7 iPhone 8 ... ,92.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-488480752-funda-rigida-bape-para-iphone-6-6-plus-iphone-7-iphone-8--_JM,NA,NA,NA,NA,NA,#488480752,NA,NA,TLCase
186, Apple iPhone 8 Plus Spigen Classic C1 Carcasa Funda Case ,187,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GREYBAQUEROLEZCANO,https://articulo.mercadolibre.com.co/MCO-498068051-apple-iphone-8-plus-spigen-classic-c1-carcasa-funda-case-_JM,NA,NA,NA,NA,NA,#498068051,iPhone,8 Plus,Spigen
187," iPhone 7 Plus Case, iPhone 8 Plus Case, Mc Fashion Funda De ",76.603,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SEKAI+EXPRESS,https://articulo.mercadolibre.com.co/MCO-482059567-iphone-7-plus-case-iphone-8-plus-case-mc-fashion-funda-de-_JM,NA,NA,NA,NA,NA,#482059567,NA,NA,NA
188, Funda A Prueba De Agua Para iPhone 7 8 Plus Dgtus Cubiert... ,92.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-486701540-funda-a-prueba-de-agua-para-iphone-7-8-plus-dgtus-cubiert-_JM,NA,NA,NA,NA,NA,#486701540,NA,NA,DGTUS
189, Funda iPhone 7 Plus Funda 8 Plus Cltpy Ultra Delgado Cuer... ,51.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-483915626-funda-iphone-7-plus-funda-8-plus-cltpy-ultra-delgado-cuer-_JM,NA,NA,NA,NA,NA,#483915626,NA,NA,CLTPY
190, Aisoar Funda iPhone 8 Plus 7 Plus Espejo Smart Clear View... ,81.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-489807253-aisoar-funda-iphone-8-plus-7-plus-espejo-smart-clear-view-_JM,NA,NA,NA,NA,NA,#489807253,NA,NA,AIsoar
191," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Clayco [serie Her ",112.955,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CARBONTECH,https://articulo.mercadolibre.com.co/MCO-484786771-funda-iphone-8-plus-funda-iphone-7-plus-clayco-serie-her-_JM,NA,NA,NA,NA,NA,#484786771,NA,CL-IPH8P-HRA-RG,Clayco
192," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Rígida Thara ",77.65,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AJ.ONLINE,https://articulo.mercadolibre.com.co/MCO-489287123-funda-iphone-7-plus-funda-iphone-8-plus-funda-rigida-thara-_JM,NA,NA,NA,NA,NA,#489287123,NA,NA,NA
193," iPhone 6/6s/7/8 plus X Funda, Ultra Delgado Magnético ",71.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-490871619-iphone-66s78plus-x-funda-ultra-delgado-magnetico-_JM,NA,NA,NA,NA,NA,#490871619,NA,NA,Haobuy
194, Funda De Silicona Para Mercedes Benz iPhone 8 Y 7 Plus ,243.9,NA,0,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GETTING.,https://articulo.mercadolibre.com.co/MCO-512583957-funda-de-silicona-para-mercedes-benz-iphone-8-y-7-plus-_JM,NA,NA,NA,NA,NA,#512583957,NA,NA,CG Mobile
195," Funda Under Armour Ua Protect Grip Para iPhone 8 Plus, Iphon ",183.4,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-475376964-funda-under-armour-ua-protect-grip-para-iphone-8-plus-iphon-_JM,NA,NA,NA,NA,NA,#475376964,iPhone,NA,NA
196, iPhone 7 Plus Funda Para iPhone 8 Plus Dibujos Animados C... ,92.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487907783-iphone-7-plus-funda-para-iphone-8-plus-dibujos-animados-c-_JM,NA,NA,NA,NA,NA,#487907783,NA,NA,IMIMI case
197, Funda Para Iphone 8 Plus & Iphone 7 Plus ,70.9,NA,0,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NIKOMAR2,https://articulo.mercadolibre.com.co/MCO-475348274-funda-para-iphone-8-plus-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#475348274,NA,NA,NA
198, Funda Y Carcasa Para iPhone 7 Plus Y iPhone 8 Plus Aduro ,90.55,NA,0,4,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SIMARO_CO,https://articulo.mercadolibre.com.co/MCO-468893584-funda-y-carcasa-para-iphone-7-plus-y-iphone-8-plus-aduro-_JM,NA,NA,NA,NA,NA,#468893584,NA,NA,NA
199, Funda iPhone 7 Plus Para Mujeres Funda iPhone 8 Plus Fund... ,76.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014852-funda-iphone-7-plus-para-mujeres-funda-iphone-8-plus-fund-_JM,NA,NA,NA,NA,NA,#484014852,NA,NA,Feelingjoy
200, Verylulu Funda Para iPhone 7 Plus Y iPhone 8 Plus 2017 Go... ,71.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484007502-verylulu-funda-para-iphone-7-plus-y-iphone-8-plus-2017-go-_JM,NA,NA,NA,NA,NA,#484007502,NA,NA,VERYLULU
201, Ullu Funda Para Teléfono Celular Para iPhone 8 Plus / 7 Plus ,819.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-471747402-ullu-funda-para-telefono-celular-para-iphone-8-plus-7-plus-_JM,NA,NA,NA,NA,NA,#471747402,NA,NA,NA
202, Funda Protectora Para iPhone 8 Plus Aoker Nueva Protecció... ,66.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014032-funda-protectora-para-iphone-8-plus-aoker-nueva-proteccio-_JM,NA,NA,NA,NA,NA,#484014032,NA,NA,AOKER
203," Funda Para iPhone 7 Plus iPhone 8 Plus Con Tarjetero, Ot One ",106.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AUNCLICKSTORE,https://articulo.mercadolibre.com.co/MCO-506569374-funda-para-iphone-7-plus-iphone-8-plus-con-tarjetero-ot-one-_JM,NA,NA,NA,NA,NA,#506569374,iPhone,NA,OT ONETOP
204," Funda iPhone 8 Plus, Idutou 3-en-1 Fundas Rígidas, Delgadas, ",104.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-485374451-funda-iphone-8-plus-idutou-3-en-1-fundas-rigidas-delgadas-_JM,NA,NA,NA,NA,NA,#485374451,NA,NA,idutou
205, iPhone 7 Plus Funda iPhone 8 Plus Para Mujeres Niñas Opre... ,86.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484006606-iphone-7-plus-funda-iphone-8-plus-para-mujeres-ninas-opre-_JM,NA,NA,NA,NA,NA,#484006606,NA,NA,Opretty
206," Funda iPhone 8 Plus, iPhone 7 Plus Funda, Aifeer Luxury Crys ",91.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-467915571-funda-iphone-8-plus-iphone-7-plus-funda-aifeer-luxury-crys-_JM,NA,NA,NA,NA,NA,#467915571,NA,NA,NA
207, Para Iphone8 Plus Funda Iphone7 Plus Protección Contra Ra... ,154.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-488474648-para-iphone8-plus-funda-iphone7-plus-proteccion-contra-ra-_JM,NA,NA,NA,NA,NA,#488474648,NA,NA,TAGCMC
208, Funda iPhone 7 Plus Para Niñas Funda iPhone 8 Plus Mujere... ,66.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487915047-funda-iphone-7-plus-para-ninas-funda-iphone-8-plus-mujere-_JM,NA,NA,NA,NA,NA,#487915047,NA,NA,GiiKa
209, Fundas Apple Silicona Case iPhone 5s 6 6s 7 8 Plus + Templdo ,59.8,NA,117,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,11,https://perfil.mercadolibre.com.co/TECNO.GADGETS.CO,https://articulo.mercadolibre.com.co/MCO-455553083-fundas-apple-silicona-case-iphone-5s-6-6s-7-8-plus-templdo-_JM,9,2,0,0,0,#455553083,NA,NA,NA
210," Funda Para Batería Para iPhone 7 Plus / 8 Plus, Cargador D ",64.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484006684-iphone-7-plus-funda-iphone-8-plus-para-ninas-brillo-perla-_JM,NA,NA,NA,NA,NA,#484006684,NA,NA,YeLoveHaw
211, Carcasa iPhone 7/8 Plus Transparente. Funda iPhone 7/8 Plus ,9.999,NA,6,95,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JSGO1,https://articulo.mercadolibre.com.co/MCO-487394220-carcasa-iphone-78-plus-transparente-funda-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#487394220,iPhone,NA,NA
212, Funda iPhone 7 8 Plus Bling Luxury Clear Thin Funda Prote... ,154.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-488474648-para-iphone8-plus-funda-iphone7-plus-proteccion-contra-ra-_JM,NA,NA,NA,NA,NA,#488474648,NA,NA,TAGCMC
213, iPhone 7 Plus Funda iPhone 8 Plus Para Niñas Brillo Perla... ,98098.098,NA,0,14,NA,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DISTRIBUYELO-2,https://articulo.mercadolibre.com.co/MCO-486625348-iphone-8-plus-funda-kiwitata-cinturon-de-transporte-estuche-_JM,NA,NA,NA,NA,NA,#486625348,NA,NA,kiwitatá
214, Carcasa Protector iPhone 8 Plus Cover Funda Estuche + Vidrio ,32.9,NA,0,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMPORTCALITIENDA,https://articulo.mercadolibre.com.co/MCO-468285346-carcasa-protector-iphone-8-plus-cover-funda-estuche-vidrio-_JM,NA,NA,NA,NA,NA,#468285346,iPhone,NA,NA
215, Spigen Liquid Crystal [2nd Generation] Funda Iphone 8 Plus / ,61.999,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-489827906-funda-iphone-7-8-plus-bling-luxury-clear-thin-funda-prote-_JM,NA,NA,NA,NA,NA,#489827906,NA,NA,CavenCase
216, iPhone 8 Plus Funda Kiwitatá Cinturón De Transporte Estuche ,98098.098,NA,0,14,NA,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DISTRIBUYELO-2,https://articulo.mercadolibre.com.co/MCO-486627487-ssmile-oxford-funda-para-iphone-7-plus-iphone-8-plus-galaxy-_JM,NA,NA,NA,NA,NA,#486627487,NA,NA,SMILES
217, Funda iPhone 8 Plus Jicuike Estampado Pintado Animal Lind... ,115.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-475050577-spigen-liquid-crystal-2nd-generation-funda-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#475050577,NA,NA,NA
218, Ssmile Oxford Funda Para iPhone 7 Plus iPhone 8 Plus Galaxy ,128.99,NA,0,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CONEXION_DE_ORO,https://articulo.mercadolibre.com.co/MCO-520831564-spigen-funda-de-coraza-resistente-segunda-generacion-_JM,NA,NA,NA,NA,NA,#520831564,NA,NA,Spigen
219, Carcasa Forro Funda Antishock iPhone 7 Plus Y 8 Plus ,24.9,NA,0,20,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TERATIENDA,https://articulo.mercadolibre.com.co/MCO-503593214-carcasa-forro-funda-antishock-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#503593214,NA,NA,NA
220, Funda iPhone 8 Plus Funda iPhone 7 Plus Funda Delgada De ... ,66.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-483925160-funda-iphone-8-plus-jicuike-estampado-pintado-animal-lind-_JM,NA,NA,NA,NA,NA,#483925160,NA,NA,JICUIKE
221, Forro Funda Anti Shock iPhone 7 Plus 8 Plus + Vidrio Templad ,34.9,NA,0,20,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TERATIENDA,https://articulo.mercadolibre.com.co/MCO-509764426-forro-funda-anti-shock-iphone-7-plus-8-plus-vidrio-templad-_JM,NA,NA,NA,NA,NA,#509764426,NA,NA,NA
222, Fundas Apple Silicona Case iPhone 5s 6 6s 7 8 Plus + Templdo ,59.8,NA,117,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,11,https://perfil.mercadolibre.com.co/TECNO.GADGETS.CO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=TrM79cBjXzDQai%2FgN9%2FA52qKwXn89zQ0trl2%2BUQEPX1aM2GpTGvwBPCqRgWP3ivHJTb30msao9d%2FYodD8D0ckTMDQb9HfP2QAwfdK4Zsb8jserlN8ajF72CsdnAh2kCK1YgTWv1MdPYzcXb68CjRRW208RereRfItYZkYAxbe7RrA9ceTrDHwltUc5U4D7Jt5XTcOJNpGhGdfwfGaPxRjdvYpcGmCXSwOKKE%2BcmD8sVCLjQlqBDgN39dWGKDQLcySdN%2F3AYsLwu%2F8nIwC3%2BzAGqenOJoj%2BZ5eQ08HBqTDG9rHXNXCaYkJmLXqK5Whiqk8YnlBRH5%2BUP2PfX%2FoUmkT%2FzpDnVFlbHoJWviWOXeKKUurH19lwvSavQOOcHyKct7e6MDeEZhqLa0aZ9L5QhZafkLiSitGmnbjVBJxJL8XS52jDRtKDjybZVcTAbTaLrtfQAr9F8G8lfrcPyFsZ0MJKUl1wFTe%2BufTrP3z3J9gda1MPen2ynOe4eWDyjePpDM9KoRLxIIacf8XGQek1N2fMJUvX9F7AG%2FrilXv2fsLjUFpqoU52KwMLU1MQlOMTvlFfcr3XOYAOx9Hrryy9%2B8EHoJ4YUazTgWbY8xVR2b2tvwxQOzIrEJL1fen8XkpuhQvsAhh%2Bx8Nc3p07GmKZrPgNNCFNROZ%2BGST%2BtjSlwK3FfAgSrmmc3Z2Qby9apWM5qc1L4tcY0v5DLgI9nZBsMetQys1vDIGqSa%2BKcaQWy4ga2CPSZK4Oj1EHWE7fzRv8bdny0WiAHA9Xom9vYrm3Ha3GkMWD1GEiLfKDGLmFpejFceaJLtvGAMGVd0hgkRLK%2FIZcHmsX6nN0kOXBarogmqe9jpDLpJmCNsz3ZQPic7J1c8Q3kadNARkXiZrR5jmEiagNUyn01ONZba3MVIGUMwA1%2BAVgdkR0wPtsgh0cKQ4BNbCbglEIJ73RviFl461ZuTb8wzWGJ4rtbYgx7ZnfRl9lsOU7tHDZBOx9MVD1tCZFbW3GkdonZJhC1DJbDmtY87aTnm7SdH3f78ISvhsOjjQ6UsHGXZMWc9E7FAVWrVpa4C6D70k9ddoWjtV5sthizklzJmwvSJswCl248rJePpiQMM1QnHdNaFnErxXSKQr%2BZ5mj2JcqckYOGgUfFA3OXeL0rMQ4bkwHMtiBaG6rcfMFUoejYICV0qmhyqK553Xso3Asi8EPBmdNvyfi3sdRwOuwdh0AAMZ2e%2Br9coLHaeu3TAp%2Ft82ilozjWJxguS5f%2BiQwSK%2BfqQNfMnHDBFXM4pSSeRLphMr21uz9MN4KOrX%2BG3E9VAYRczqzh%2BLPbZAOM3YBuwqxvAZ1UA%2BJtf6DYbJA1ww0JDwWTIbECjGpUSfHFveZW3gZL1fohMxgfjjqj8QvAoffgtqe38AZHNoxiu7jHafXeowlqIgQrtCFnFljI5Tu9Llkh412nLKoZyYmJgQl9q8D65Y0G%2Fi86BCFsPD%2FpgQptnAOJ2BRivc77uGHv8TkxYnoUino%2BhpHMV6ubd6kstITcIq7ppxFLrvJD0%2BSMC7wRR3VT%2FN33bYQzWF0aeBXQv2vO%2BeBK4Y0fqMdGX%2FGWidlsKTYGO%2FwfTyFqbROXpE05OPCcGNhFKjZeTCNScCxdZq9i2%2F5ddUdmfdEOK,9,2,0,0,0,#455553083,NA,NA,NA
223, Jaholan Funda iPhone 7 Plus Funda iPhone 8 Plus Divertido... ,56.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-483925168-funda-iphone-8-plus-funda-iphone-7-plus-funda-delgada-de--_JM,NA,NA,NA,NA,NA,#483925168,NA,NA,CLWHJ
