search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Potência de saída (RMS),Tipos de alto-falante,Quantidade de alto-falantes,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Conectores de entrada,Peso,Resposta mínima em frequência,Resposta máxima em frequência,Distorção,Voltagem,Largura,Profundidade,Altura,Cor
1693, Caixa De Som Bluetooth Boombox Portátil Resistente A Água Aurinco 10000mah ,219,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1874
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,105,https://perfil.mercadolivre.com.br/LILO+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=8aF6HaFYSVdT87MvHe0Q7M2cVLgWlWfzehxHxvuj%2BNkfr1WWRVVF%2BpIoMaEJ%2BAaoVmKEFLQx%2FjjoMY%2Fed4IL5dqKa2xfZGFTVWTBWs5jZl2z9l3rV8IVk2VQXhq9MVYJS3MeXkU8i8cB9ddGtlJWvJ9NPcPbHYD1HIOZBhUxV5etEam%2F0S61%2Fz%2FF%2F48dzWQ%2FFwIwi8vR60u3yt4dJq9jnQ2CnGOv76fuVAQJrSjJdCpUTjZeGO92vZPNxiEWQ%2FCHZ322FeDleZRyME1WLZDq%2FCrOjpD0VeULwdWTqbE7KCem0uvhIzOBskdnSopMcxN0FOW5cJHcA5GaaGBb%2Farp26dH5XfgpfkiLRE3GiSep%2FoNfvTX8m7waE4yNDKzE6tgBfILfPFiEwGk6eRcYw74gx0sRVPRptudYHwXFPb5GlLW4atfAZon98KJnRz67xKfvxJTUODSLf8f4AGmzFxgiFO6Yza30jeoXX%2Bt%2FUJiQ1YIgd4Kg329O9Zq14vUW3oGXIMbOJh4bigMtcy1xeFrZNvJGI8sgH8dYGvHZQbOf973fEhbQ63aD1zZPuY%2BKguuNeEms%2BoEZEa48PnPOUf1rIonFtJBTgEOR2QdakalpuGIUR3nqdhfDyKJ46MpjGggVij3jyTDcV3YlAsGGg2mBdeXJn%2Fykv24g0TA%2BIXEDUK34jA0AUMqB710bu9JTgQzXALoP6N1AhySLimdqYxfKDqlav%2BiCNLIZGvwyW%2BSlZj3jF0f2K5g9OMZwxYdjR5%2F4%2Fyn%2BeYxQPo%2Fln1HmqWIx6bAYPqIvVkcg0a74a8yuZyZc6GSSixzv3ByaFn767%2BIQdgZ%2F0ZvMm5k8HkSZF2kCkg7FLyiexzZ5652Pqfqy2eSYlhm2NSnJWSG6gCQwEWSwFy6CPTpjroWTDGrvAne%2BM8UNwazeYLcDRiNd8UtZ0uT%2FqlG7tY%2BtbS%2Bib61MsgMb6bpFat2DOKgy%2FWpA41ge34PxLKUmBuGYKmQLWcCAWzb5hxkfD%2BWdAEu5uyb%2BMW%2FIgDfaQ0iCMXrXq0pqRsGzW%2BlFXu%2B8YMHSqpuSehuGNG0ym8DFUenlR1caL9nsoYA40uUb9JEF3yKyb8lhwcPXoWAgvoT7cSJjDBsaWYRk30TVyY7MPB8gIejLxfNG%2FGPUFMhcXAQn3ZlQ9LK8Hqm8DYPJzVH%2F3ZM9iiGmZXa%2BZLPPEsinuwxjtZKo6cX7FsPIp4gdkqyBjD4KnMMv1dZNjCXLJJ5HiS%2B9a1PgyHs8nZuvGZbSQV90R7OUx8qkdIqz6fO1%2BCsLDWwTc3bxQkxNFATqBHEAg4lDxUR3uEZnvbTxRjDlTGH8cJntFcExqgletTcPNagLeypitTYUbwCLUj8ihEYT5fWz3ojIDDRnU5%2BuKltppGnVR4fCnqnzUfBK3rLdpysihYp3E97AaXdH12oJ8NUcCI7gyhUmHjpW9YMvo7WtevYlxHgm%2Bm3ZmcWGmDw2ZSDhuWLzvuLl1mE4ky9Hlmr6aNr4YCKmsS9VvpPicvP%2Fg%2B39d3sQYsur24120shOoK8ZlS%2BWgS8uHofnZ2hkcLMOCHrsNMHkDPmoDFOFIyuLlq3QmON5dt8I%2FQ7wYqR%2Bw23eWWVTiAOhQe2rX2dT4aP7h55MuMBJVqRyRG98yhLk5en1o5VEaesxlzUQnjWo%2Bmxb8XS%2BblgEC2T3xtG3yWeDR5HqijkP7lXfG5xZRpAT2tkJeBu7bU3fdUdQRTasBBbE8fl%2BpmiCDWmbVmmSFGI7gWp40kCT1iWqO%2FBwBmV%2FZ%2FEMK73BUo6tkYAm1cpvTpMHw8vUKeeAvh%2BGSY%2FesISe11a%2BM3C3DA5RmYWqOL7yr5KaKTTaJXXjyrsvIJVsnXT9HcI2ia5Tk7FUoA%2FoAa4XS8t%2BwEkEGLA%2FybvsRBEF5%2FxK3QPBKL211bDKg3E0rE65Nc4QvLGdHjJMpdWuYykiEIMa9sgHoEqay%2FF9W5RDqiFsvHQd47Rtyc88B1dSRaZXSSk%2Bv66430XtYpjvCl1%2FbWV85HmXOIO4DAjzgO8pg%2FckUeQQq%2B78hlZNw%3D%3D,67,19,5,8,6,#1302877925,Briwax,NA,FBX-106,40 W,"Woofer, Tweeter",NA,"Ativo, Woofer, Tweeter","Interior, portatil, externo, festas",Caixa,2.1,USB,2.4 kg,NA,NA,NA,NA,NA,NA,NA,NA
1694, Caixa Som Bluetooth Jbl Party Box 300 Original Nota Fiscal ,2599,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 21658
		
		 sem juros
		
	

	
		",58,NA,Entrega a combinar com o vendedor,NA,NA,4.8,39,https://perfil.mercadolivre.com.br/AUDIOSYSTEMBR.COM,https://produto.mercadolivre.com.br/MLB-1190896731-caixa-som-bluetooth-jbl-party-box-300-original-nota-fiscal-_JM#position=9&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,33,5,0,0,1,#1190896731,JBL,NA,PartyBox 300,120 W,CAIXA,NA,Woofer,chão móvel,Caixa,2,Entrada para Microfone,15.84 kg,NA,NA,NA,NA,69 cm,32 cm,31 cm,NA
1695, Caixa Caixinha Som Portátil Bluetooth Mp3 Pen Drive Fm 8w ,42,NA,"
			
				Novo
			
			
				
					 - 
				
				25
				vendidos
			
		",(75 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 794
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/R.A.PARTS,https://produto.mercadolivre.com.br/MLB-1125335557-caixa-caixinha-som-portatil-bluetooth-mp3-pen-drive-fm-8w-_JM#position=10&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1125335557,Importado,NA,A-706,20 W,NA,NA,NA,NA,Caixa,NA,USB,300 g,NA,NA,NA,110V/220V (Bivolt),NA,NA,NA,NA
1696, Vitrola Com Maleta Vinil Com Recorder Usb/aux 10w Multikids ,349,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2917
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VPSOM,https://produto.mercadolivre.com.br/MLB-1226873164-vitrola-com-maleta-vinil-com-recorder-usbaux-10w-multikids-_JM#position=11&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1226873164,Multilaser,NA,SP267,10 W,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,17 cm,40 cm,35 cm,Preto/Vermelho
1697, Caixa De Som À Prova D'água Bluetooth C/ Ventosa P/ Banheiro ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				16
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 622
		
		 sem juros
		
	

	
		",22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/APOLUM_INFO,https://produto.mercadolivre.com.br/MLB-1037729683-caixa-de-som-prova-dagua-bluetooth-c-ventosa-p-banheiro-_JM#position=12&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1037729683,Apolum,Caixa de Som Portátil,A-05,3 W,Mini tweeter,NA,Passivo,Qualquer superfície plana e lisa,Caixa,Estéreo,NA,NA,100 Hz,20 kHz,NA,NA,NA,NA,NA,NA
1698, Caixa De Som Speaker Google Home Mini Wi-fi Preto Original ,209,NA,"
			
				Novo
			
			
				
					 - 
				
				23
				vendidos
			
		",1,"
	
		
			
		
		12x 
		
			
				R$ 1998
		
		 sem juros
		
	

	
		",98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/MARIANAMORENONICOLIELO,https://produto.mercadolivre.com.br/MLB-1173930457-caixa-de-som-speaker-google-home-mini-wi-fi-preto-original-_JM#position=13&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1173930457,Google,NA,Home Mini,NA,NA,NA,Ativo,NA,NA,NA,NA,350 g,NA,NA,NA,NA,"3.86 """,NA,"3.86 """,NA
1699, Caixa Som Estéreo Sem Fio Sardine F1 Bluetooth Pc Celular ,224,NA,"
			
				Novo
			
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2145
		
		 sem juros
		
	

	
		",45,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,273,https://perfil.mercadolivre.com.br/EPIC+SHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=n05RM2F9NKvvlkXNrjr7rSO5AEkwVl1LQJ6iw4wi99k8maqECVm%2BOAwO9qwNZxs%2FG5HZZZYxAzb1o3nNgvSEcnVbElCXm84WaQd41WWgUqnrwuyfoyCzL1KWAzOXCjD46dtKl%2BVLDcvOOYWOtqw5ffsJpD7ouEfGu%2BB%2BF%2B04HVd0eDbB37D8bkfRyVLtrEdMJedXt2bBRhTzOQTAM9qm1ElgdVsy9GjTuQgSZZ8Fbe7MmFRx24xYn0YcwmHPGzi%2Bjw%2BYgeewFjC6XB7BGyWzN9XDdFIb99MbfwBNXQbUWxRXGid7lYFl9thDn7jv0C8QpFeF2s0yzBzDzO23KCwm8T4Plun5XBfkU5YxyyoBJOBzu3f05PCsr%2BaPG4BMDpbjDKoUIyI8NF8kNDCQ6%2FZn45oTwGxAzrpiC3p%2BO8erUV1CWg%2FvPyJ%2BRT0eJhpZukeIRJnUVdaqu6fBWf1JhbmHiqb3LLElPmS2LW9DZg8ieaoxoNevOMk9DFxU%2BRMD0dIpAaahxHJ55xc0MDzy64AKyJjTOhgEBINEvhtglTJzP7oTjdyLrJhuVNQWA4Mz4PRoySfhd4L%2BLIdcaA72LSjchnTjHwmpEmNure4SLxXZpd1EM4TUCPoT2FJgWPUq2XE1%2FoclqDvGSW2N%2Bn0TTvywAC7cMit1p%2F%2FivMayRbdVYYq%2BUGwdzgP4cgzlre5sykbOhvX1tRqPTNBxzM7CDev4kZeI8k4Dikf6n8LHXUJWK4xGoUwhAgK0419EOx2rnaNthDnzHuJdvQfnVpLSUQu7QOamgEoNm%2FBC7ENfHjTpljAwSWAczfEhNGNvMaPKu8Jn0eNZOinJvjNqy0Hhu6eLTGUV%2BRObuE6B6pYgq9HLcuVYDE8%2BafnYtLLqDIfQQffvKXrZZ%2FgxaAG9f1XqiAX5zGReKyDq507eUANfOBdrX5j9DSrhupKS%2F8W4z5Jfowd1lFMZ82imsX6of2pYrhSsZ4Wh2qa0s8Gtbr1ir%2FhlqglCST0tZKyXtzOqlt912TGpvbne6TN0G2jdWPVNbe1aLcMqbvQTVMKzBQZ%2BYSj%2BbqEdl4l6tol%2BWa%2BFkp8T7SSMzQOReybr5XQ8wZK4oX9u77ucXfhjTYoaedAhCzONUYoVNxpiyZyrZNmLb3e5beIRyLEBhS2%2BW60%2F7X9J2mUKcfMdjuDzSgH4xg9U42sYNiQ1bMYR4R3U7POYq%2FTGIWTngP2GKA5aaJN3qhhdkINkQcTxzssHkVR0qY2lSxT%2FZOuR3nR3%2FSMJYUVBeIjpByZeIrJrAFr6IsXhidcbHvg6sId82P9zf54mxScrtna2QdQ1ylmgvyy7OeZwlXVjxvgCC7AhYGyMYtDO74hrqQELCNncb6paCwQfYmNpd0Byxw21V0tGORcUNTrMYHIdRae9Zmzb3qi0%2FioEMNFtB7F%2FmEj2xzWCFuooOfug5MWEnOmtO1dEwJfaJ8vLiGVRK%2FXEcbBlcQMSU7Y%2BVwWtWOMGfrpq8ZYxBj94kIFrW6jtlvK0eEfT%2BRklKVRhO26AZo5v2J7DvmMGgJm2f%2F5x6h790MJCneY9VxNJUATPyhoLtIwxJ3hBciB28zQ%2B491f0T%2FEgpNyJiRSOXujBTGKWUP9IycueqyuFCJf0iiPO4Ag0A4YXvRnZsNSYAODiqU%2FJhzObVi8ACYaWQd5NGo5lPo1UzAif23ddvVR%2FiT1eyqa2OEW3M3tj1NbPJdOgnkjieTSZdelPST%2B1m5lBcgxUSlTM1YrAB%2FRFgBxpMrFIn6HbTTwDVksDpjxztl8kQ8i1Yaq%2Fs%2FnUpZORaoRMsIkUEchENXwMowW%2BbOI%2B1AnHcJv3o9OL73Iii9Rpfnu%2FHdX8CHwgKuLsqgtoL2DUNVDGpYjjM8VW5UsDZ0z7fQN4dpopM5%2BOxU76BP6V0DOj3N6WqkiIOT1ESd6Tr%2F%2Brhja2oMwwNnoDtSOkm87eOfZcO8crtld2Nn7kilJH1vTG24JBLRfQR7cR07Fsh%2FjeWDHJ4Iyn2sap%2F%2F9z6AqHurIq22wm1cy1SF6,227,29,11,2,3,#1225389706,JBL,NA,Wind,3 W,full range,NA,full range,"Bike, Motos ou ambientes",redondo,NA,NA,340 g,NA,NA,NA,NA,9 cm,4.2 cm,8 cm,NA
1700, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 622
		
		 sem juros
		
	

	
		",22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BARBOSAFR,https://produto.mercadolivre.com.br/MLB-1112812840-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM#position=15&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1112812840,WS-887,NA,MINI CAIXA BLUETOOTH,5 W,5 wats,NA,Ativo,"Celular, Caixa Auxiliar, Para Notebook, Uso Geral",Caixa,280hz ? 16khz,Auxiliar,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701, Kit 10 Caixa Som Suporte Celular Caixinha Musica Bluetooth ,339,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2994 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2832
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FP+VAREJOEATACADO,https://produto.mercadolivre.com.br/MLB-1276301776-kit-10-caixa-som-suporte-celular-caixinha-musica-bluetooth-_JM#position=16&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1276301776,Goldenultra,NA,HF-Q3,5 W,Mini tweeter,NA,Ativo/Passivo,Diversos,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702, Jbl Xtreme 2 Bluetooth Iptx Garantia Br Revenda Autorizada ,1186,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 9891
		
		 sem juros
		
	

	
		",91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1971,https://perfil.mercadolivre.com.br/GENERAL+ELETRO,https://produto.mercadolivre.com.br/MLB-1211514670-jbl-xtreme-2-bluetooth-iptx-garantia-br-revenda-autorizada-_JM#position=17&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,1262,346,188,69,106,#1211514670,JBL,NA,Xtreme,40 W,Woofer,1,Passivo,NA,Caixa,2.1,NA,2.393 kg,70 Hz,20 kHz,NA,NA,NA,NA,NA,NA
1703," Caixa Amplificada Frahm Mf 600 App - 150w Rms, Bluetooth ",799,NA,"
			
				Novo
			
			
				
					 - 
				
				21
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6666
		
		 sem juros
		
	

	
		",66,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/EMUSIC103,https://produto.mercadolivre.com.br/MLB-1034415219-caixa-amplificada-frahm-mf-600-app-150w-rms-bluetooth-_JM#position=18&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1034415219,Frahm,NA,MF 600 APP,150 W,Não se aplica,NA,Woofer,De piso,Caixa,NA,USB,9.44 kg,NA,NA,NA,NA,NA,NA,NA,NA
1704, Carcaça Externa Caixa Som Jbl Charge 3 (gg) Original - Preto ,99,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 825
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,377,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1179523255-carcaca-externa-caixa-som-jbl-charge-3-gg-original-preto-_JM#position=19&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,317,40,9,3,7,#1179523255,JBL,NA,Charge 3,NA,NA,NA,Passivo,NA,NA,NA,NA,NA,65 Hz,20 kHz,NA,NA,NA,NA,NA,NA
1705, Caixa De Som Bluetooth Á Prova D'água Banho Piscina - Preto ,230,NA,"
			
				Novo
			
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1917
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEL+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=P2s%2BnHbB0ODkrbd23Ta3Z0lnCCmehhgagpbov%2Bs0VWH5hLYh3HRA9rmwkmP6EH8b4L1xQRNkOLhpmRNXQqV89gx%2BqLH%2F3dgMaX2z6nabxIM%2BT673h7iqOVnC1LMKU%2F0ABEh8q1D88yFd9f2xVhKhnqBEkOZCO9g7Z7mViyS%2Bbo0LdPJ%2BsvYIrjCnggygG05BkYhiCo2jBam63cVF%2FrHLe1B%2FkuUSyFIZwER9eeT%2BkyJP1P7AkLhauFOMM51aySM0YgLWDRVro%2BqMeHgFx29IIHyd4AldKb2qmSakUWMQYDXhoCFYrghzM3i0EyC%2FiIRB5GDcU09946PhlBaxv2597wzWyRruPghiVrEmDsnrT%2FIz2pIg4UWWuhHrTDlWkLbJozx9%2FmpUFqs32IF01kTIbAn9udeqA0Sk2%2B9TwDi4ETuTFBta64bM8oJbFrvoZNk7DlGvsSpb%2FWMhpgoc77VRoagTrO5%2Fc1C2y%2FCGnffDrhkttfzW953XCVXvdg67z4SijQTObmi3xO6ObtS1yp2np9Q8uuz%2Bbav3n1XTPdxLbFgfw9SsUHJQac%2BZpfS64qDwJOAPBu%2Boi2Al1zQeagnMmqEn3kMnSp8vY%2FwIlQpCuLmzaXNw72Gfd%2FhIaq7fnjpCkRvaglYU%2BNPACWKuy7ucKhvoXsZ71%2BYURe8%2FzpS9j2NRQeFuj5TATzz9DZlFH8NFNynTgJQeMu2lQCG%2B0JKiWJfrGyBwvM54wz4ECu9oUC2XCiuzm6ebVJZnE94lPLku104hsoOrrGi5wy%2B70fRCPJMY1v3llARjM6LZvP25CWqvj9MrsazCgPv%2FPJfZRVLAyaKjoUE4WbzfxrLaakVn9QUE3G4g2L8TN2KpObEZwjZv6yYYP7%2FS2FR8eQzT2xH0%2FDNRHC%2Bqy3gDxtDBLTTarQs6K3Y7K918I4xjMosPlOGK1Q81me%2FWsBbqq7Tcv3yWepLKBoxLlP%2FJAMNqGaNh25fBCHFtvalNhDVVUDrfeqdHYlTsAJi57LfuGLDGlTz%2BTxGFizH6pCdHScdwcsx3Mpd2ado6t0nhC4QRwe6ydxodvnkzpM87YvckU01j5XGhdJw%2FPR7nU7nBNyhImoTAXWOMxvVjr1SZGc0JDvuiOxS7YnVnjFoM6QzhhPBbXLPHxECVO%2BUigNL1GBofs%2FTI9S6WVoUiiyYMF812rLRXSEuOPEHGCN8CxvORFO1nruWVvmDuScgHhC%2FKoMbmwaBOt37VmJBxV%2Bp52W724GKOxy9t%2FlcF0SLiLzpCcr4%2BQHwB5N4vWFdS2MnslwBb7DHNeWWX9onFfvRBhie8G9z%2FME8X6sARnFI%2BUNOpeE77U4%2B7zJG1AMNx0RauV2L9VYVFFS2ayhnXEsEqgV%2FkDtcFxtHv16UMGJgxGCkmiNxEnVoSy2%2FCEZ92u1hrc1A6lQcN3wZatyOia5GCLuhD6ipz4Hz%2Ba0PNSuZW2d9w4MRP2tgLQAfhCkImJ6HAwooN9LtB%2BEPc%2FOG2oRoaru4ixulXXeb2VRvrDKOPsETGkUmslYwD0hq82RKCG609e1Fes%2F4myHCu05kLy94M%2BoX6h3gTB5f9A0%2FFc0qHwg2JCaYdFxRWsA%2BBDgJdoa3B4Xn%2BRVE3ST8PfXEd3bSMVfm7pv1AWrV5zPu9LfU0zADaYZWKSHr2wKrJzyvhKzejdqPVw9AXOEsM0DFlDlYuQs%2F48KgeDRE9%2BLVTzFh7B%2B3qindiWDLfhLtprLp0NKwQHH1VY568bNWovKySAehBvWsW25gLgG6sy7raKL01PiCSpPCJeAmCo30EkdSoYtq%2F7yjgVrsWsI3rK0TkzThg5BcFwMBwB5P1zNFW6ZRrDU%2F4DBGLRsS6Wxvv9XY8gb0cDezN6CoLkJQPKx60AHDyhHMgsY%2BDiexwMCHd28pcPxtxoHrgWB1S2iAdVyzw3HKSFON2%2B%2FFXTSTMwVzWGGF7bMCRJwYKEjsIUyPnZite9bYPg9TfdaVU49QJDGVDUW5BlSUnLVdybNikYJP%2FNRWWfMFf8nbE%2B6z2BDz%2FoSSsnA%3D%3D,NA,NA,NA,NA,NA,#1303336546,H'maston,NA,x22s,40 W,NA,NA,NA,NA,NA,2.1,NA,824 g,NA,NA,NA,NA,NA,NA,NA,NA
1706, Caixa De Som Amplificada Bluetooth 500w Portátil Led 15 Tws ,716,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(27 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6848
		
		 sem juros
		
	

	
		",48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,183,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1187374614-caixa-de-som-amplificada-bluetooth-500w-portatil-led-15-tws-_JM#position=21&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,128,31,14,4,6,#1187374614,Amvox,NA,ACA 501 NEW X PRETO BIVOL,500 W,Woofer e Tweeter,NA,Ativo,De piso,Caixa,2.1,NA,13.1 kg,NA,NA,NA,110/220V (Bivolt),NA,NA,NA,Preto
1707, Caixa De Som Datrel 100w Ativa 8 Fm Usb Pendrive Bluetooth ,502,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4183
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,170,https://perfil.mercadolivre.com.br/ELETRNICACANA,https://produto.mercadolivre.com.br/MLB-1260640612-caixa-de-som-datrel-100w-ativa-8-fm-usb-pendrive-bluetooth-_JM#position=22&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,115,42,9,3,1,#1260640612,Datrel,NA,AT 8.100 bluetooth,100 W,Woofer,1,Woofer,"IGREJAS, IGREJA, EVENTO, SHOW, LAZER, CASA, QUINTAL, PEDESTAL, ARENA",Caixa,0,RCA,9 kg,20 Hz,20 kHz,NA,NA,40 cm,28 cm,28 cm,NA
1708, Mini Caixa Som Bluetooth Ventosa Prova Água 5 Cores Portátil ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(995 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 672
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1252702126-mini-caixa-som-bluetooth-ventosa-prova-agua-5-cores-portatil-_JM#position=23&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1252702126,RC,NA,BTS-06,3 W,Subwoofer,NA,Mini tweeter,"Paredes do Banheiro, Cozinha, Quarto",Redondo,Bluetooth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709, Caixa Multiuso Amplificada 100 Rms 12 Bluetooth Carrinho Pro ,499,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(997 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4158
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OBVIUS_ACOUSTIC_BOX,https://produto.mercadolivre.com.br/MLB-1258723093-caixa-multiuso-amplificada-100-rms-12-bluetooth-carrinho-pro-_JM#position=24&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,NA,NA,NA,NA,NA,#1258723093,Grasep,NA,D-BH3201,100 W,Woofer,NA,Woofer,NA,12,2,Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710, Caixa De Som Bluetooth Caveira Skull Crânio Usb Rádio Oferta ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				765
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,22,https://perfil.mercadolivre.com.br/FOURPIX,https://produto.mercadolivre.com.br/MLB-698867080-caixa-de-som-bluetooth-caveira-skull-crnio-usb-radio-oferta-_JM#position=25&type=item&tracking_id=fdc16717-2961-4608-af2b-c72f71a0e0c7,13,7,2,0,0,#698867080,Grasep,NA,D-Q6,5 W,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,1 %,NA,NA,NA,NA,NA
