search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Cor
1964, Speaker Jbl Go 2 Com Bluetooth/auxiliar Bateria De 730 Mah ,141,NA,2,1,12x,11.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1544,https://perfil.mercadolivre.com.br/IMPORTADOS+RENASCER,https://produto.mercadolivre.com.br/MLB-1284863583-speaker-jbl-go-2-com-bluetoothauxiliar-bateria-de-730-mah-_JM,1415,99,19,5,6,#1284863583,JBL,GO 2,3 W,Caixa bluetooth,Woofer,De piso,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,274 g,NA
1965, Caixinha Pequena De Som Festa A Prova D'agua Potente Mp3 ,38,NA,9,491,6x,7.13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/XVENDASNOWONLINE,https://produto.mercadolivre.com.br/MLB-1175098474-caixinha-pequena-de-som-festa-a-prova-dagua-potente-mp3-_JM,NA,NA,NA,NA,NA,#1175098474,Importado,Caixa,5 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1966, Rádio Megaphone Speaker Multifunções H8 Com Rádio Fm ,52,NA,12,8,10x,5.29,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STARVOX-AUDIOE-VIDEO-LTDA,https://produto.mercadolivre.com.br/MLB-962461723-radio-megaphone-speaker-multifuncoes-h8-com-radio-fm-_JM,NA,NA,NA,NA,NA,#962461723,Ufree,H8,25 W,5pol,5pol.,"Cintura, peito",Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967, Caixa De Som Acústica Frahm Ps12 200w Passiva ,823,NA,2,799,12x,68.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINE+PANCAD%C3%83O,https://produto.mercadolivre.com.br/MLB-1099229444-caixa-de-som-acustica-frahm-ps12-200w-passiva-_JM,NA,NA,NA,NA,NA,#1099229444,Frahm,Caixa Acústica Passiva Frahm Ps12 + Frete Gratis,200 W,NA,Passivo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 kg,NA
1968, Caixa De Som Eclapower Portatil 180w Rms 8 Pol Mic Sem Fio ,1749,NA,2,6,12x,145.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,109,https://perfil.mercadolivre.com.br/STOCKCARNET,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=2vqEsPUr1tP%2FX5efiWb0nEzA5a6ggc0X7%2F8t0eAx8OYIcVdgexfhu6xYQz7XiYKpMj0PKoUcxsc8OFiOH4voJ7q7gh%2BwZJuYIIFXvANI0dAwFt%2BaeOjMFjSRREjeHXFy7s3HIZk8n4kFo5%2BT%2F098HUqRWyI9xQZLASfsTZG%2FlNAQS0lwe8N8qYBOnZjW77iVm31glwDnD8S%2FU3ahSWjMXHt2WxRRIx0TY%2FxzksE1EPSjrCBp54vt85lT1hFNgb%2BSculFNW0PYs5lMRGc5yqNPCJOa7ygZeaNaU3BaoHoBzPEG1ZCsOLJEg94FDDOB1%2F1%2B2fEAruVtWgnDUSW7RciRlrQ7af68GexjlEPBRiBWjbvCHzW8rHRG3M3WbPuZXwfnQDYIzgjBXF8NBnT3eKfx8Rnu6eQV40JwWX0cWPcVJSbsUbMyA8wRTqbbiY%2FDMeLsWF4JtMJ4H8y5x83yraJHMESmijl3MMk8OS015bLPwcJcCfX8crK5yXEMULTBYkrkOHkEujPtAFB0tGrmhO7Vq6dwLtTnp7QGfBd7MQeJd1ONKH4yF0Y37fYcEtNVfmDwKK2SYY614ryYGeOiHH2O%2F26%2BzcDwqt7%2Fuz9NmubLXIbEB57Uf86j1yFOa%2BAJlnPOX%2BoUQjX77jMVIwU4C01rK8uKhbtppKnBqw9YSsAAQ4YHbNGRiD5gNNAIEjRK50XSPZmvR5iSQxFh7g9Hn0x3jRFY%2BdcDj7e1k754BnEU6wLxMXbvj8oARpulRzX5HRq30%2BWvhp4nF6DnUg7FiRm3eV9vgK6QzjcOUKkIOyBI8X8D08IuakWtV0pX8m2smKWVRRd3zdRf9IXimaIDKTHx50HJisyZfcu6jeNDIbfa57s%2FCk%2FMfBbMNqWIV2AstHmAjtAYBZATpPtbrHgarfEEjwj%2B%2Bpt6TZDdjTlhon%2FtF%2B03wGDN2lQhEtdq5EPawM%2BOFhBFLIIYfAkfuWiWsfK495K8vmcNLWZdVbC9sc2s0Im3DUbFMhwuyejHvakoXGLMF454LkJYRfmJaG%2BvIcc6SqW22DE3Ibv4RkV5q4bV1fhhGFmJMsNHEGqxWzNu7yB1eGhm5vNpYMyWxBHcZTJbeV0PGfQP7%2FKuWxPWWctX2l1V%2B5EovK%2BADUKlNLMT1pI46NqcVHCQxfSpmWRxED4xZTwHS%2FrinZXQUgwDHpDOXPsx23dqVcU1QjyKyRVB2n2l6r1LN7tdKijuFwJrCLeyau8zltiYVzO7ECp%2F%2BiTrVoJSBpKMYjpaBibg5r8VG8bE6o5q2zdfBcE7TWvcoQn5Bba0353rwHXnwkLEfXwGjBNJETnBepAai5aBubbilgA3%2B4RYJVV0xyqKMzWAYShrgSAqtGIG8kCS6XlGB7qStfnuaebjHsKlbljr3oBZSnjsuQTZ7ZPzD6178B470RROcPIa0uplOKDWKnFF7x0NNQ1mKsAD2QNLewSPaYg9fsN%2BNqWvYH50lrEbicNBz47ZT2CCGVUnzsUZ00TPVIvpWZHqEXba%2BKrtkCzEZAUMrfEM1JVIjzlZGar3Uox1xLfOO9KkeI%2FHrxVCGCHCOEZRQYyW68Q70eNTjKNS6sIy3qpqciLFEbXS8hWpg4sc8f2g%2F%2Fi2Cbud9cqvqqwiYLEbpr1oDKfsCBc7rvbW7H%2BmcudJbZqFZKWpxmNz2Q0h7La0X5IpjU28X1rD%2FXgG0TSgVOwGALjwePDvbdWGEGVM1nuWU0Z2vyyl4hc58s4NYkA%2FQinxM36r15UifMIiw%2Fc0mAz5giMfTevjFHVQ0DYlLAUlRencVK7pt2wvCVm0iu%2FvE4NOxMAz39XlFNtUp%2Fba1mtwwsHG5vFtjy7KfVDSh1aIbYA1zM%2FxQ4oySaC7GzSBYVOxiHPxy%2F4rK18M%2FCm%2FnPP9D9SEi7s,95,5,2,3,4,#1069498708,JBL,Boombox,60 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
1969, Caixa Som Portátil 25w Bluetooth Mp3 Usb Microfone Potente ,189,NA,5,45,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,163,https://perfil.mercadolivre.com.br/MERCADO.ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1227122996-caixa-som-portatil-25w-bluetooth-mp3-usb-microfone-potente-_JM,113,26,14,6,4,#1227122996,Briwax,FBX-103,25 W,Super tweeter,Ativo,"BAR, CASA, LOJAS",portátil,5.1,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,2.4 kg,NA
1970, Caixa Som Port Amplificada Bluetooth 290w Microfone Sem Fio ,539,NA,3,3,12x,44.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,180,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1205878218-caixa-som-port-amplificada-bluetooth-290w-microfone-sem-fio-_JM,137,29,10,1,3,#1205878218,Amvox/Knup,ACA292 NEW X/KPM0005 PRETO BIVOL,290 W,Subwoofer e Tweeter,Ativo,De piso,Caixa,2.1,NA,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,8.18 kg,Preto
1971, Mini Caixa Som Bluetooth Wireless Mp3 Fm Sd Usb iPhone Spea ,35,NA,20,90,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/PANDA+LIGHT,https://produto.mercadolivre.com.br/MLB-875616136-mini-caixa-som-bluetooth-wireless-mp3-fm-sd-usb-iphone-spea-_JM,1,1,0,0,0,#875616136,WS,887,1 W,x,x,x,Caixa,5.1,NA,NA,NA,5V,NA,NA,NA,NA,NA,NA,NA,NA
1972, Caixa Som Subwoofer 2.1 Pc Bluetooth Usb Home Theater 50w ,219,NA,27,5,12x,21.03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,2.5,2,https://perfil.mercadolivre.com.br/FAST.FACIL,https://produto.mercadolivre.com.br/MLB-1196240343-caixa-som-subwoofer-21-pc-bluetooth-usb-home-theater-50w-_JM,0,0,1,1,0,#1196240343,Briwax,KFX-1775,50 W,Super tweeter,Woofer,"De piso, De Mesa",Caixa,2.1,NA,NA,NA,NA,NA,USB,NA,15 cm,9 cm,7.5 cm,NA,NA
1973, Caixa Som Multiuso Mf800 Bluetooth Ios Controle Remoto Frahm ,1249,NA,3,6,12x,104.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SUPER+SONORA,https://produto.mercadolivre.com.br/MLB-761916305-caixa-som-multiuso-mf800-bluetooth-ios-controle-remoto-frahm-_JM,NA,NA,NA,NA,NA,#761916305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974, Caixa De Som Amplificada Led Bluetooth Mp3 Sd Microfone Sp25 ,1799,NA,NA,5,12x,171.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,109,https://perfil.mercadolivre.com.br/STOCKCARNET,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=KBYD7eqkJR6%2FJzlsGQkUjWVptZghCQ%2BywU3GCXq0namyBgdQs9WI7wBbaK8zt0XOndknR9nYo4VhBFWv%2FcFe5%2BtJsLjPLWHfS6WUAxsvUPJhKF0lwBMoE4AUWmwel3IWrCah9L6tBnj9K54kexGUTLFjcKvC10FSRWaTf1I9EMVw3W6rWZIgagh5LO%2B1ag%2FNqDV9oOliAkiBePHy5kmTrgUKnmNz34AYQUjzilGWJOuopBgGqysKapCkDE8VHStDlBJFpZHryHjCZ1Bsg%2BqVqO5bFLT4ehX9AxEVU2ACYnZTbA%2BBTRuCfpOVesysuhWZ9%2BWtKAJDGyGlcW5KAhmrVIXaawzSwA3uMBnc0RxY9iITN6QGZjLprsLvR8cvRFliWUb5fjtTi7C0z8wvrkts9n%2FU4mrw%2FzM%2BiV1sc4wCWzi9GnfPhJYAPqWtEoDKrN9mVeYD0xF7JWBVg6xbjSwoLe%2Bxc3oa5P4tRPf%2Fei9QdkXMgdeRDwceOf1Ev%2FLZ%2BX6cPs%2F2M5lb0PUe54yvBnlf7JiLnxmo3URjmGplVvjOruUUwuQykcO28tGQVNBDOtDvV%2FgMs6EeieULOhKbvOxo962%2F%2FEXEqPIIBXC4f3vmAw8nqlwF82hkIOcKs0S%2B6LgfpAMJR5%2BUiOEV7gcKvDfOKAJNi4AkTXOr5G%2F6CwCYPYQUytEuP6hFa4yVm4oi2ncuzKbFpy7d67gqdCcr3ovjS2KyDAwdeP8K2AfzGFA20cSu6MiXX7nWOoGy8GI51B3rmqGqwZ9VYkCXirvZIfe4uEdWm0QN6gJzICYJEHrIFTJH1373awQdRyWmGMDdgS6PxBoiU%2FRtZI4l1hIM1fakFVEg%2FvqJAh%2F5v1C2tzhXGMjnPTeuB1W%2F4AazS9lcjF6ETcgMAzS%2Bv%2FLxQfZeErFA2XvDuucFbrVrmS2B9IT8FsiuAL1ZjButgKuRixqbWRkRkPzvlhhecKg6928ElSeLsC7VymLIdzehwbP3Ygfj3NiHbEhLp3QYWuC8Z3p%2B1WK7plqqnmI71M%2FZnLwH8EG15rvnXjKcaXc6hSyp4CcKaD8QEQCmaoUxJOLcMKxptaJ2RwBFjO%2B2CbCf77XJK0o7F1qjRcL89%2FrCEpozdMHBCdBHGkf2ajpavvTf09KuU5Qp2Fv4LXvig59WxKrGLtRq0doAnzXKbcZeOu%2Fx8c%2BrzkOUJM%2FdU4JhaliyVWbNXYmvdg%2BTa0ZVwgBV4xBo1XttwDmcOumnsXGmQAYTYJhRXQP%2BVYNZ0yzhOhm0BFtgnmxhUdTNbjpsiIpfw17LO6o00KesQx4VHGz3EwlJb4%2F3Y9N4cSITvbOVszSAcqgFWlYa9qpE6QJ1KnMXa6JY0tiWGoNlbX0joUT4CAeoDWZas6hXwDrrYGGdWeoHgXpCSz4zWkwdT%2B1Vv6mP5SQ2rzc27hm%2FkmfuzFNlERLnV%2Bgc7Vwtplxw8E%2FIP3C4PBjoYtFhOBZLKmSPWTWropcqexs9nJNCcwSfKqp%2FWJ40u3t3ZHWrViRFfSCHp1pFgvHkppsASYwesKWnQHEXd6xx4HkmF4wNmoc0mPesI7cTLD12GWEmaINB5Tcb4FHG%2FI6O2t6kDruZqnSYN162kT%2FUQGwGy0%2FAvMiQvXCj9ZZFqogYIL67KfY8WB%2BDd8%2Bx9aBoIDM0%2BwFT4okSn5brMPC4Rh2fiXqoHxX3AyKG0mlTbEMF7Ae0vXaCmEKud6%2F6J73Ub2Q%2BC06khO6ak1vduIw9ByeE9DqsjWti9%2FWnUlA0shqFwef7Gd0XV19gX3eLwKNwhzy1AlbT%2Fbx%2FgHy9H%2BaEcu9sMl2VHUtS38NC4kPz0Wf8GipcIKRlEa2vpwJV2YO0a8C2d6LA6AwTMDgY%2FxP7VO2UeC%2FD%2BnR22aMaTSPgJEVdiEUIPkjOOLIKDa9sIg%3D%3D,95,5,2,3,4,#1069519155,JBL,Boombox,60 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
1975, Caixa Amplificada Lenoxx Com 280 Watts E Bluetooth / Ca 340 ,369,NA,2,6,12x,35.32,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1142680412-caixa-amplificada-lenoxx-com-280-watts-e-bluetooth-ca-340-_JM,NA,NA,NA,NA,NA,#1142680412,Lenoxx,NA,280 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,33 cm,NA,51 cm,NA,NA
1976, Caixa Som Bluetooth Multimidia Portatil Fm Sd Usb Aux Mic Dj ,59,NA,11,8,10x,5.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IMPORTADOS_WL,https://produto.mercadolivre.com.br/MLB-1188689753-caixa-som-bluetooth-multimidia-portatil-fm-sd-usb-aux-mic-dj-_JM,NA,NA,NA,NA,NA,#1188689753,Exbom,CS-M437BT,10 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81 kg,NA
1977, Caixa Som Port Amplificada Bluetooth 290w Microfone Sem Fio ,539,NA,2,3,12x,44.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,180,https://perfil.mercadolivre.com.br/JDCOMERCIALRA,https://produto.mercadolivre.com.br/MLB-1205877944-caixa-som-port-amplificada-bluetooth-290w-microfone-sem-fio-_JM,137,29,10,1,3,#1205877944,Amvox/Knup,ACA292 NEW X/KPM0005 PRETO BIVOL,290 W,Subwoofer e Tweeter,Ativo,De piso,Caixa,2.1,NA,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,8.18 kg,Preto
1978, Rádio Portátil Karaoke Meu Primeiro Gradiente Bluetooth ,369,NA,2,89,12x,30.75,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1194369467-radio-portatil-karaoke-meu-primeiro-gradiente-bluetooth-_JM,NA,NA,NA,NA,NA,#1194369467,Gradiente,GMP104,1.2 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810 g,NA
1979, Caixa De Som Portátil Philips Bt50 Com Bluetooth - Vermelho ,139,NA,4,7,12x,11.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MUNDOELETRONICOMAGAZINE,https://produto.mercadolivre.com.br/MLB-957602561-caixa-de-som-portatil-philips-bt50-com-bluetooth-vermelho-_JM,NA,NA,NA,NA,NA,#957602561,Philips,BT50GX/78,2 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,175 g,NA
1980, Caixa De Som Bluetooth Canhão Portátil Bass Mp3 Grasep D-p4 ,179,NA,7,93,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,71,https://perfil.mercadolivre.com.br/ACMN.VENDAS,https://produto.mercadolivre.com.br/MLB-1073939700-caixa-de-som-bluetooth-canho-portatil-bass-mp3-grasep-d-p4-_JM,44,15,8,1,3,#1073939700,Grasep,D-P4,30 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173 g,NA
1981, Caixa Som Ambiente Jbl Selenium C621 100w C621b Par Branco ,799,NA,2,24,12x,66.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOP+PRATICO,https://produto.mercadolivre.com.br/MLB-1089151148-caixa-som-ambiente-jbl-selenium-c621-100w-c621b-par-branco-_JM,NA,NA,NA,NA,NA,#1089151148,JBL,C-621,50 W,NA,NA,NA,Caixa,NA,20 kHz,85 Hz,Ambientare,NA,1,NA,90 dB,NA,NA,NA,NA,Branco
1982, Caixa De Som Bluetooth Caveira Skull Crânio Usb Rádio Cartão ,49,NA,18,4,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/CLASSIC+VENDAS,https://produto.mercadolivre.com.br/MLB-1249142115-caixa-de-som-bluetooth-caveira-skull-crnio-usb-radio-carto-_JM,2,0,0,0,0,#1249142115,Grasep,D-Q6,5 W,NA,Subwoofer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983," Caixa De Som Com Bluetooth,pen Drive,cartão De M E Microfone ",179,NA,6,4,12x,14.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/PEAN5313256,https://produto.mercadolivre.com.br/MLB-1182229737-caixa-de-som-com-bluetoothpen-drivecarto-de-m-e-microfone-_JM,0,1,0,0,0,#1182229737,Grasep,DP-2,25 W,Woofer,Ativo,CAIXA DE SOM,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173 g,NA
1984, Caixa Som Portatil 10w Bluetooth Mp3 Rádio Fm Usb Sd 1725 ,52,NA,6,4,10x,5.30,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REDSKYELETRNICO,https://produto.mercadolivre.com.br/MLB-1203546260-caixa-som-portatil-10w-bluetooth-mp3-radio-fm-usb-sd-1725-_JM,NA,NA,NA,NA,NA,#1203546260,Importado,1725,10 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985, Caixa Som Portátil Amplificada 20w Bluetooth Mic Usb Fm A708 ,119,NA,4,19,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,103,https://perfil.mercadolivre.com.br/B3+BRINQUEDOS,https://produto.mercadolivre.com.br/MLB-1060246772-caixa-som-portatil-amplificada-20w-bluetooth-mic-usb-fm-a708-_JM,55,31,13,0,4,#1060246772,Altomex,A-7088,20 W,NA,Woofer,De piso,Caixa,NA,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,400 g,NA
1986, Caixa Som Bluetooth Amplificada 150w Led Bateria 2 Microfone ,365,NA,2,11,12x,34.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,42,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1237441171-caixa-som-bluetooth-amplificada-150w-led-bateria-2-microfone-_JM,27,7,4,3,1,#1237441171,Amvox/Knup,ACA 768/KP-M0001 PRETO,150 W,Subwoofer e Tweeter,Ativo,De mesa,Caixa,2.1,NA,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,5.34 kg,Preto
1987, Caixa Som Amplificada Portatil Bluetooth Mp3 Usb Sd Fm 20w ,120,NA,5,4,12x,10.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-941255229-caixa-som-amplificada-portatil-bluetooth-mp3-usb-sd-fm-20w-_JM,1,0,0,0,0,#941255229,Yes,RD-39,16 W,NA,Ativo,NA,Caixa,NA,150 kHz,18 kHz,Reader Speaker,NA,2,Entrada para Microfone,NA,NA,NA,NA,NA,Preto
1988, Caixa Amplificadora 150w Rms Bluetooth + Microfone Sem Fio ,649,NA,3,1,12x,62.03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GY+ILUMINA%C3%87%C3%83O,https://produto.mercadolivre.com.br/MLB-1166674603-caixa-amplificadora-150w-rms-bluetooth-microfone-sem-fio-_JM,NA,NA,NA,NA,NA,#1166674603,Multilaser,SP259,150 W,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,6.7 kg,NA
1989, Caixa De Som Bluetooth Com Controle Remoto Etiger 250et 12w ,125,NA,NA,122,12x,10.45,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TELSOM_SP,https://produto.mercadolivre.com.br/MLB-1084270713-caixa-de-som-bluetooth-com-controle-remoto-etiger-250et-12w-_JM,NA,NA,NA,NA,NA,#1084270713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990, Caixa Som Super Bass Bluetooth Tomate 40w Tv Pc Ios Android ,199,NA,3,9985,12x,16.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VENDAS+L.COM,https://produto.mercadolivre.com.br/MLB-1162791798-caixa-som-super-bass-bluetooth-tomate-40w-tv-pc-ios-android-_JM,NA,NA,NA,NA,NA,#1162791798,Tomate,MTS-2000,40 W,NA,NA,NA,Torre,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,Preto
1991, Caixa Som Bluetooth Ativa Passiva 1000w Rms Mp3 Fm Usb Led ,1261,NA,1,2,12x,105.09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1188284240-caixa-som-bluetooth-ativa-passiva-1000w-rms-mp3-fm-usb-led-_JM,NA,NA,NA,NA,NA,#1188284240,Amvox,ACA 1010 TWIN PRETO BIVOL,1000 W,Subwoofer e Tweeter,Ativo/Passivo,"De piso, De mesa",Caixa,2.1,NA,NA,NA,110/220V (Bivolt),NA,Entrada para Microfone,NA,NA,NA,NA,27.5 kg,Preto
1992, Caixa De Som Amplificada Sumay C/ 2 Microfones + Brinde ,819,NA,2,10,12x,78.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,72,https://perfil.mercadolivre.com.br/SANBOX-SHOP,https://produto.mercadolivre.com.br/MLB-1237564860-caixa-de-som-amplificada-sumay-c-2-microfones-brinde-_JM,53,10,6,1,2,#1237564860,Sumay,Thunder Black,400 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,11.2 kg,NA
1993, Caixa De Som Multilaser 100w Rms 4 Pol. Bluetooth Sp302 ,349,NA,2,1,12x,29.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPEX.,https://produto.mercadolivre.com.br/MLB-1201280897-caixa-de-som-multilaser-100w-rms-4-pol-bluetooth-sp302-_JM,NA,NA,NA,NA,NA,#1201280897,Multilaser,SP302,100 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,Paris
1994, Auto Falante Caixa De Som Jbl Charge 3 - Original Novo- Leia ,229,NA,22,1,12x,21.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2375,https://perfil.mercadolivre.com.br/PRODUTOS+PREMIUM,https://produto.mercadolivre.com.br/MLB-1148618285-auto-falante-caixa-de-som-jbl-charge-3-original-novo-leia-_JM,1764,336,136,51,88,#1148618285,JBL,Charge 3,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995, Caixa De Som Amplificada Titan Sumay Bateria Recarregavel ,1119,NA,44,4,12x,93.31,NA,Entrega a combinar com o vendedor,NA,NA,4.7,9,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-959118080-caixa-de-som-amplificada-titan-sumay-bateria-recarregavel-_JM,6,3,0,0,0,#959118080,Sumay,SM-CAP15T,600 W,Tweeter,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,11.2 kg,NA
1996, Caixa Som Portátil Bluetooth Amplificada Usb Sd Fm Microfone ,259,NA,152,99,12x,21.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/RPGROUPBRASIL,https://produto.mercadolivre.com.br/MLB-1110910904-caixa-som-portatil-bluetooth-amplificada-usb-sd-fm-microfone-_JM,2,0,1,0,0,#1110910904,Roadstar,RS750,30 W,voz,Passivo,todos lugares,Caixa,5.1,NA,NA,RS750,Bivolt,3,USB,NA,NA,NA,NA,NA,NA
1997, Caixa Som Amplificada Bluetooth Recarregável Led Mp3 Bateria ,346,NA,12,11,12x,28.84,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,42,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-1079736529-caixa-som-amplificada-bluetooth-recarregavel-led-mp3-bateria-_JM,27,7,4,3,1,#1079736529,AMVOX,ACA 768 PRETO BIVOL,150 W,Subwoofer e Tweeter,Ativo,De mesa,Caixa,2.1,NA,NA,NA,(Bivolt),2,Entrada para Microfone,NA,NA,NA,NA,4800 kg,Preto
