search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato,Modelo alfanumérico
832, Audifonos Jbl T450 Bluetooth Pure Bass Wireless Harman ,159,NA,0,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434875056-audifonos-jbl-t450-bluetooth-pure-bass-wireless-harman-_JM#position=41&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#434875056,JBL,NA,T450,NA,NA
833, Audífonos Huawei Honor Xsport Bluetooth 4.1 Original Stock ,179,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,5,http://perfil.mercadolibre.com.pe/REDMOVILPERU,https://articulo.mercadolibre.com.pe/MPE-433073787-audifonos-huawei-honor-xsport-bluetooth-41-original-stock-_JM#position=42&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,5,0,0,0,0,#433073787,Huawei,Honor Series,Xsport,In-ear,AM61
834, Audifonos Bluetooth Sport ,55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NOSSONTEC,https://articulo.mercadolibre.com.pe/MPE-435547498-audifonos-bluetooth-sport-_JM#position=43&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#435547498,NA,NA,NA,NA,NA
835, Bluetooth 4.1 Receptor Recargable Audifono Hands Free Carro ,25,NA,1,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DATADATOS.COM,https://articulo.mercadolibre.com.pe/MPE-432757899-bluetooth-41-receptor-recargable-audifono-hands-free-carro-_JM#position=44&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#432757899,NA,NA,NA,NA,NA
836, Audífonos Inálambricos Manos Libres Bluetooth Baseus ,65,NA,1,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-431083831-audifonos-inalambricos-manos-libres-bluetooth-baseus-_JM#position=45&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#431083831,NA,NA,NA,NA,NA
837, Audifonos Inalambricos Bluetooth Inear De Brisario Audifonos ,215,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436365728-audifonos-inalambricos-bluetooth-inear-de-brisario-audifonos-_JM#position=46&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#436365728,BRISARIO,NA,FLUORESCENSE,NA,NA
838, Audifonos Inalambricos Bluetooth Hands Free Stereo - Blanco ,42,NA,1,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-430259502-audifonos-inalambricos-bluetooth-hands-free-stereo-blanco-_JM#position=47&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#430259502,NA,NA,NA,NA,NA
839, Zamkol Auriculares Bluetooth Inalambricos Ipx7 Impermeables ,185,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436366164-zamkol-auriculares-bluetooth-inalambricos-ipx7-impermeables-_JM#position=48&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#436366164,ZAMKOL,NA,NA,NA,NA
840, Audifono Sony Whch700n Bluetooth 4.1 Cancela Ruido Sellado ,599,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MUMMY+SHOP,https://articulo.mercadolibre.com.pe/MPE-435820141-audifono-sony-whch700n-bluetooth-41-cancela-ruido-sellado-_JM#position=49&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#435820141,NA,NA,NA,NA,NA
841, Guoer Inalambrico Mini Mas Pequeño Bluetooth 41 Auriculares ,171,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436365256-guoer-inalambrico-mini-mas-pequeno-bluetooth-41-auriculares-_JM#position=50&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#436365256,GUOER TOMMHANES,NA,J12,NA,NA
842, Auriculares Bluetooth Inalambricos Auriculares Bluetooth Aur ,146,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436366239-auriculares-bluetooth-inalambricos-auriculares-bluetooth-aur-_JM#position=51&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#436366239,MOLATO,NA,NA,NA,NA
843, Audifonos Inalambricos Bluetooth iPhone Galaxy - Motorola ,398,NA,0,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-428793985-audifonos-inalambricos-bluetooth-iphone-galaxy-motorola-_JM#position=52&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,1,0,0,0,0,#428793985,Motorola,NA,Stream,In-ear,SH015
844, Audifonos Bluetooth Nfc Wireless Estereo Se-c7bt Pioneer ,169,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436518486-audifonos-bluetooth-nfc-wireless-estereo-se-c7bt-pioneer-_JM#position=53&type=item&tracking_id=e13f4eff-d1be-4ab8-adf2-c44d46ab70bd,NA,NA,NA,NA,NA,#436518486,Pioneer,NA,NA,NA,NA
845, 1 I7s Tws Auricular Bluetooth Estéreo + Cable Carga Usb ,25,NA,0,35,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DATADATOS.COM,https://articulo.mercadolibre.com.pe/MPE-435949386-1-i7s-tws-auricular-bluetooth-estereo-cable-carga-usb-_JM#position=1&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#435949386,NA,NA,NA,NA,NA
846, Audifonos Bluetooth Inalámbricos I9s Tipo AirPods Celular ,105,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SMARTPLACEPERU,https://articulo.mercadolibre.com.pe/MPE-432150605-audifonos-bluetooth-inalambricos-i9s-tipo-airpods-celular-_JM#position=2&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#432150605,NA,NA,NA,NA,NA
847, Audifonos Bluetooth Dostyle Banda Para Cuello De Tres Capas ,215,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436365104-audifonos-bluetooth-dostyle-banda-para-cuello-de-tres-capas-_JM#position=3&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436365104,DOSTYLE,NA,FBA_DSGL08,NA,NA
848, Audifonos Earpods Con Bluetooth 5.0 Para iPhone!! ,140,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROSE_2019,https://articulo.mercadolibre.com.pe/MPE-436770070-audifonos-earpods-con-bluetooth-50-para-iphone-_JM#position=4&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436770070,Apple,NA,NA,NA,NA
849," Auriculares Inalambricos Vacusg Bluetooth V4.1, iPod,sansung ",33,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AIREXPRESSTECHNOLOGY,https://articulo.mercadolibre.com.pe/MPE-437065658-auriculares-inalambricos-vacusg-bluetooth-v41-ipodsansung-_JM#position=5&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#437065658,NA,NA,NA,NA,NA
850," Bluetooth Audifonos Hbs-730/par Lg,motorola,sony,samsung,etc ",44,NA,189,33,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/COMUNICACIONES+LALY,https://articulo.mercadolibre.com.pe/MPE-419205938-bluetooth-audifonos-hbs-730par-lgmotorolasonysamsungetc-_JM#position=6&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,1,0,0,0,0,#419205938,LG,NA,NA,NA,NA
851, Esonstyle - Auriculares Inalambricos Bluetooth Plegables Par ,215,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436366299-esonstyle-auriculares-inalambricos-bluetooth-plegables-par-_JM#position=7&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436366299,ESONSTYLE,NA,NA,NA,NA
852, Audifonos Bluetooth Klip Xtreme Microfono Khs-620bk Negro ,69,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-432660178-audifonos-bluetooth-klip-xtreme-microfono-khs-620bk-negro-_JM#position=8&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#432660178,NA,NA,NA,NA,NA
853, Audífonos Sony Bluetooth Wh-ch400 Original Nfc 20 Horas ,209,NA,0,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-434434867-audifonos-sony-bluetooth-wh-ch400-original-nfc-20-horas-_JM#position=9&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#434434867,Sony,Sony,WH-CH400,Over-ear,NA
854, Auriculares Bluetooth Inalambricos Sobre La Oreja ,210,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436366448-auriculares-bluetooth-inalambricos-sobre-la-oreja-_JM#position=10&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436366448,MKAY,NA,NA,NA,NA
855, Audífono Bluetooth V5.0 Excelente Sonido Jbl Gt8500 Extra Ba ,79,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANTONELLA+BIOGGIO,https://articulo.mercadolibre.com.pe/MPE-436474006-audifono-bluetooth-v50-excelente-sonido-jbl-gt8500-extra-ba-_JM#position=11&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436474006,JBL,NA,NA,NA,NA
856, Mpow Ipx5 Auriculares Impermeables Bluetooth 211ab ,216,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436463123-mpow-ipx5-auriculares-impermeables-bluetooth-211ab-_JM#position=12&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436463123,Mpow,NA,NA,NA,NA
857, Audifonos Skullcandy Crusher Bluetooth Wireless ,429,NA,11,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-429087387-audifonos-skullcandy-crusher-bluetooth-wireless-_JM#position=13&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#429087387,Skullcandy,NA,Crusher,NA,NA
858, Samsung Galaxy Buds 2019 Audifonos Inalambricos En Stock!! ,499,NA,0,399,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,6,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=0EbAcGqUx9zXkmljYsqwu180PC151tMoxV6kqEDnyidWET7R%2BjYzE4APGJWtGT1YmcFNFgbR0y%2BabIAO7mvgqmsW2t7RkZMn%2FiG9o6is43I8rJ8bR0%2F%2B7LylHjw91q2bKyWVydsSp8OuqTGpp1Y0UeF0f6PDMvEQs8o4%2FT41YIsgdXBvotejcErmx1Acpx5CqLOkABe7vXym51yOJCRhgy8BGBwR3Q5LUQhZpcSRVu2ar%2F%2BkBcZ0ZJLaRXlrmzyxKMZMvvCt1rzvO3iIuogOIk9bRso6cGzqQOXNgpPKHjSKLyNmaFrAaLFV0f7HhvRmqw9aleh322JeH4Ulra%2B8BRhj0QhKQwq%2BzwFLssfIvibr6AYBNVdhGtkc8Nt5fU1w78VXsyP%2B5x8WPVisUheMlyQGNK7qw9UFDhHfcfp5Iryw42Q6quvMMjjQ5YHnVi9bo7ubXB932TLZy7QAloL5f0HuMM8DQrw8eBhArx%2FUx1tW2e9dMCPsfllSf6GlSLJ%2BFrDQEcKGs%2BPW7%2Bl2PU4NjCGpHZGOdXX2Jm2lLXipSFurf4l7VK49l9skonnLiInBopipcouK8OayXyD%2FxK7ZCwCMx18AuDK%2FnB6deQSN3nu9nZR5ihXu4VrBrXG5otXf2nYE7JuN1Za47Rqis%2BznqV7CFT2OnnQW0m9CH7AkMGpJPnhPBEGV0c%2B9NqXHPf8X2vs7AO3fmf7S76PDbkjdxkF0dl6rd2MJ1wjBPeLHX%2BP4MShtDXTo%2BPRq9UbiSHwvtTd2j7S0P27fOMadQFCx2aQST5ghPW7GiMNwQoAuJSYqkP72hsAzE3i8%2Bdu8t%2Fk6uqv59SXBXh97ztMhwNiHMXGRTrrpcUGlhCCH199uflCAG%2Fma2KGMP89oOoJvhj25s99vkKWtFD7Nc3S%2FGFCEdYjl%2BBo4wwMv2eqcmeoRj7gsH%2BTFnZkKPouJByV1eb0huTfnfYXJRrmx2nPEIHSD1zN6wp65iOG6Ax%2FeIKzfTdlYvWfXsq1sI1ISSdvpVagiY2hd%2BBurNUpwNs1IcqxmK982AHgFtRCauVpqNhavWNbNWGf0rMKRgVcVUEh0ehAZ74YW%2FMdgjNketGDTDU26b4GVq%2B7vkH%2BVUfkYck8IiOGM8GWEmk%2BRdflGbwRCzHIm3jUkvt0RmolIvg1IbjeaaMAFh388yZob3M9uStKZvXi74NIfNLXinvVl4URf3pOOolarKl3pBaGGjrE24wHACE8%2FLkUgcnkdr%2FWSW5d8UBF%2B0g%2BLpAXU%2FSSmoDH40m%2BTryorXJ%2BCetDfT%2BuiNLxEImy0FcqXzOtFfV6IUMlZXRzvzADC%2FMvpAC9NiQXM%2FC%2Fz5fVt3yWNqAgT%2Fj3F8mGamNzoX9dznliff3NvLDPYq1fWsw44aIyHJca0HdvklPm8QglSplfiqDZ2iJYFRw%2BLMtGXmPx3J2w2Lm%2BLdFt6KgMWOvPsVhbr%2FLJCKgUq7VHj4IV%2F%2BaSLKlF%2BmLxC3APKtDuzD94LMwqyteBv2609KDdGOsxT2v3OWDQoIwlkeXWUHC8d9WEdgLO4XMTrLejjWm1jxPQy0OkF6btVzUBMeTH74iuVEwZjky0qKWtPHLGgJOFb12lDWj903mQ3KZSy4p3dhWs8n696%2BeCP1j%2B8EqtMjGfOG8L137RP3sVSYwli1%2FoANmFpo41xPceQHRqPLE09P04ZQ5J7niiumkaKVCyFPTNJrftYsd5Jr7GfDrZHzfbjaxxw8ysLyfsyC1HzqIR6JPym,6,0,0,0,0,#437919911,Samsung,Galaxy,Buds,In-ear,SM-R170
859, Audifonos Bluetooth St3 Wireless Con Radio Fm Y Micro Sd ,47,NA,3,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTASONLINEJHALUJE,https://articulo.mercadolibre.com.pe/MPE-423874512-audifonos-bluetooth-st3-wireless-con-radio-fm-y-micro-sd-_JM#position=15&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#423874512,NA,NA,NA,NA,NA
860, Soundpeats Auriculares Bluetooth Inalambricos 41 Auriculares ,217,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436787899-soundpeats-auriculares-bluetooth-inalambricos-41-auriculares-_JM#position=16&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436787899,SoundPEATS,NA,NA,NA,NA
861, Audifonos Bluetooth Haylou Gt1 Tactiles Nuevos Sellados ,89,NA,1,119,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-437919565-audifonos-bluetooth-haylou-gt1-tactiles-nuevos-sellados-_JM#position=17&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#437919565,NA,NA,NA,NA,NA
862, U8 Audífonos Bluetooth 8 Horas De Bateria Sonido Stereo ,40,NA,11,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARCIALZANABRIARIVERA,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=tuMzZ87kxY0OuiYUQT6KWpe6hRiJJnsO0IlJA7N4meBUTu4swYeQlKSZ6V1c5ILo%2FcHzN866DNHxHGd8Zlmg%2BxldAoEkQDteqxqOceMqM3AZyJ9SntOjFfdpTk1PisHYMKsHeBG%2FRhmpP1lVjsLySANKxxDEoGrulcHRTvn%2FXKBr1FrQcGF%2BkKMaSFUKDp85iQX6%2FYQsPo3k47jWyqnh2ti%2FcJFaa6xzaLhqA6UCTOwaK9Qg3gS28ftA%2BmQOKBjzOeNAxXtRoXh65tABAh5kUbp5AqdbMMOSn19TuONe%2F71yImY8Zwx7eSVnjifS4VKXhiLGv0Hw%2BqQ3sOrBt1fUsUOiG5YuKMK8bmqwTDhDO1LXWfAjx6dgUdiYiKwUFDz6sr13vTkjHsS0or2O5Yox8mQQuGT3P3kAc3VAF2OEFVEhQQd3ewSM%2FEx%2FUwMfyVUtg%2Fme7hC1JtGJKAVWWuOOETCZ8xCVKsT%2B%2Fwq2WA9UuqwYLXUhqApOYPVZIWwIMzSbr1DHZ90EC%2F6tpRLF5yJhWFDUwmLTBJq4Dx3pPflScZCYy6QaDfh8ee6yAtmQxJ4UPbTouhe%2FS0dXyrWqZYnIHBDQGMwO%2BzeToAlpCx%2BLbrpsf16rXwLiFblytoG%2B0RPb%2BmSbYbbsUy49GpT8%2F9%2FK4%2BKReQ%2B%2FJrwxptDXwamG1IWnFkQEBh22H8dWlo3MHhflzlNhwKiPee5OuMvVAB1sEp1rrc6yElUr%2FP1wg4vYrlG%2FeyxK8eLRynwQGO05uwsefG%2Bt7ufd3n3zXuvWCgKuTk8Lbxcw2HEVYv1Cd9rRNsr6qmnkAB%2FaNOSTsYC5ImwibS1NWiaUnm%2FjWdkKFvtv%2BOG1MzsXAyxgeUfw28yQkUVejzKZw95O%2FriMvhBsDzGgprEeM%2FZD4GvvgO9btfl8HwSqyOIVEl1JTOi5G8fIp4mWuG1d%2BjCydLTeiDGH7IuFhUnkIT4OgOW2XP6vBk0FoZcUPsAufmrTNOtoPnzHFCV3IMrBtNTmKTU53OU5GNabbD9wQ3E0%2BpmvhJfw3rI8E7mIsV8Nh76U9pprwhjZOq2aWFtNsfPaUXU%2FXmr1w8nE6DGehC2EFvBCOMkO7SS97IkqeL5TM0VfAyonsnw0ymsEHkB0i7xYAfoOB8NfbUi5V1fuGcSdg8rBJXsdpDKvTLPimjOUAo5FOuFheTXPEVjhFXVcIDvLZHTN76%2FDi4u9rWap7qEhJ0dXd8GC96aZ5LwgUF%2BHKIltKVFWggsTdyVXksKwpBzem%2FynBtmurOO4JKKH6QGHBAU%2FXFo3m3ZdIHTw5JDSeuq0kL3QtZhadDNhdkFnkSF2YIAWxyeIrkbd%2FOTniFB4%2FchzruQBHC%2FblMw2LUrTTAeGySAR4d89J%2B6gDn9hLEVL77hwQT3l8HqOH8dBu88ZkZF3aM6j4%2FzWSgOTGoO%2F1qt8lRg5Fb8TUyAM97sC8NKlWJogiPHQTDEad6PUCW0xCChCvOrfrifoEgsVU%2B8BkBB9S80R%2FnXeYQB7TVKsi7jqTv%2Fqieo3dsif9sAN34Prnh49qGF1Jr4PtrroVnMvzSifZEnNrfB6mfYBlfm%2FU6ZvrPxlw%2B9vJ%2FmfkiXIDwlXYFAoi1Ry8J8Q3PfgDIQdX%2FEqkNUy2ZFzW02o3beh0n2w%2Bg1MLvC%2FIVMr5RnUihyN6jwdbi8ICATIZoRo7dfppnoR%2Bog%2FkJZjyzNRbmzedXLTLJjfLTJXZ7s6r3u8APgtJj0Q9t8Axa2TRo44q%2F4%3D,NA,NA,NA,NA,NA,#434431093,NA,NA,NA,NA,NA
863, Audifonos AirPods Bluetooth I12. Delivery Gratis A Toda Lima ,65,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HANNZOTIENDAONLINE,https://articulo.mercadolibre.com.pe/MPE-437841952-audifonos-airpods-bluetooth-i12-delivery-gratis-a-toda-lima-_JM#position=19&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#437841952,NA,NA,NA,NA,NA
864, Mini Audífono Bluetooth S530 Manos Libres Llamadas Y Música ,35,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/2018+DV,https://articulo.mercadolibre.com.pe/MPE-427977664-mini-audifono-bluetooth-s530-manos-libres-llamadas-y-musica-_JM#position=20&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#427977664,NA,NA,NA,NA,NA
865, P Audífono Bluetooth 4.1 Philips Shb3075 Bass+ ,149,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-429025466-p-audifono-bluetooth-41-philips-shb3075-bass-_JM#position=21&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#429025466,Philips,BASS+,SHB3075,NA,NA
866, Auriculares Bluetooth Ahadu Best 2018 Auriculares Deportivos ,220,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436365233-auriculares-bluetooth-ahadu-best-2018-auriculares-deportivos-_JM#position=22&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436365233,AHADU,NA,AHBT-101,NA,NA
867, Audifonos Bluetooth Hands Free Generico Samsung - Negro ,39,NA,25,72,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-430259428-audifonos-bluetooth-hands-free-generico-samsung-negro-_JM#position=23&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#430259428,Samsung,NA,NA,NA,NA
868," Audifonos Con Bluetooth Panasonic, C/funcion De Carga Rápida ",79,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TOYSTARKIDS,https://articulo.mercadolibre.com.pe/MPE-436719645-audifonos-con-bluetooth-panasonic-cfuncion-de-carga-rapida-_JM#position=24&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436719645,Panasonic,NA,NA,NA,NA
869, Hetyre Ht9 Auriculares Bluetooth Con Cancelacion De Ruido Ac ,400,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436365972-hetyre-ht9-auriculares-bluetooth-con-cancelacion-de-ruido-ac-_JM#position=25&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#436365972,HETYRE,NA,NA,NA,NA
870, Audifonos Inalambricos Mifa X1 Bluetooth Android iPhone Pc ,180,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PARAZHOP,https://articulo.mercadolibre.com.pe/MPE-435395112-audifonos-inalambricos-mifa-x1-bluetooth-android-iphone-pc-_JM#position=26&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#435395112,NA,NA,NA,NA,NA
871, Potentes Audífonos Inalambrico Mini 530x Con Bluetooth 2019 ,23,NA,1,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PLAZA.NORTE,https://articulo.mercadolibre.com.pe/MPE-437556154-potentes-audifonos-inalambrico-mini-530x-con-bluetooth-2019-_JM#position=27&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#437556154,NA,NA,NA,NA,NA
872, Audífonos Bluetooth Inalambricos I10 Tws C/carga Portatil Qi ,219,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUSTEC,https://articulo.mercadolibre.com.pe/MPE-435216604-audifonos-bluetooth-inalambricos-i10-tws-ccarga-portatil-qi-_JM#position=28&type=item&tracking_id=29986e73-43dc-4004-8d31-270722f3f426,NA,NA,NA,NA,NA,#435216604,NA,NA,NA,NA,NA
