search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Modelo alfanumérico,Voltagem,Tipos de alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Cor,Peso
957, Caixa De Som Bluetooth Jbl Tune Rádio Fm Usb Micro Sd Nfe ,389,NA,3,2,12x,32.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RCAR+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1128473386-caixa-de-som-bluetooth-jbl-tune-radio-fm-usb-micro-sd-nfe-_JM,NA,NA,NA,NA,NA,#1128473386,JBL,JBL TUNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,USB,NA,NA,NA,NA,NA,210 g
958, Caixinha Som Portátil Bluetooth Mp3 Pen Drive Fm Usb A-706 ,32,NA,10,40,6x,6.01,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJASALUTTI,https://produto.mercadolivre.com.br/MLB-1127001430-caixinha-som-portatil-bluetooth-mp3-pen-drive-fm-usb-a-706-_JM,NA,NA,NA,NA,NA,#1127001430,Importado,A-706,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,USB,NA,NA,NA,NA,Rosa vermelha,300 g
959, Mini Caixa De Som Á Prova D'água Bluetooth Piscina Banheiro ,25,NA,783,6030,5x,5.57,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,42,https://perfil.mercadolivre.com.br/CLICK+COMPROU,https://produto.mercadolivre.com.br/MLB-857468233-mini-caixa-de-som-a-prova-dagua-bluetooth-piscina-banheiro-_JM,28,4,8,0,2,#857468233,IMPORTADA,A PROVA D'AGUA,3 W, Alto-falante bluetooth,NA,NA,NA,NA,NA,Woofer,NA,Caixa,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
960, Som Bombox Grande 34cm+pendrive 16gb+carregador De Brinde ,389,NA,103,9,12x,32.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/HEMA3733757,https://produto.mercadolivre.com.br/MLB-1221224941-som-bombox-grande-34cmpendrive-16gbcarregador-de-brinde-_JM,1,0,0,0,0,#1221224941,JBL,BOMBOX,60 W,Passivo,NA,NA,NA,NA,NA,Subwoofer,De piso,redondo,7.1,NA,USB,NA,NA,NA,NA,NA,NA
961, Caixinha Som Bluetooth Sem Fio Aprova D'agua Banheiro ,24,NA,41,37,4x,6.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-928786848-caixinha-som-bluetooth-sem-fio-aprova-dagua-banheiro-_JM,1,0,0,0,0,#928786848,Importado,BTS-06,3 W,NA,NA,NA,NA,NA,NA,Subwoofer,Móvel,Caixa,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
962, Caixa De Som Bluetooth Hopestar H20 V/cores 30w Rms Original ,1799,NA,3,9,12x,149.92,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/RW-CAR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=xY33wntLIdaVRFdUvRW5fR88c%2FaoDtGMqQ1twMS4%2FrCl%2Fa6DFAMHIFyctaUZwALgEcbyiANfzJ4oHKBo%2BPzPXJI4Sg5LQYL9dyge0pp8n0Mh%2BbCt%2FYCkwSqWQ94mdw5%2Bs0rhTGwTUhffDdEkob2ANixE0owwuDoBs9KmYWLagZElFsjvnv7Bx7k9Ox2UPmLvrdfEHrW7ebhds3XvSlRXndrKizK0idRxjSLffsXWvtEIFAaiMHsep3k6%2FHYM3za3Xns0MnxGPHlNVsLkO%2BMUFgjyGd3OfoEjcxj2woSoth6ZeEQhCc6MRsAOJ1LjKsYGuKTbezcsZnFOy3eeCyQ0sDh5meSuzMmhyLecbDjs8pxCPDhcBo3MWiCANzV0k7xJG7rHW2YUgXHphUtWe1lZssMm83eAwMqldr%2FyJ7oODIJTGCOarQc4A84%2FxsLj2RQ1T8R0E0aVufD8vVtDysc71vSU5RutatN6e0cw0GGcEDllDxrRLutPgsbeYA9gVFvN8hHC9svjLx9D%2BuqhEml6HAKEDM7NN9ftAR8bNl6ydt%2BNgkWT69KyAK4FB60cVC4OE78%2BPlQKJrK%2FijmS0S%2B70R%2Fl1bMg%2BVXUPiOAFj8OkNrgWGXAC3pjMUa3aa9yeYb%2FlnwUf1jgnN%2BzOcVNHxrIChusjsgKA9c4ZzTiPCCzDsXpw%2BpufcMnOdOppH7NrGjIgM0xQDxfqXkThy%2Fl%2BmKVZ2TGT32i%2FzvEeL%2Fo%2FlE66E5Eto%2Fe7qbeFuQDi58GGZwczQpIyS5gJZuGR8PNqej8NKm1Na0bBlVx4tEO2cUyCNpZ5gsbyxOqFQnq8ofWzDbXWqqckiTuHMdJfHdk6vxwAS8%2BAkNDI2X%2FRUt0EGZ2oK7P%2BzRislDMEvnbv4qEVcgVu3lvr4K3tvkZToiCeico%2FTXWPYQrAMPrqNKoBaOW0SB1Clc7SxCMQYpeGGmOn6ppzGCrftDrPAGbvrByZixh2sV4QWN4UsrOiw1z7JTtBnljIbTvxLqmUwDn3I2p3mjRTYBxoA8RnDJW6omJ3Z12TaP1gKSyCkD4W0G0cRS5UWB852LsiVMbXAu19wn93DliAOksbSRFKxciPCZCiCywUdyU2sReTfm1orKZPCjmSR0%2FdoStufANkX4NOzCmaSbovZKG08%2BHK%2BSUCOdy0qMzitA6KMpPO3rRQZluhASiCYyLW8G3wmazh%2BtK0us9cV1BzNQBC1%2Bl4LATWP4uzf2WK%2FxD88vY0tYjnbPguOr28iH30mqplEzSXkEvzw9PR0W5nq7CLHqJsxyBVRHoLdgEkz6iwvl5kGcD%2BGITUlIgGOavAFGQpvHN6V4Z5ba%2BIh4RKOTyjJBUFzkXSHO2%2FoHLupTmkY7nX70eigBkp%2FX4YBAZrasCCqYkBSzO7ql7dypgq0RRkxGfMHoWRw0n0KEDsMHiPsyE33eWKQNQ7PnT9D22QPgJspm3gOq8paYcmTLui3pDjPLkzBBN4SjjLMWFpVQ1QmnIU48TgN0hA6o8VmUxU7vZsJOTWhkr2S55nxdntL19Qq1bP06UH4lAW31%2FfARDw2OUY25oUIy9gZJsypDfNNgVj%2FiC1GG92a9ZaAC4fp7rZD4ZrOVEkAf0WlrQMAqzJANYuW7RNoOg%2FpmaAet5pG0tC%2Bla78YIZqZ4UfODpCirk7GhM2dvk7kCpggq0XMzkfOXnz34KrxemJBBl43BjJwP8rRFkvq%2BimuflXTsarm737f%2Fykw793IBnQJdAhx0PHxXKnWf9TZ%2BHJpBaE8YVCZ41Hc3PsL3oRQDotgZjt2d5boITODT0Uzik74JBstrC08vzjTD2SKWJiVH1A71z13cc4g0QY9f7t2petB%2BDpLMU7PXAS5FmETThmnV%2BY6KY%2FFzN96prQfZbbXopJVFc3UpT55955o%3D,NA,NA,NA,NA,NA,#1181055215,JBL,Party Box 200,120 W,Ativo,NA,NA,NA,NA,NA,Subwoofer,De piso,Caixa,7.1,NA,NA,NA,NA,NA,NA,NA,15.32 kg
963, Caixa Som 3500w Amplificada Grave Bluetooth Ativa 12p Usb Fm ,229,NA,14,34,12x,19.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SILVA+E-COM,https://produto.mercadolivre.com.br/MLB-1267050080-caixa-de-som-bluetooth-hopestar-h20-vcores-30w-rms-original-_JM,NA,NA,NA,NA,NA,#1267050080,HOPESTAR,H20,30 W,Subwoofer,NA,NA,NA,NA,NA,Subwoofer,1,Torre,NA,NA,NA,NA,NA,NA,NA,NA,1600 g
964, Caixa De Som Trc 213 Retrô 35w Rms Bluetooth Madeira ,569,NA,8,491,12x,54.38,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BARATAOPONTOCOM,https://produto.mercadolivre.com.br/MLB-1141100792-caixa-som-3500w-amplificada-grave-bluetooth-ativa-12p-usb-fm-_JM,NA,NA,NA,NA,NA,#1141100792,Sumay,Primus,250 W,Woofer,NA,NA,CAIXA AMPLIFICADA,NA,Bivolt,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,Preto,7.5 kg
965, Caixinha Caixa Som Bluetooth Grave Potente Charge Mini 3 ,239,NA,25,3,12x,19.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/DELOX+OFICIAL?brandId=1640,https://produto.mercadolivre.com.br/MLB-1068365655-caixa-de-som-trc-213-retr-35w-rms-bluetooth-madeira-_JM,1,0,0,0,0,#1068365655,TRC,TRC213,35 W,NA,NA,NA,NA,NA,Bivolt chaveado,NA,NA,Caixa,NA,NA,USB,NA,NA,NA,NA,Madeira,2.08 kg
966, Logitech Ue Megaboom Speaker Bluetooth Roxo Promoção ,48,NA,16,98,6x,8.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FRRI4022818,https://produto.mercadolivre.com.br/MLB-1174451353-caixinha-caixa-som-bluetooth-grave-potente-charge-mini-3-_JM,NA,NA,NA,NA,NA,#1174451353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967, Caixa Som Amplificada Bluetooth Aca 110 Bateria Recarregável ,479,NA,35,16,12x,45.78,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/LOJAVISIVO,https://produto.mercadolivre.com.br/MLB-1108558966-logitech-ue-megaboom-speaker-bluetooth-roxo-promoco-_JM,2,0,0,0,0,#1108558966,Logitech/UE,MEGABOOM,36 W,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,2.0,NA,NA,80 dB,NA,1 m,22.6 cm,NA,877 g
968, Caixa Amplificada Amvox Aca-292 New Bluetooth Usb E 290w Rms ,2299,NA,1,5,12x,191.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STOCKCARNET,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=0lPc%2B9JKbR7C0czLL3JdmVPB%2FAuc%2BtH00lNVHh16OwjyqMN48hEIEi60fvxwMLSpcpRpvDDWgTNQZPCHKLa6dub0MrMCSp8Di63ITRvTS8GaXn%2BVt4gFHaOod87Zs88wfuh0VsSt%2B0FjUUhg%2F3wEmBwKFFKVqU9qIOtNPsGNPiTOYc3OmxlG%2BPmi9q3EC8Nfd1nPiqTxI93TmN2AABWCBIMWZFeXP8mQs6rho9Q91wGrR1L8HTP1sXxGsUZ7ny6K69hfUyJiH%2FM4YT4ENqETtG2Ob8kXaEmcjAWOMRjLrqZdqZy%2F0%2F33uYwlC6iqXG17ndDrgN8DuLhJMKKn0DwI8Mf0jgLpGQZF9iWW7lK6GHH9o3eTKJ8sE7pYBfgxCI8TBI8MXryY8gUZqeuF2RtK5UrXtuWF0pBE1uqmBQAyf3yIYlL9TPI02bJfF1fCsFDjB11PlDBTgsIPc%2FVBC00x11IVB6gDo3R10qSr%2FU%2FwOGHMRasKevZtAKMWcLoUP%2BQbxUY%2BRQVmCmy6A4uQtUeIvdqHxHX9vclDQBP7rToNkZmIW1J%2ByV6jQhy%2BRoJQ4dNoA4FtCqYLanavqUxLKIN4aXBE3FVLY3al3KmksjyCrKI6a0PehQnm%2FiIvIFj3%2FmdBYuXg94hCeq38zmRAvTSFvGY3JXf2s4PWiMHNzJ2nUOxy148QjxLrOSD5NgTtOntYzcpQqurQ9FaMWAjQWMSG8B3A40ocobLGAZgZCvUGLcLm2LcRbkEPPCmPdye1nrvgQWTsNlE86lEL%2FBrAPY2cxGSrSf2HhuV%2BZEU5fg6pG%2FMadTZ49ZyCRaPW%2BvrpsyZwKZVxj%2FGcNltDpOlE%2B6nZZ4rQ%2FTptacughf25JTp7fEDFWwX6YrACF%2BT0NtxLpdO45iZaQOWGbDovo3Qt8FnFxlotl1n6H%2BO5pHagR9tgyERD7%2FJxHKy06%2BXlMGzKiPBHdydqJwC0vY0p74MgwBSKs3Yx%2FcTiJpUzfwl2MO4jxKkNBeNbF818G%2BmeD9dn6RGfXeSKCZM0iR%2Bqni2WOE2oWzp4uYAdfIUwTVJvmCAOczpc%2Blrnl5okM4goQ9a5uvtcDLqk0z8wyMjOdtq%2Bdm2KxT%2BPmrP4XmICpbrpBB3J07KnBwfBp0Wvb2IpxN0drZ7yNwDuF9b7b%2FtVrjFsIp6TP%2F1eijUgg7Fpq8qki%2Fwrk3TLQSJJuF7bQmduDcepwLwp2XfRxii9Cy1I0M%2BPj1iTWsbdnBvEjJPbgox74p8cYps0QaNFo9deQsOFD8v5uVCGJRUoQOaNQ21M0spkTXnLMz%2FQ%2FugwORNbu8k3UZnM4T7BdiglgRqzfLJCNitaBCOkB5N1uiQobP3v1AgPORs%2F%2FtJLtaKAudmMdBymZIWXZ6r6aIN6NRCXfbarnm6tdxa3M1YnKx08%2BtOW0RqVzxjK5%2FjRDJXyuY%2B%2FavBL8el3ZTlW9nEqdXsCn0sw0YXHciDuAEsqO65PtWp%2BfwUyBNDO2KlMQp3pIJRc5KokgX%2BYdAgt1l5OwJ2gU0KUWu0XvMGDkY4teLx6Q6sYfznQdGCN7qOT23mgsu0bGpqDlQ1uUY%2B9MVfjVkesPN5OLHye6E%2Fvic0FZoEhmiNMUdB%2Bu9cMmXi5xrXBzSGj1c1RS3ymjJCje%2Fnl9hZBh7dcKiMaIao1b0C3ODo%2FioYOhXYiMVAfID01du7zgi9c0fuhGgQMLJ2dts9icl1QVwDeDWSoWa2Z7QZFOdUJlFY0wjgyLN7rK78kwuegTDOAdJ0%2FSjMkyW0UJyBbfPLifelA1D0uRJKQbO4YQ1EFu6hS%2FQv7AyylEzMPH5Izj7UIUM1Yg2WTZ6oBy2i11vnTR5jgc1FQ2WB7fsiYG45CJFDsBYKBNc%2BYkyaqAKHPNtFm8FQ%3D,NA,NA,NA,NA,NA,#1266585288,JBL,party expert,350 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969, Caixa De Som Speaker Google Home Mini Charcoal Wi-fi Preta ,229,NA,23,9,12x,21.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/RPGROUPBRASIL,https://produto.mercadolivre.com.br/MLB-1103741821-caixa-som-amplificada-bluetooth-aca-110-bateria-recarregavel-_JM,0,0,0,0,1,#1103741821,AMVOX,ACA 110,110 W,Woofer,NA,NA,ACA110,NA,Bivolt,padrao,todos lugares,Caixa,5.1,NA,USB,NA,NA,NA,NA,NA,NA
970, Caixa De Som Bluetooth Portátil Torre Mp3 Usb Rádio Pendrive ,529,NA,6,56,12x,44.08,NA,Envio para todo o país,NA,NA,4.6,173,https://perfil.mercadolivre.com.br/LOJASDULAR?brandId=1801,https://produto.mercadolivre.com.br/MLB-1224674472-caixa-amplificada-amvox-aca-292-new-bluetooth-usb-e-290w-rms-_JM,131,28,10,1,3,#1224674472,AMVOX,000503352,290 W,Ativo,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,29 cm,35 cm,54 cm,NA,6.3 kg
971, Bateria Jbl Flip 4 Ou4 Edição Especial Cameron Sino 3000mah ,169,NA,14,2,12x,16.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RUEVELLASILVA,https://produto.mercadolivre.com.br/MLB-1275155487-caixa-de-som-speaker-google-home-mini-charcoal-wi-fi-preta-_JM,NA,NA,NA,NA,NA,#1275155487,Google,Home Mini,2 W,Passivo,NA,NA,NA,NA,NA,caixa,multiplos,Caixa,mono,NA,USB,NA,NA,NA,NA,NA,346 g
972, Caixa De Som Kombi Mp3 Rádio Digital Stereo Fm Usb Cartão ,249,NA,8,5,12x,23.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1164626827-caixa-de-som-bluetooth-portatil-torre-mp3-usb-radio-pendrive-_JM,NA,NA,NA,NA,NA,#1164626827,Briwax,BX-668,20 W,Passivo,NA,NA,NA,NA,Bivolt,NA,NA,Caixa,NA,2,USB,80 dB,NA,NA,NA,Preto,NA
973, Bolsa Capa Case Para Caixa De Som Jbl Flip 3 Ou 4 ,216,NA,9,2,12x,18.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2914,https://perfil.mercadolivre.com.br/GUAR%C3%81+SHOP,https://produto.mercadolivre.com.br/MLB-1213056630-bateria-jbl-flip-4-ou4-edico-especial-cameron-sino-3000mah-_JM,2647,188,38,11,30,#1213056630,JBL,Bateria Jbl Charge,10 W,Passivo,20 Hz,85 Hz,Flip Series,NA,NA,Nenhum,n/a,n/a,n/a,NA,NA,80 dB,NA,NA,NA,NA,NA
974, Capa Case Jbl Flip 3 4 Proteção Alça Bike Trilha Caminhada ,159,NA,3,1,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1510,https://perfil.mercadolivre.com.br/LOJABTON,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=0C3qDMT0q0fkyXZVA7uhSYMH%2Bld4mU%2Bu%2FndRZt8HLUSGAnfnP8%2BghdlZIXMeunc%2Bj%2BjYhmyW6xnKiA%2BYL6XBiIRLH2cWSe0n4rh7Z9PmoDLW3e9KCerdxLAHRCYt3lXHMAIPwomYfqSci3tDGvTNHs%2FYZkCgSNMewndkfFk1SPpDSGlfnmJaZ7nOU%2FdOLhiSdsskMQ8L8%2B0q74usrjInbvNF8T9msCbfYvjWChdVwiJkKK%2F0MOQfoNwYBGUT%2FNtjjlDV2ftQfCCSzBbAUupQ6G65tthyyKeimqWESNnDfVqyStzHEUKz%2FoeSIN3EGALNnbQFpmsTGfNsrhVqkrU1A3k%2FWgQPalogVzfarwj9y%2FAcjAF3DxQ1UYKwGdM16l7F85EXD1lpi5m5PDoXtjq%2FF0YhLH36nucmUcM0bqNGtPkRaYj1v%2FmECAXP3UMFgYfytI1PF%2BzHcFK9%2FAf52XjG1bo97dtd%2BsNOHTquXi4bBV79etmubMJ9bEn2baoxqhJCrNQ%2FVwJ9n8JhNDlP6pKMRWvZmKNpj5DjjudEkRTNLYlPykQvTGvpBG%2FtNpqzDE5TxhJ5%2BF6AgxAACi8lROQuHuKIs7vaGLnSko3iYE24cLVubmU2oyVmlFR79aabXtVwFxabTXz2lJAj9Aqp2JtU2spp5dTmCliXtoEzW6%2BlG8XbU%2Ftex1aDok3vEgz76GQSHSRfnXaKNVWIWRrfiTFocmgXXCrqKFRPKwkJRWq%2B0G69GBx3NZy9GdJdNO6FlPF6uYnjUh%2BpMh44bVqSwGooMfw0HJO0hg1sshl2XCeWS202nIESQ10zvQFXyUi4mdKhZMtIWfMPonRb92f6LSGWyDSzJ8LBd8OIU65greRWuKOjKJFP4rcG9YjpC6%2BB4MsnzqUZ7rEt7%2Bv1PHFyLKWQP54J0t2iQS1ibknPESiwlcSsJOmTgh25sUINgWaj831QWrtZOs%2ByJjEAgCy66mNjWHcH5gu8EEeHRfP57mCxlqMTfjH7X0%2BNYc9%2FG%2BLi6AXpaLfXJ2mv8Ejn98zi0PHlNe94MtoFmPff9Vo%2BmYrTGZg%2FoyJnJzwhKEbDqR88xH%2BjCWhkbwPyBZViDzMXKYDT6lUY2u5La3pSleutMSX4EIiGBdKDoaOPbweP7EtGl0KZ32wRLLvbLWAwiv9yR47bsUinlpO8Zgo26rV0M6om8vY7lcQkAk7LkcOO%2FUPj%2BlhTXEq%2FmkPyYxcpp3r%2BYk77jx6%2F3j5l2NAVIrQVdbjZ9nwNqf4VkfZ95rjQ0n8p2RxLF1yK7jsFrOFJnVrO24qrd2B70zEvpshfp0SpXOsOJhKGo%2BUha4fE5KwttTxychUQ%2F%2BLiONrbMJ4RHK3fp1Y12k6MXE0oIqSV%2BmrbZK9ZOeznMcsL4%2FOQ37HPOZ2UfCPSF9taBJfN0fDq1lqdmxKbqFMlgq65WiKqdHaYkuDe27e2kgXyo%2FZYsUdUlGD9ZNYZpCqjTLlX1KimLrLjyAFLsJAxGoNBSNeE8ie9Pm4j91X9QjFiR388flw1Zl2dv90YV2Z1u1InbLcarHUal8G5AdUVm8aJIj7ipT3umciI4AcA%2FDzycfPEt%2B7tsoBPIqzOaewxcGRU%2FP%2BE4OnZkF2JBGOh%2FWFZ0W1C7eKmnBlh3J6Ihk4tNCQX1Av6hV1W9F9QCJAcD0vLAR%2Bvd2nt5gj356GKlpi0cVWB42W930K1frbsSVvutBzUlPDT83ey%2FDOqy78sfw4IIn9eTzQwmEBeijeg%2FzbiNGhH7iMAEwUqm0eAuLj2jhu0UbQYi60njrx%2BqFsTIrkw%2Be5GiA3Lst4YXsr2P4VTsWb6Rto%2BXEVx9ZFJCOefHFVMKtZhiqnGTZDYyAI5mPffd3QdgImeG5d2epoPuj8ydqe7Vq2TcGJWS403QZMQI4B6Xg8b4OhhlQ%3D%3D,1385,98,19,4,4,#1201637229,JBL,GO 2,3 W,Ativo,NA,NA,NA,NA,NA,Tweeter,De piso,Caixa,5.1,NA,NA,80 dB,NA,NA,NA,NA,184 g
975, Caixa Som Original Bluetooth Potência Ios Android Dk ,65,NA,27,79,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/CR10+IMPORTS,https://produto.mercadolivre.com.br/MLB-718514279-caixa-de-som-kombi-mp3-radio-digital-stereo-fm-usb-carto-_JM,3,0,0,0,0,#718514279,Varias,Kombi,6 W,NA,NA,NA,NA,NA,NA,Interno,NA,Caixa,NA,NA,"Auxiliar, USB, Micro SD",NA,NA,NA,NA,NA,NA
976, Painel Ativador De Caixa Ativ600mp Usb-bluetooth E Fm ,57,NA,27,34,10x,6.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,669,https://perfil.mercadolivre.com.br/CASES+JBL,https://produto.mercadolivre.com.br/MLB-1181338153-bolsa-capa-case-para-caixa-de-som-jbl-flip-3-ou-4-_JM,574,69,12,4,10,#1181338153,JBL,Flip 3 ou 4,NA,Case Para JBL Flip 3 ou 4,NA,NA,NA,NA,NA,Case Para JBL Flip 3 ou 4,Case Para JBL Flip 3 ou 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977, Bose Soundtouch 30 Series 3 Iii Bluetooth Wi-fi Airplay ,79,NA,82,18,12x,6.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,669,https://perfil.mercadolivre.com.br/JKRDEARAUJO,https://produto.mercadolivre.com.br/MLB-907339011-capa-case-jbl-flip-3-4-proteco-alca-bike-trilha-caminhada-_JM,574,69,12,4,10,#907339011,JBL,Flip,16 W,SOMENTE A CAPA P/ JBL CLIP 2/3,20 kHz,85 Hz,NA,NA,NA,NA,SOMENTE A CAPA P/ JBL CLIP 2/3,SOMENTE A CAPA P/ JBL CLIP 2/3,SOMENTE A CAPA P/ JBL CLIP 2/3,NA,NA,80 dB,NA,NA,NA,NA,NA
978, Caixa De Som Amplificada Microfone Usb Mp3 Radio ,56,59,14,7,10x,6.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RONC.,https://produto.mercadolivre.com.br/MLB-1246798911-caixa-som-original-bluetooth-potncia-ios-android-dk-_JM,NA,NA,NA,NA,NA,#1246798911,T&G,TG117,10 W,Ativo,NA,NA,NA,NA,NA,Subwoofer,"praia, festa, carro, bicicleta, casa, sala, cozinha, quarto",redondo,2.1,NA,NA,NA,NA,NA,NA,NA,NA
979, Caixa De Som Bluetooth 5w Com Suporte Celular Mp3 Usb Sd ,650,NA,31,4,12x,62.12,NA,Frete grátis,NA,NA,5,3,https://perfil.mercadolivre.com.br/VALDENIR_ARANTES,https://produto.mercadolivre.com.br/MLB-687991829-painel-ativador-de-caixa-ativ600mp-usb-bluetooth-e-fm-_JM,3,0,0,0,0,#687991829,ONTECH AUDIO,ATIV600MP,600 W,Woofer,NA,NA,NA,NA,NA,Woofer,caixa acustica,NA,1,NA,NA,NA,19 cm,11 cm,28 cm,NA,4.2 kg
980, Caixa De Som Multi-uso Ll Up5 Usb/fm 35w - Black ,3499,NA,2,29,12x,291.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/MLVENDAJA,https://produto.mercadolivre.com.br/MLB-1107547292-bose-soundtouch-30-series-3-iii-bluetooth-wi-fi-airplay-_JM,5,0,0,0,0,#1107547292,Bose,Soundtouch Series 3,NA,Ativo,NA,NA,SoundTouch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5 lb
981, Caixa De Som Bluetooth Com Controle Remoto Etiger 500et 38w ,120,NA,276,17,12x,11.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,17,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-945250318-caixa-de-som-amplificada-microfone-usb-mp3-radio-_JM,6,5,5,0,1,#945250318,Infokit,RADIO Bluetooth,12 W,Subwoofer,NA,NA,NA,NA,NA,Woofer,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA
982, Caixas De Som Bluetooth Logitech Z207 5 Watts Rms Nfe E Gar ,41,NA,133,993,6x,6.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/ALGETECH+ELETRONIC,https://produto.mercadolivre.com.br/MLB-1175709854-caixa-de-som-bluetooth-5w-com-suporte-celular-mp3-usb-sd-_JM,3,0,0,0,0,#1175709854,SM,Q3+,5 W,NAO TEM,NA,NA,NA,NA,NA,ATIVO,MESA,Caixa,2,NA,Auxiliar,NA,NA,NA,NA,NA,457 g
983, Caixa Som Xtreme Mini Bluetooth Fm Usb Sd P2 Portatil Alça ,343,NA,8,12,12x,28.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/JWM+IMPORTA%C3%87%C3%83O,https://produto.mercadolivre.com.br/MLB-1120162123-caixa-de-som-multi-uso-ll-up5-usbfm-35w-black-_JM,1,0,0,0,0,#1120162123,LL Audio,UP!5,35 W,Tweeter,NA,NA,Multi-uso,Amplificada,NA,NA,chao,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA
