search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Modelo alfanumérico,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
807, Caixa Acústica Ativa Frahm Gr15a Bt 800w Bluetooth Usb Sd Fm ,1352,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(9999 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 12931
		
		 sem juros
		
	

	
		",31,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/FUSION+PARTS,https://produto.mercadolivre.com.br/MLB-831302312-caixa-acustica-ativa-frahm-gr15a-bt-800w-bluetooth-usb-sd-fm-_JM,17,5,0,1,0,#831302312,Frahm,Frahm GR15A,350 W,NA,Ativo,NA,Caixa,NA,NA,NA,GR,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
808, 10 Caixa De Som Ms-357 Bt - Preço Atacado ,309,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2953
		
		 sem juros
		
	

	
		",53,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_RADOME,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RqKXoq5a527JsQEZsy3iObYWh%2F5iIGVEuMvEgHfzWBYwgkRR6qSGJEKk5s8T1cVNejKYL9dFQQLquTWBQNLxp5wr7rqu5VcV9X53NMoTqRhHCPZ4ozG7KtIYNhTrgggIjVoPvA%2Bnq%2Fxmo71QIba4LO2Gmh5OAHdKyx2IVtcLdCWRLibsuCInFf56QLu76TEaH5DeYEKmaTuiPQXZsZnJt9QyL7tbXSfJKXWGg7CWzRNRvbulvzjpO95rFVs3LrAV%2BdPGiN1xWcHvQ6zNemHxVciqKG13R6ve1%2F6LV6CJv%2BrWT1ZwaQXzYXJsJobb7g0RdxcZpE0tZIkNp5VLUbZTMkhtDF5XZo3b0vFt7TkS3xvouix717pbDnhzwMg1qvvt1zINF%2BwYjJO0HcPX3YduneR9euKrTXng9f%2F7cODQW0wVe91SJ1blW%2F4zglIQyfIITrk336fY7p5hdn69lEE3PqUy%2FChTt4dIwgyH86zPB%2FwyTtDH6kD5WqCfluXRg9%2FKL53IrYqNh%2F67zs4mt5%2F32rymEDLOY6dWPvajx6G6eFdBAdl8gYpzZVo3m6hIs%2FUXT5nw1R0vA2P55r%2B6ijHlXgfoHpTPeNv7YbnOMbO1ZgjwMQllpjVi%2BeE4CSlkn%2FPRBad4nTqp8efJs%2FSxgHIcKu9D3O2FQrVEgHO3QRCnAy%2B1ppoA85TgM9ROVwmfWMX0aHACZG1xitkf4o%2BbXKPMN95%2BbN0C%2FO0M%2FSqyOrFjLpy807XY6aWWJPthDAmath6hjqFczANrN5%2BKz9spN8oAegdyyqoae1W3TrokLGqUB1hpzsm6v3AGoVwtU%2Fsx71suRrTkYmgGbe%2FFKfXlJOOS4b73TGe%2B%2BsWplxrDcED1H2Ngrp56%2FAY8tmFJAkGbJriinue%2FfJCG%2Bm0RQve29x%2BXdpcTdaa0v7%2BJMG99%2BQTnnb00Zl76P8rQOiSthTeZ4Sndcbis4y3G27AqsfciZudMcwu%2FPlAV9wPnaafEEPRnXfWvu3Gc1AiNw7P%2FCiIZd7D33VBXGYmhTvZevJq8kiZvujNXHSt3P9qW4jlHQRpf2OA0JrR5FQBMOwJBGd2jvqNIs3BiwD4B9rA2Go6QFlHYeiRNwPH2aV5WGNe6OZyzVQQOB7p%2FK5egE0CTS5ihN8zfI%2Fwqu%2FZaKOjkT1nQp6P35udzae%2BehTzEZKHsB%2Fptko6aKOvTWdyDLVxXI1MfJm6HDfDn%2FjngDsB2Y%2F%2F6Lf48NJyXv1hnt88fhsiRsRdyOGbuwfAuPKqEQrbcaWYZ66mPtZmNBzd2BFzNi4rI0g07d61NP%2F5R%2BqwAyz%2FcbFxhaYivChXR30yiEdTLf1Ak73oTYm8TC%2FllQ4CcXmG3rwy5LHcUdnWbKQG362vfkhdM2chCk1Wk8SLyAQBYCAO1hTk9tqq%2BmU5J3tzJ9i5p0NkWESDy7WLgx%2F1K1ZdHd3xenaOuUEXWoRtHCRxwWegQTpNaKT2KEspFvfoSrzYtN2Jb7d6knUiLVLrJKVPGX1JzZFHWyaF0ZEOjYHZYa2gkPO3tGZkZJbF1zbCcVg6z5FGkpqq3CbZH93i17q9V95NEdgjW%2BUi3npfT3%2Fu%2BqdVAgusU09G%2BgQwFXIRGW5m4WY98Uw4T4477V3tzSsQuTtSWAYzncClXvtU%2BqVZ%2B1ABtCkj1FDqZ3g%3D%3D,NA,NA,NA,NA,NA,#1271076360,Mobile speakee,MS 357 BT PTO| H,6 W,NA,Subwoofer,De piso,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809, Jbl Boombox Caixa Portatil Bluetooth Bateria 24hrs Rev Ofic ,1999,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 16658
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,530,https://perfil.mercadolivre.com.br/GENERAL+ELETRO,https://produto.mercadolivre.com.br/MLB-1150433675-jbl-boombox-caixa-portatil-bluetooth-bateria-24hrs-rev-ofic-_JM,417,44,19,21,29,#1150433675,JBL,Boombox,60 W,Woofer,Ativo,NA,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810, Caixa De Som Portátil Bluetooth Jbl Xtreme 2 ,1199,NA,"
			
			
				
				3
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11459
		
		 sem juros
		
	

	
		",59,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1783,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1156773825-caixa-de-som-portatil-bluetooth-jbl-xtreme-2-_JM,1156,303,165,65,94,#1156773825,JBL,Xtreme,40 W,NA,Passivo,NA,NA,NA,1,2.393 kg,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
811, Caixa Som 2500w Amplificada Bluetooth Ativa Led Grave 12p Fm ,499,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(488 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4166
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,83,https://perfil.mercadolivre.com.br/BARATAOPONTOCOM,https://produto.mercadolivre.com.br/MLB-1149170562-caixa-som-2500w-amplificada-bluetooth-ativa-led-grave-12p-fm-_JM,60,17,3,2,1,#1149170562,Multilaser,SP219,150 W,NA,Subwoofer,"Festas, bares, palestra, igreja, karaoke, etc",Caixa,NA,NA,3.5 kg,CAIXA AMPLIFICADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812, Caixa Som Blueooth Speaker Lg 20w Apt-x Hd Apt-x Sbc Aac Pk5 ,403,NA,"
			
			
				
				11
				vendidos
			
		",(208 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3860
		
		 sem juros
		
	

	
		",60,NA,Envio para todo o país,NA,NA,5.0,1,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1182691693-caixa-som-blueooth-speaker-lg-20w-apt-x-hd-apt-x-sbc-aac-pk5-_JM,NA,NA,NA,NA,NA,#1182691693,LG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129 mm,119 mm,220 mm,NA,NA,NA
813, Caixa De Som Canhão Bluetooth Tf Cd Usb Fm Radio Com Microfo ,43,NA,"
			
				Novo
			
			
				
					 - 
				
				225
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 814
		
		 sem juros
		
	

	
		",14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,17,https://perfil.mercadolivre.com.br/ENERGIGA,https://produto.mercadolivre.com.br/MLB-1094297484-caixa-de-som-canho-bluetooth-tf-cd-usb-fm-radio-com-microfo-_JM,10,6,1,0,0,#1094297484,Grasep,002D-P8,10 W,NA,Ativo,NA,NA,NA,NA,NA,002D-P8,NA,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,NA
814, Caixa De Som Pulse Sp235 Bluetooth 50w Rms - Alta Qualidade ,317,NA,"
			
				Novo
			
			
				
					 - 
				
				35
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2642
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/JPC5121,https://produto.mercadolivre.com.br/MLB-1094502838-caixa-de-som-pulse-sp235-bluetooth-50w-rms-alta-qualidade-_JM,3,0,0,0,0,#1094502838,Multilaser,sp235,NA,NA,NA,NA,NA,NA,NA,1.3 kg,NA,NA,NA,NA,88 dB,NA,NA,NA,NA,NA,NA
815, Veteke Mini Caixa De Som Portátil Para Celular ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				129
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 664
		
		 sem juros
		
	

	
		",64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,10,https://perfil.mercadolivre.com.br/OMC+PEREIRA,https://produto.mercadolivre.com.br/MLB-940132580-veteke-mini-caixa-de-som-portatil-para-celular-_JM,9,0,1,0,0,#940132580,Veteke,VTKMPS-1W,3 W,NA,NA,NA,NA,NA,1,55 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816, Caixa De Som Para Tv Smart 80 Wats Bluetoth Soundbar Mts2019 ,379,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(94 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3632
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1229699953-caixa-de-som-para-tv-smart-80-wats-bluetoth-soundbar-mts2019-_JM,NA,NA,NA,NA,NA,#1229699953,tomate 80 wats rms,Mts-2019,80 W,Woofer,Subwoofer,"sala, De parede",Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817, Caixa De Som Bluetooth Resistente Água Usb Sd Aux Kimaster ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/GOMESARAUJOCELLCENTERLTDA,https://produto.mercadolivre.com.br/MLB-1105027459-caixa-de-som-bluetooth-resistente-agua-usb-sd-aux-kimaster-_JM,NA,NA,NA,NA,NA,#1105027459,Kimaster,K335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818, Som Maior Bowers-wilkins T-7preto Sistema Bluetooth Bateria ,2390,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(45 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 19917
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SOMMAIOR+LOJAOFICIAL,https://produto.mercadolivre.com.br/MLB-1036207076-som-maior-bowers-wilkins-t-7preto-sistema-bluetooth-bateria-_JM,NA,NA,NA,NA,NA,#1036207076,B&W - Bowers & Wilkins,B&W T-7 Preto Bluetooth,24 W,NA,Full Range,Em qualquer lugar,Caixa,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819, Caixa De Som Bluetooth Mini System Sony Gtk-xb5 ,749,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(52 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6250
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUXURIESOFICIAL,https://produto.mercadolivre.com.br/MLB-1228122566-caixa-de-som-bluetooth-mini-system-sony-gtk-xb5-_JM,NA,NA,NA,NA,NA,#1228122566,Sony,GTK-XB5,200 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCA,NA,NA,NA,NA,NA,NA,NA
820, Caixa Bluetooth Jbl Go2 Original Na Caixa Lacrada Novo Go 2 ,136,NA,"
			
				Novo
			
			
				
					 - 
				
				89
				vendidos
			
		",(37 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1133
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/JVL1819,https://produto.mercadolivre.com.br/MLB-1236786469-caixa-bluetooth-jbl-go2-original-na-caixa-lacrada-novo-go-2-_JM,1393,101,18,4,3,#1236786469,JBL,GO 2,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA
821, Caixa De Som Bluetooth Caixinha De Som Caixa Amplificada ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				30
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 705
		
		 sem juros
		
	

	
		",05,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/ATURN,https://produto.mercadolivre.com.br/MLB-1146849881-caixa-de-som-bluetooth-caixinha-de-som-caixa-amplificada-_JM,NA,NA,NA,NA,NA,#1146849881,Inova,RAD-377Z,5 W,mid Bass,Ativo,Movel,Redondo,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822, Caixa De Som Jbl Portátil Bluetooth Com Luzes Party Box 200 ,1871,NA,"
			
			
				
				2
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15600
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1156792366-caixa-de-som-jbl-portatil-bluetooth-com-luzes-party-box-200-_JM,NA,NA,NA,NA,NA,#1156792366,JBL,Party Box 200,NA,NA,NA,NA,NA,NA,NA,15.32 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823, Caixa De Som Bluetooth Sumay Sm-cap12t - 400w Profissional ,779,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(48 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7455
		
		 sem juros
		
	

	
		",55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,69,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1070226975-caixa-de-som-bluetooth-sumay-sm-cap12t-400w-profissional-_JM,50,10,6,1,2,#1070226975,Sumay,Thunder Black,400 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,SM-CAP12T,NA,USB,NA,NA,NA,NA,NA,NA,NA
824, Caixa De Som Bluetooth C/ Led / Estilo Caveira - 6w ,175,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(987 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1673
		
		 sem juros
		
	

	
		",73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VALVOLANDIAPILHASEBATERIAS,https://produto.mercadolivre.com.br/MLB-1178005135-caixa-de-som-bluetooth-c-led-estilo-caveira-6w-_JM,NA,NA,NA,NA,NA,#1178005135,Flex,XC-DJ-16BT,6 W,Tweeter,Tweeter,HORIZONTAL,Line array,5.1,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
825, Caixa De Som Sumay Amplificada 400w +fm + Bluetooth + Led ,859,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(48 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7167
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,69,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1074085086-caixa-de-som-sumay-amplificada-400w-fm-bluetooth-led-_JM,50,10,6,1,2,#1074085086,Sumay,Thunder Black,400 W,NA,Ativo,NA,NA,NA,NA,NA,NA,SM-CAP12T,NA,USB,NA,NA,NA,NA,NA,NA,NA
826, Caixa Som Amplificada 500w Bluetooth Falante15' +2 Microfone ,783,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(70 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6526
		
		 sem juros
		
	

	
		",26,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,153,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1236344346-caixa-som-amplificada-500w-bluetooth-falante15-2-microfone-_JM,109,25,11,4,4,#1236344346,Amvox/Knup,ACA501 NEW/KP-M0001 PRETO,500 W,Subwoofer e Tweeter,Ativo,"De piso, De mesa",Caixa,2.1,NA,13.64 kg,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,Preto
827, Caixa De Som Jbl Go 2 Cinnamon Original Bluetooth Com Nota ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1499
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/IMPORIUM+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1103573775-caixa-de-som-jbl-go-2-cinnamon-original-bluetooth-com-nota-_JM,1393,101,18,4,3,#1103573775,JBL,GO 2,3 W,NA,Passivo,NA,NA,NA,1,0.18 kg,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,NA
828, Caixa Som Amplificada Portátil Bluetooth 1000w P10 Usb Sd ,360,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3441
		
		 sem juros
		
	

	
		",41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1227748645-caixa-som-amplificada-portatil-bluetooth-1000w-p10-usb-sd-_JM,NA,NA,NA,NA,NA,#1227748645,Vinik,CP100BT,100 W,NA,Ativo,NA,Caixa,NA,3,2.615 g,Caixa De Som Amplificada,7908020907527,NA,Bluetooth. USB. Cartão SD. Auxiliar P2. Microfone P10. FM,85 dB,27 cm,22 cm,39 cm,NA,NA,NA
829, Caixa De Som Amplificada Microfone Usb Mp3 Radio ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				257
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1156
		
		 sem juros
		
	

	
		",56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,17,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-945250318-caixa-de-som-amplificada-microfone-usb-mp3-radio-_JM,6,5,5,0,1,#945250318,Infokit,RADIO Bluetooth,12 W,Woofer,Subwoofer,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830, Caixa Som Amplificada Bluetooth 500w Portátil Led Falante 15 ,716,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(70 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6848
		
		 sem juros
		
	

	
		",48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,153,https://perfil.mercadolivre.com.br/JDCOMERCIALRA,https://produto.mercadolivre.com.br/MLB-1187374437-caixa-som-amplificada-bluetooth-500w-portatil-led-falante-15-_JM,109,25,11,4,4,#1187374437,AMVOX,ACA 501 NEW PRETO BIVOL,500 W,Subwoofer e Tweeter,Ativo,"De piso, De mesa",Caixa,2.1,NA,13.1 kg,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,Preto
831, Caixa Som Bluetooth Jbl Go 2 Laranja Original Com Garantia ,205,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1708
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1142815773-caixa-som-bluetooth-jbl-go-2-laranja-original-com-garantia-_JM,1393,101,18,4,3,#1142815773,JBL,GO 2,3 W,caixa,Passivo,"area externa, mesa",NA,NA,1,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,NA
832, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao 220b ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				21
				vendidos
			
		",(45 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-942999731-caixa-caixinha-som-amplificada-bluetooth-mp3-usb-cartao-220b-_JM,NA,NA,NA,NA,NA,#942999731,Goldenultra,MS-220BT / GT-259BT / GT-262BT / D-BH1060,12 W,NA,Ativo,NA,NA,NA,3,NA,Mobile Multimedia Speaker,MS-220BT / GT-259BT / GT-262BT / D-BH1060,110V/220V (Bivolt),Auxiliar,80 dB,NA,NA,NA,108 MHz,87.5 MHz,NA
833, Caixa Som Portátil Recarregavel 5000w Multiuso Amvox ,829,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(107 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6916
		
		 sem juros
		
	

	
		",16,NA,Entrega a combinar com o vendedor,NA,NA,4.5,153,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166274422-caixa-som-portatil-recarregavel-5000w-multiuso-amvox-_JM,109,25,11,4,4,#1166274422,AMVOX,ACA 501,500 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,110V/220V (Bivolt),USB,NA,NA,NA,NA,NA,NA,NA
834, Caixa De Som Bluetooth Portátil Rádio Fm Usb Micro Sd 8w ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				18
				vendidos
			
		",(82 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 650
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/PEOPLE+CENTER,https://produto.mercadolivre.com.br/MLB-1038746995-caixa-de-som-bluetooth-portatil-radio-fm-usb-micro-sd-8w-_JM,NA,NA,NA,NA,NA,#1038746995,Grasep,D-BH1019,NA,NA,NA,NA,NA,NA,NA,300 g,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
835, Caixa Amplificada Multi Connect 30w Mco-05 Mondial Bivolt ,170,NA,"
			
			
				
				137
				vendidos
			
		",(40 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1424
		
		 sem juros
		
	

	
		",24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,15,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064892678-caixa-amplificada-multi-connect-30w-mco-05-mondial-bivolt-_JM,11,2,0,1,1,#1064892678,Mondial,MCO-05,30 W,NA,Ativo,NA,Caixa,NA,NA,2.75 kg,Multi Connect,MCO-05,NA,Auxiliar,NA,18.8 cm,NA,32.8 cm,NA,NA,NA
836, Caixa Som Bluetooth Boombox Grande 60w + Carregador Brinde ,359,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(23 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3431
		
		 sem juros
		
	

	
		",31,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPRE+F%C3%81CILBR1,https://produto.mercadolivre.com.br/MLB-1185443860-caixa-som-bluetooth-boombox-grande-60w-carregador-brinde-_JM,NA,NA,NA,NA,NA,#1185443860,Boombox,Boombox Grande,60 W,Passivo,Passivo,NA,Circular,5.1,2,1500 g,Caixa Som,Boombox Com Alça,NA,USB,90 dB,NA,NA,NA,1800 MHz,150 MHz,NA
837, Caixa Amplificada Portátil Bluetooth 100w Rms Microfone Fm ,385,NA,"
			
				Novo
			
			
				
					 - 
				
				526
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3208
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,10,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-965584118-caixa-amplificada-portatil-bluetooth-100w-rms-microfone-fm-_JM,6,2,0,0,2,#965584118,Vinik,CP-100BT,100 W,NA,Ativo,NA,Caixa,NA,1,3 kg,Caixa De Som Amplificada,NA,NA,Entrada para Microfone,85 dB,37 cm,20 cm,25 cm,20 kHz,100 Hz,NA
838," Caixa De Som Harman Onyx Studio 4, Bluetooth, 60 Watts ",692,NA,"
			
			
				
				11
				vendidos
			
		",(471 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5771
		
		 sem juros
		
	

	
		",71,NA,Envio para todo o país,NA,NA,3.0,1,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1093381776-caixa-de-som-harman-onyx-studio-4-bluetooth-60-watts-_JM,NA,NA,NA,NA,NA,#1093381776,JBL,Onyx,60 W,NA,Ativo,Portátil,Caixa,.,NA,2.06 kg,Studio,NA,NA,NA,NA,27.8 cm,15.95 cm,26 cm,NA,NA,NA
