search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material
792, Capa Capinha Ultra Fina Tpu Transparente iPhone 7 8 Plus ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(932 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1iUOpBP8rlNaXI4q8VaX%2Fn33XL1WV2UjewuA8drFCXTQEaapbP%2Bb5aMH%2BkBQcu5PNKJQL1zVXX80pGHBT6API69z%2BtgmkkdP1JJI7tlTXTBnD4F8aJST59MAc7bxoDRA59f4Tec%2Bu%2BEHC%2FHcOzBLipYE8UEypMuMNMrI4ysenuNZoFMVX%2BamqYRqbadH9ZfxL4wJHRE4kIz%2FoLTLPK%2FIbrjFcY8p8yGazwxY2tZVCVXswIR0M97cllG39IJMNq%2FTXiqvo99SU1NtnXqaRIbsxEyHXGktLawhmMJN4W5UDERlPniZmzsayf18LqeFlKbVlZ%2F%2Ft2yVIcG7GQDtx9kMG3BEGA5dhBeXKSfe%2F%2B02SpSKoAqd%2BWW9uc5svjtWhMNPX5EwfzXxyDjyXLvJwKbx8hi4L8PP%2F%2FvhkClC7bN03zjgKqHrRZsdMu%2BDc6oj9lkVW8dK3eLc33BSdNq2uxKdWvV4MU%2FFVg%2FNCBdPyraYTFcS1gg6V88T1URPcthrB%2BZ2bsM0skvMDeEZvOvCXL0h7TYZFTaddIMAFrXE7bF2%2BnxLpGFFwLVP45MG2hYCxMBwu0dqlZWsDfJufKRpRfe38wYzIp%2Fdkmo8%2BOm26ZBfU5AlIr1PFETj2BXgHz6SinyuqqHY3JQBZSyYjjgVGrV1cJRchQBjNv3yEu5Qt5cX%2B88EFYk3Kq%2FJWBHyeXbu0p81UOTaZOTmfYT%2BmTtS3ZVB8hXAHxo5lMBNcxG48idUXvdi4oPH19gJC6%2F1qmfVTsXZMey43MXBmHdkkDg37JqxAOpTmSQG5FerooIQBQmGsfX4YqIZl7bp7lsArhHFi%2BSPHYoxeKaSKQBAGXzJDvW7ccWzaigkmj%2ForWD9dTPijS3bIRRTbwdo8JEcuW%2F%2FpsS%2BZAyX%2BhFXE4izXzsL%2FqAjF0FhVGAstpWuV7dgmTRtnf8XsfW98mehWk3jJg7NZjAaDB0Ho3WhehqCab95v2BkgYqPoDMinfiOpOmdvYMy%2BroAwIsU%2B33%2BFDaW%2B4avJk%2BluKgLqj8v4vYmLsc8WO%2B%2F9E6bBMCRalIDexl6c4gj8mNA2tnUqIvyUM3St4UYGbgyXqywniLqo8eu7GptFky8M7%2FRQyIg%2BGSj5EWCCEl2hCmVFAzzZY2hnody43A7ciBtHNSkncy7XaxorhFxFeujlb%2B49REGRXZ%2BD8uOpkEcwJRR7Ttf1q5NL4U2P7PxER6Flh46tKTEHAXpwgPDYd2beCFA%2FPnms1AnxzyVJ1YiFo5CdW9mShNA9yNvkfK0JIQeMPlC8lVz%2FcO8Fkd1nbJIaIC1%2FRzoUxKhflm%2BlToKEuTM%2FrVidxVhCv0TuNsv76nYja3t5Tvfv3rXZ8zQ3GSo3PjFkn3t7ixPyTYuIMU%2BMG3ZHdunYFz81ol6flksCxBw3ASYXgH39vRtNG%2FpXXeDdrtgb7tU2n605e6NM%2FGC2a8A%2FNuwyOGTN23ERxybmj3PoKCDJliBixN73SvESxljUMunAA%3D%3D,NA,NA,NA,NA,NA,#1246923437,Apple,Apple,iphone7 plus  iphone 8 plus,iPhone,Apple Original,Silicone- Aveludada
793, Capinha Capa Case Celular Mickey Minnie - iPhone 8 ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				14
				vendidos
			
		",(78 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 616

			 sem juros
			
		
	


	
		",16,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTREME.DEAL,https://produto.mercadolivre.com.br/MLB-680864931-capa-case-capinha-iphone-7-iphone-8-mickey-carinha-luxo-_JM,NA,NA,NA,NA,NA,#680864931,Extreme.Deal,Apple,iPhone 7 ou 8,silicone,Silicone,Silicone
794, Capinha Case Incrível Para Iphone 8 Plus E 7 Plus - Colorida ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(278 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 581

			 sem juros
			
		
	


	
		",81,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936507519-capinha-capa-case-celular-mickey-minnie-iphone-8-_JM,NA,NA,NA,NA,NA,#936507519,Fanatic Store,Apple,iPhone 8,iPhone 8,capinha,Emborrachada
795, Capinha Anti Impacto Queda iPhone 5 5s Se 6 6s 7 Plus X ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				278
				vendidos
			
		",(1200 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 532

			 sem juros
			
		
	


	
		",32,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/CORONITASCOMERCIOLTDA,https://produto.mercadolivre.com.br/MLB-995009939-capinha-case-incrivel-para-iphone-8-plus-e-7-plus-colorida-_JM,9,1,0,0,0,#995009939,Genérico,Apple,iPhone 8 Plus,Silicone,Silicone,Silicone
796, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada ,11,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(20 disponíveis),"
	
		
			
		

		2x 
		
			
				R$ 595

			 sem juros
			
		
	


	
		",95,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VENDASMIXX,https://produto.mercadolivre.com.br/MLB-1157221104-capinha-anti-impacto-queda-iphone-5-5s-se-6-6s-7-plus-x-_JM?searchVariation=31309780661,NA,NA,NA,NA,NA,#1157221104,Importada,Apple,Escolher no anúncio.,TPU,Capinha,Silicone
797, Capinha Case Original Apple iPhone 8 Plus + Película 5d ,45,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(349 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 754

			 sem juros
			
		
	


	
		",54,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1176904609-capinha-case-original-apple-iphone-8-plus-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1176904609,Apple,Apple,Iphone 8 plus,Silicone,Case,Silicone Aveludada
798, Capinha Capa Case Colors Femininas 2 iPhone 8 / 8 Plus ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				37
				vendidos
			
		",(3663 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 583

			 sem juros
			
		
	


	
		",83,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AJCAPA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=6qmegJSnMJEdKyHkXHUymHtaWuw3UwbM4ROTG5nBs9jN%2FmIVxIGtgvsw9YCiNhyW8OuDTTSyfe3%2FtyxmlbnYnsgGza7wFmSLtHLXHf4iHBN2bZax4eiD21pqSCTT8z2G2MIkRbX69uxFZkQQ01CccveSzbA%2F3mLiYBrlQo9lUxFQnTstEUbbivsSpcrAstmGe8Abl4fboFpq4TWWSp2tfMzONSwnKQDn3fT8weS6tCLgz5a9R2eIq2lZ8ToUmMPZml4szisFExwnp70nxIZ1sRXg4j7RskqYUS0d%2Ff8ujrhkB9I4hKdr%2FOXfH3aWmCHQAsQJ9%2BR7iZEpZH19pSgCR2RLCoBA9MVi5V9h%2FjMIl13B2tKfV9JP40L7o5GpZvwYK4UxCZMzOCkOK5Ezc3lIchVoAPRxhfY8b0F7AnNVLaHwxC41oZ06mh9W5YSUrDf5yi1Lk1s2LA2J6lYdxV1c%2BLKHlryPe9XaZJZ09%2Fm5G%2F4LKcp5HlJSS0BFeeD6uFrbkdst8LrjvvM6CzHnebGd4JW88Oi9z6XWeCNQHqAXnF6PrUO0kEH3BwhOREnfXiM8QmLioDZUswHzNuCFKsymWeOXDPKFM56GuwBMv%2FogKCfUDdeIqx5tq815v0OA9InwkUgKd%2FDUcmKQR1DFOIlrD4qMH0IVedbW1yOiPVwfiTZrOgfEyMnJiviAnS85haIOpEMoxbTxWzyufakGhKrgM8lUm4shrnrRxMH2zwxpyUWEqu7uEqRoiUNat1PhfSQaF4clMo0qb0Orn1rEhsDDg4aZKvdHgghfv6GO8jHclCuTj5cje5F%2FJxf0%2F2PZcj%2FPc2lb%2BUH8iQ54El2%2BHLt%2BIhM3Yuiaa%2BAJO%2BTJXYYTc8Y7yTSi8yeC7WtTZRjrvUFiRVJfD2v%2Fh2L3RMsxlTKY0DkFDnUkhWfl4TunwRq%2FZU5acNla6GtZRHhTY5jF2ML52Of%2FtIki6iZRiHtn2n6mfn0%2BfPGMDJgpN5YvyfJ78gWNZ2rTaq25RhteeXmxgAU4UjCSV%2FRHW1kIfUb2JToJ4ZfjbENd6qlgZ2baHTEhgplPSmByZTU9onpd62IfGWaXijS9Fm7gSAIh9eU3t9okx4Qb5Owp0dNw%2BurbYnv4%2BQpYf55f7L4IXj2bpMG84WaDqgokiFwGm2M6qCbKG43lVYt6cRHSRQ1krjBihIje3QKK%2BJOhiDxFfZBPSZ8pmDqJ00eonTjTxfxrQNaraEsR2bxDAdfpWJANqFWEBYz8jdiRvVkQFCrzsQac85OnVai1FaMWHekgzFUjaWvnrgIUNDBuQttqTfiFY5%2Fy8z2KmsCcbukwpGRrB6iNW7sbRkiUH5wC%2BjtDDvjwdPmzuWAGCHVk7G5x1aoNEC8AqFGD1X%2B4gYduGyBpxQ1%2Fn9wk8uB8Myp%2BlZxnmNyZby46f5e4%2Frp6xVcMKg15QsVukkQTzgCqI%2F10YLE7ZunApq4LDgAJOIPFjl1lmQsVvTkvjQ%3D%3D,NA,NA,NA,NA,NA,#1234100623,ADS,Apple,Iphone 5_Se_6_6+_7_7+_8_8+,Capa Fina 3 em 1,Case cabido,TPU/Policarbonato
799, Capa Case Capinha Silicone 3d Coruja iPhone 7 8 / 7 8 Plus ,24,NA,"
			
				Novo
			
			
		",(989 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 622

			 sem juros
			
		
	


	
		",22,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/TAMIRISLENHARO,https://produto.mercadolivre.com.br/MLB-1233168399-capinha-capa-case-colors-femininas-2-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1233168399,Tudo Celular,Samsung,Mais de 150 Modelos,Silicone,Silicone,Silicone
800, Capinha Com Nome Iniciais Cerejeira Iphone 8 ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(6 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 638

			 sem juros
			
		
	


	
		",38,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-929414067-capa-case-capinha-silicone-3d-coruja-iphone-7-8-7-8-plus-_JM?searchVariation=18821125068,NA,NA,NA,NA,NA,#929414067,Apple,Apple,iPhone 7 / 7 Plus,7 / 7 Plus / 8 / 8 Plus,NA,Silicone
801, Capa Carteira Couro Nome Borb Preto iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
		",(34965 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 598

			 sem juros
			
		
	


	
		",98,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1088553528-capinha-com-nome-iniciais-cerejeira-iphone-8-_JM,NA,NA,NA,NA,NA,#1088553528,CELLWAY,Apple,IPHONE 8,INICIAIS CEREJEIRA,FLEXÍVEL,SILICONE / TPU
802, Capinha Case Ultra Fina Para iPhone 8 7 6s Plus X 0.3mm Tpu ,69,NA,"
			
				Novo
			
			
		",(11988 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 582

			 sem juros
			
		
	


	
		",82,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1182672632-capa-carteira-couro-nome-borb-preto-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1182672632,CELLWAY,Apple,IPHONE 8 PLUS,CAPINHA CARTEIRA COM NOME,Carteira,Couro
803, Capa Capinha Magnetica Premium iPhone 7 8 Plus X Xs Xr Max ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				38
				vendidos
			
		",(6 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 568

			 sem juros
			
		
	


	
		",68,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DAS+VENDAS,https://produto.mercadolivre.com.br/MLB-860992574-capinha-case-ultra-fina-para-iphone-8-7-6s-plus-x-03mm-tpu-_JM,NA,NA,NA,NA,NA,#860992574,Apple,Apple,iphone,Slim,ultra fina,NA
804, Capinha Capa iPhone 7 E 8 Silicone Colors + Pelicula Vidro ,59,NA,"
			
				Novo
			
			
		",(1434 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 600

			 sem juros
			
		
	


	
		",00,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MERY+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1217037495-capa-capinha-magnetica-premium-iphone-7-8-plus-x-xs-xr-max-_JM?searchVariation=35717424292,NA,NA,NA,NA,NA,#1217037495,jk capas,Apple,iphone,magnetica,capa protetor,metal e vidro
805, Capa Capinha Celular Mulher Maravilha - Iphone 8 Plus ,67,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(284 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 650

			 sem juros
			
		
	


	
		",50,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-758466670-capinha-capa-iphone-7-e-8-silicone-colors-pelicula-vidro-_JM,NA,NA,NA,NA,NA,#758466670,H'maston,Apple,"iPhone 7 e iPhone 8 4,7",Capa em Silicone / TPU,Capa em Silicone / TPU,Silicone
806, Capinha iPhone 8 / 8 Plus + Película 5d De Brinde!!! ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(2995 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 581

			 sem juros
			
		
	


	
		",81,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937471710-capa-capinha-celular-mulher-maravilha-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937471710,FS Store,Apple,iPhone 8 Plus,Case,capinha,Emborrachada
807, Capinha Carteira Couro Pink Iphone 8 ,85,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 708

			 sem juros
			
		
	


	
		",08,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1171566267-capinha-iphone-8-8-plus-pelicula-5d-de-brinde-_JM,NA,NA,NA,NA,NA,#1171566267,Apple,iPhone,IPhone 8 / 8 Plus,Case,Silicone,Silicone aveludada
808, Capinha Heróis Marvel Homem De Ferro - iPhone 8 8 Plus ,49,NA,"
			
				Novo
			
			
		",(47952 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 832

			 sem juros
			
		
	


	
		",32,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1064187309-capinha-carteira-couro-pink-iphone-8-_JM,NA,NA,NA,NA,NA,#1064187309,CELLWAY,Apple,IPHONE 8,CAPA CARTEIRA,Carteira,Couro
809, Capinha Para iPhone 7 / 7 Plus - Apple- Aveludada ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(95 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 661

			 sem juros
			
		
	


	
		",61,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1019455138-capinha-herois-marvel-homem-de-ferro-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1019455138,Capinha 2D,Apple,Variados,Variados,2D,NA
810, Capinha Para iPhone 7 / 7 Plus - Apple Aveludada ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 633

			 sem juros
			
		
	


	
		",33,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1179187535-capinha-para-iphone-7-7-plus-apple-aveludada-_JM,NA,NA,NA,NA,NA,#1179187535,Apple,iPhone,iPhone 8 / 8 Plus,Case,silicone,silicone aveludada
811, Kit Capinha Ultra Fina E Película Gel iPhone 8 / 8 Plus ,45,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(200 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 750

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1185191276-capinha-para-iphone-7-7-plus-apple-aveludada-_JM,NA,NA,NA,NA,NA,#1185191276,Apple,iPhone,iPhone 8 / 8 Plus,Case,silicone,silicone aveludada
812, Capinha Case Original Apple iPhone 8 Plus ,19,NA,NA,(86 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 538

			 sem juros
			
		
	


	
		",38,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1192432904-kit-capinha-ultra-fina-e-pelicula-gel-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1192432904,Hrebros,Apple,NA,NA,NA,Silicone
813, Capinha Maxima Proteção 3 Em 1 iPhone 5_5s_se_6_7_8_plus ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 578

			 sem juros
			
		
	


	
		",78,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1171741309-capinha-case-original-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1171741309,Apple,NA,NA,NA,NA,NA
814," Capa Capinha Case Cristal Iphone 8 (4,7) + Película De Vidro ",37,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(18 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 703

			 sem juros
			
		
	


	
		",03,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-935058760-capa-capinha-case-cristal-iphone-8-47-pelicula-de-vidro-_JM,NA,NA,NA,NA,NA,#935058760,H'maston,Apple,iPhone 8 e iPhone 8 Plus,TPU / SILICONE,TPU / SILICONE,Silicone
815, Capinha Case Para iPhone 8 Plus ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 570

			 sem juros
			
		
	


	
		",70,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1176909696-capinha-case-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1176909696,Apple,iPhone,Iphone 8,Case,Silicone,Silicone Aveludada
816, Case/capinha P/ iPhone 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 554

			 sem juros
			
		
	


	
		",54,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1177254620-casecapinha-p-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1177254620,Apple,iPhone,Iphone 8,Case,Silicone,Silicone Aveludada
817, Capinha Harry Potter Hogwarts Always - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(96 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1021734462-capinha-harry-potter-hogwarts-always-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021734462,Capinha 2D,Apple,Variados,Variados,2D,NA
818, Capinha Floral Florida Flores Com Nome Iphone 8 Plus ,22,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 572

			 sem juros
			
		
	


	
		",72,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1173363471-capinha-floral-florida-flores-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1173363471,Lucases,Apple,Iphone,iPhone 8 Plus,Personalizada,Silicone
819, Capinha Arlequina Coringa Heróis Dc - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(96 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1021690261-capinha-arlequina-coringa-herois-dc-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021690261,Capinha 2D,Apple,Variados,Variados,2D,NA
820, Capinha Capa Time Grêmio Imortal - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1130093692-capinha-capa-time-grmio-imortal-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1130093692,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
821, Capinha Original Silicone Apple - iPhone 8 ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 544

			 sem juros
			
		
	


	
		",44,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1177243024-capinha-original-silicone-apple-iphone-8-_JM,NA,NA,NA,NA,NA,#1177243024,Apple,Apple,Iphone 8,Silicón,Celular,Silicone Aveludado
822, Capinha Anime Dbs Goku Bills Jiren - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(96 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1022122298-capinha-anime-dbs-goku-bills-jiren-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1022122298,Capinha 2D,Apple,Variados,Variados,2D,NA
823, Capinha Flores Rosas Capa Preta Com Nome Iphone 8 Plus ,22,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 572

			 sem juros
			
		
	


	
		",72,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1188994844-capinha-flores-rosas-capa-preta-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1188994844,Lucases,Apple,Iphone,Iphone 8 Plus,Personalizada,Silicone
824," Capinha A Prova Dágua Para Apple iPhone 8, 8 Plus, iPhone X ",20,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(988 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 540

			 sem juros
			
		
	


	
		",40,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TNCAPAS,https://produto.mercadolivre.com.br/MLB-1019090585-capinha-a-prova-dagua-para-apple-iphone-8-8-plus-iphone-x-_JM,NA,NA,NA,NA,NA,#1019090585,TPU,Apple,Iphone X,prova dágua,NA,NA
825, Capinha Flamengo Fluminense Time - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(94 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1026933194-capinha-flamengo-fluminense-time-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1026933194,Capinha 2D,Apple,Variados,Variados,2D,NA
826, Capinha Pantera Negra Iphone 8 X 8 Plus ,39,NA,"
			
				Novo
			
			
		",(1010 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 662

			 sem juros
			
		
	


	
		",62,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1070918599-capinha-pantera-negra-iphone-8-x-8-plus-_JM,NA,NA,NA,NA,NA,#1070918599,Lucases,Apple,Iphone,Iphone 8 X 8 Plus,Personalizada,Silicone
