search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Formato do alto-falante,Largura,Profundidade,Altura,Voltagem,Tipos de alto-falante,Lugares de colocação,Configuração de canais,Conectores de entrada,Linha,Quantidade de alto-falantes,Sensibilidade de entrada,Cor,Resposta máxima em frequência,Resposta mínima em frequência,Peso
1322," Caixa De Som Jbl Go 2, Bluetooth, 3 Watts, Preta ",159,NA,"
			
			
				
				5
				vendidos
			
		",(308 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1520
		
		 sem juros
		
	

	
		",20,NA,Envio para todo o país,NA,NA,4.9,35,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1088179817-caixa-de-som-jbl-go-2-bluetooth-3-watts-preta-_JM,30,2,0,0,0,#1088179817,JBL,GO 2,3 W,Mini tweeter,Caixa,7.12 cm,3.15 cm,8.6 cm,NA,NA,Portátil,0,NA,NA,NA,NA,NA,NA,NA,184 g
1323, Caixa Jbl Original Partybox 300 Bluetooth 120w C/ Garantia ,2325,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 22221
		
		 sem juros
		
	

	
		",21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,33,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1215115427-caixa-jbl-original-partybox-300-bluetooth-120w-c-garantia-_JM,28,4,0,0,1,#1215115427,JBL,PartyBox 300,120 W,Ativo,Caixa,NA,NA,NA,NA,Woofer,"chão, parede, estante",NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA
1324, Caixa De Som Jbl Flip4 Portátil Bluetooth Camuflada Original ,519,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4329
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2902,https://perfil.mercadolivre.com.br/VPSOM,https://produto.mercadolivre.com.br/MLB-906227684-caixa-de-som-jbl-flip4-portatil-bluetooth-camuflada-original-_JM,2635,188,38,11,30,#906227684,JBL,Flip 4,16 W,Passivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flip Series,NA,NA,NA,NA,NA,NA
1325, Caixa Som Amplificada Bluetooth Top Tg113 Portátl ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				54
				vendidos
			
		",(191 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 907
		
		 sem juros
		
	

	
		",07,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HONGCHENAUDIOEVIDEOME,https://produto.mercadolivre.com.br/MLB-1109045705-caixa-som-amplificada-bluetooth-top-tg113-portatl-_JM,NA,NA,NA,NA,NA,#1109045705,TEG,tg113,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512 g
1326, Gabinete Caixa Som Chatter 3 Vias Para Falante 10 Polegadas ,190,NA,"
			
				Novo
			
			
				
					 - 
				
				27
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1583
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/MIXACESSORIO1,https://produto.mercadolivre.com.br/MLB-687856875-gabinete-caixa-som-chatter-3-vias-para-falante-10-polegadas-_JM,NA,NA,NA,NA,NA,#687856875,chatter,Gabinete,0 W,0,Caixa,NA,NA,NA,NA,Woofer,De piso,0,NA,NA,NA,NA,NA,NA,NA,NA
1327, Caixa De Som Bluetooth Jbl Go 2 Original - Cinnamon ,183,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1533
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1482,https://perfil.mercadolivre.com.br/GOLDSCSHOP04,https://produto.mercadolivre.com.br/MLB-1173677403-caixa-de-som-bluetooth-jbl-go-2-original-cinnamon-_JM,1359,98,18,4,3,#1173677403,JBL,GO 2,3 W,Ativo,redondo,NA,NA,NA,NA,Subwoofer,varios,NA,NA,NA,1,80 dB,NA,NA,NA,NA
1328, Soundbar 80w Tomate 2019 Entrada Óptico Usb Bluetooth Bivolt ,339,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(1024 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2833
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUXURIESOFICIAL,https://produto.mercadolivre.com.br/MLB-1244351422-soundbar-80w-tomate-2019-entrada-optico-usb-bluetooth-bivolt-_JM,NA,NA,NA,NA,NA,#1244351422,Tomate,MTS2019,80 W,NA,Line array,NA,NA,NA,NA,Soundbar,"Sala, Quarto, Varanda",Não se aplica,NA,NA,NA,NA,NA,NA,NA,NA
1329, Caixa Som Bluetooth P2 Speaker Caveira Prata iPhone Celular ,67,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 646
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MUNDOWARE,https://produto.mercadolivre.com.br/MLB-1038981612-caixa-som-bluetooth-p2-speaker-caveira-prata-iphone-celular-_JM,NA,NA,NA,NA,NA,#1038981612,Nt,Caveira Prata 2732,10 W,Ativo,Caixa,NA,NA,NA,NA,Subwoofer,mesa,2.1,P2,AeroSkull Bluetooth,2,NA,NA,NA,NA,330 g
1330, Caixa De Som Amplificada Bluetoot Portátil Microfone Grátis ,92,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 770
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2373,https://perfil.mercadolivre.com.br/TOPCELL+II,https://produto.mercadolivre.com.br/MLB-1214571951-caixa-som-charge-3-grande-bluetooth-potent-30w-mega-promoco-_JM,1761,337,137,53,85,#1214571951,JBL,Charge 3 Grande,30 W,"Passivo, Ativo",Caixa,NA,NA,NA,NA,Woofer,De piso,2.1,USB,NA,2,80 dB,NA,20 kHz,65 Hz,800 g
1331, Caixa Som Charge 3 Grande Bluetooth Potent 30w Mega Promoção ,86,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(4990 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 830
		
		 sem juros
		
	

	
		",30,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LCPINFO,https://produto.mercadolivre.com.br/MLB-1207186379-xiaomi-mini-caixa-de-som-bluetooth-100original-lacrado-_JM,NA,NA,NA,NA,NA,#1207186379,Xiaomi,M/I,2 W,xiaomi,NA,NA,NA,NA,NA,NA,NA,nqo,NA,NA,NA,NA,NA,NA,NA,NA
1332, Xiaomi Mini Caixa De Som Bluetooth 100%original Lacrado ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1250
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RONC.,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=vyJamf1a33RLtsjz0GoLCbX%2BrooqchihgJmYyyqU1rFu8rcr2bDXFmD5Df6KfGRC4M6J1CTnc2l0WPF7UhkxntOkp49Gq9AbwdmEXKmpYINgNmWW%2B1p%2BpYkrl%2Fuu%2Fy%2BVDHgmdU68aUixQINxb7HGMO7w%2FgOP0aT%2Fg5DOrP%2BMHNMaOiaRFdzLelo2WJ5dqDoccXFbiuv0l6Hz1Iv6Tgt8iCaDpnjX1a9lV6KzTk%2Fx8eFiDeJJ75FnZyH2NeoZKslTdEOL39kbP2u3GdxhBu4pn2qw1PHrLDGtSllTmiDGx0aGFYieNRtSZLWJWOkuoclW7Zy0%2FPt1XQrItbETPYPztZ3dZ0okRXqm1gbhYfdpTwvnbBn307qmNi74SOSZNBVhgueJPPQFlVjV5xGa8yaHseoPq%2B7W%2FC9dFNXbGlGiBJCibfKnCQwVNj%2FZGZrftHKn2hOzgiFGG8l4lE42gapz6ndWC37Ls4tc1s598%2BvKDgVGGQIiDFb8bKPjO980PHaAuJWZRBt8Snwoij6GvdIYghz9dVxTFrwKF1iXezgfWBTML2yOS6bnvzNAN2k1j2j40tNuTWbVRXLNedA8wLNEjK1qkeF%2Bcp88JaMK98yIFx2F9FrttC7YwAKR9rQwrJj6G0tGxCHGcsqz721X07w5FN8oxgiwLmVhkXgO5jEfwWvsiqCG0jV%2BsUPNWc39mwxgSYtj7ruyhqqC6ypLVTNuYaYekWqlKMVFu%2FR%2BdU%2B6eGHYW5h5EDNIew3KvJY%2FdQgLhPBNU9j7qn2w5BWdHeDMQETQmvGcXQxZBe6Eb1MlCcN9TLo8OhyGm0oEms9Blzi3U%2Fb145G0Ex1ZKx%2FR6X10YFXK2alrmgkg7HY2SeVyOUzrt%2Fh6RS4Oiqlir9llWPUMR772fm1Y3UWYkHDQkI%2FDRC2J%2FoZM3bptr6t1eAUTpGhlgjAPpAXDIfreVfRc4aGgkVY2OYviZihKX2CM6GtfVPMOrPPsObUTjRdO6DkvGvhjVfLkaWe7rQCdHn5CtTav6eK8YONSthRMQBKz3gybKdqq5CHXQ5FgIuo21Arex8DEa30WFKSTJ00iJY6EcN41OBqFpZtq%2BGHmETlJT5fxMX61yL8D6yXZqoSEZd14SaKpNzj9MMkAWG%2B0QwgKK22tgvo5AaqH100p7LJ5CIChXAi%2BiMYh2CG9wZx62%2Bw1nbDCvWpeThqVedz8rt1k8TLRhwMyw5VlsJztguVqoPk0BAdPoG3vm0AdOSAoNAEKwp%2FBvoO7RZRPOqmGMQNe%2F7YQEuh8orm4Zcd8j78viTULssAwNU%2F%2BmUnk%2B%2F1a13S6P9jAB3yXEXsvulvtIVpVcTcGBGdrKwMtzuTUVmYWRuszvxeXYQxkkE3ZZmMbzpY%2Bqt0BRcuKiagfyxvNKYqlh%2FAPRG5SiTVhcU8hLMtThKHKpNdI27dJkRiML%2BVnF27s8yekx4EG9XIeKuew45Kk69pCpREfRltS5xmfttsxdnuZ%2F3p1GRHayiZZ0jXaxURw3TUENhjd6z2s3iq8JLJbruz7ojEAREfnvCYF0ceIC1MLXazFIrGWD7lg0XTO9xWfojkV5%2FdumtnaeMYd2%2B5Fj8B%2BNBs2wr1dVUdf9Ob%2BvKzI69BMbuvZi5UPr%2BBrD%2BaqMBtzqNV2DEM9yRgF7lIx9mpL7zyUUwbJ984cSUuzt9JDLwH7Ty2kBEk%2FYPkYCdSJDxCdcGJGElfNIFzIXN2giXcRWT5ZNam1oNuQNtHk%2Ftr3RbMpxlfi1%2FWdktbYkOY2MKUlCV8KsPiaSbqJDQKZuxeOq%2BzLgkL3egbnaI%2FOhDdi05lsLq19gdiqyKPA%2FC8ASjICsSF07k16G0Kpqt7deOpaGwZLrYoUBgtNn5uvrJjXOaSgBqorr3rawTX%2FNHuCTGfe4WzQCvq0kKNYVFhgJFEV,NA,NA,NA,NA,NA,#1252871233,Infokit,VC-M884BT,12 W,Amplificado,Torre,17 cm,14 cm,36.5 cm,NA,Subwoofer,"Sala, Quarto, Festas, Eventos, Sítio, Praia",Bluetooth,NA,NA,NA,NA,NA,NA,NA,NA
1333, Caixa Som Bluetooth Mp3 Radio Fm Cartao Usb Aux 15w Rms 106 ,64,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(26 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 537
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-916825514-caixa-som-bluetooth-mp3-radio-fm-cartao-usb-aux-15w-rms-106-_JM,NA,NA,NA,NA,NA,#916825514,Yes,MS-140BT,15 W,Auto-falante com caixa de madeira selada,NA,NA,NA,NA,110V/220V (Bivolt),NA,NA,NA,Auxiliar,Caixa de Som Portátil,2,NA,NA,80 kHz,18 kHz,NA
1334, Caixa De Som Bluetooth Kaidi Kd813 Branco ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1250
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/T.K.S.,https://produto.mercadolivre.com.br/MLB-1206798055-caixa-de-som-bluetooth-kaidi-kd813-branco-_JM,NA,NA,NA,NA,NA,#1206798055,Kaidi,KD813,4.5 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335, Caixa De Som Jbl Flip 4 Prova D'água Bluetooth 100% Original ,549,NA,"
			
				Novo
			
			
				
					 - 
				
				43
				vendidos
			
		",(999 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5256
		
		 sem juros
		
	

	
		",56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2902,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-983795863-caixa-de-som-jbl-flip-4-prova-dagua-bluetooth-100-original-_JM,2635,188,38,11,30,#983795863,JBL,Flip 4,16 W,Passivo,Redondo,NA,NA,NA,NA,Subwoofer,"Casa, Rua",Bluetooth,Auxiliar,Flip,NA,80 dB,NA,20 kHz,70 Hz,820 g
1336, Caixa De Som Portátil Bluetooth Amplificada Microfone Md-884 ,499,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4779
		
		 sem juros
		
	

	
		",79,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/JSXELETRONICOS,https://produto.mercadolivre.com.br/MLB-872980702-caixa-de-som-amplificado-bluetooth-mic-guitarra-violo-1000w-_JM,NA,NA,NA,NA,NA,#872980702,SongMu,D8,1000 W,Ativo/Passivo,Caixa,NA,NA,NA,NA,Tweeter,De piso,5.1,USB,Portatil,NA,NA,NA,NA,NA,NA
1337, Caixa De Som Amplificado Bluetooth Mic Guitarra Violão 1000w ,137,NA,"
			
				Novo
			
			
				
					 - 
				
				18
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1319
		
		 sem juros
		
	

	
		",19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-945253767-caixa-de-som-amplificada-microfone-usb-mp3-radio-_JM,NA,NA,NA,NA,NA,#945253767,Infokit,RADIO Bluetooth,12 W,torre,Torre,NA,NA,NA,NA,Woofer,"praia, casa, festa, acampamento",5.1,NA,NA,NA,NA,NA,NA,NA,NA
1338, Caixa De Som Amplificada Microfone Usb Mp3 Radio ,154,NA,"
			
				Novo
			
			
		",(30 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1481
		
		 sem juros
		
	

	
		",81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/APSPSHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=6545hfEFIf6ZvMLfSiphyEPKA7zMDTGQ0ozx2S%2FuOvKjIqG9YCDIfnxSjUQ2EaltzALE3x06nVB2nKJsot3tpfluDgeUewZDQ2vvyRSVNmQWaGY7krl2I9iJm1TGLAdd3mBjVB7ppO9A3tiAYKtiY9CAPYz%2BfkVX%2Bv5u%2Fmq2nlNx7VZAs1sFX8Z%2FdpJhtKTSa0UoaMTfCzfjcmSd7UF9LOAO7Qdm1%2BNgzA9BucjEwboBXj4LkjR7lrXYGuSvXf8S8D1ysGUnTJ4WBjMIEIu2o4AkndjTDxBp%2Fcp%2F465ccr6vajmAmQEmVO3f0AzsjdnwHOAf8pCycsg2wd6%2B0%2BMqtTcJOmEAplIBhc1XSQrQumy%2FSBeWAexky1F0MYRN0WBwarTtxVq%2F4V55EA2YbdKkqpccNnkLs8%2Bi6lO3O9zqqDKRDhWVJOtWvjIZCOAsNYsbrTlkICd93NkF%2B%2BRfgCD1Mf8bSrJE23WjVoinXp%2FBqKubjHXWpttpXhybAfgoji1wyFyVRSbY3pWLE5ZswEfJz%2B%2BKPRa8uEmZoY1%2BQ41%2Fkd7FposDIrIotSU8hRIlXrWo2jSeCRJgthq%2B8YsvG313zW2MT2%2BYK5TS11fvUwp1XfsuMko3WNnVPVVtmeWTfpDLB2gZk3xvQTsO06uIZhRe2O3330ba%2FofuGXkwFcdnnK7E0AqF0PUrKM3CeZ9fcboBCrcp6gXl0H1iwsRLI2VIuYLUcETNvnrRsa0yyedjXP2ejL81PvKO9ofNQjc%2FK9oxbzQiNa3Qcx4tvwh%2BgttersEJwheaPUxP9T1npGNW1A2fsiKaUZBIpkXbBK0xwg7K3Op9rCnXHP0WYHWl2sQt%2Fn5ugYn33VOpxDzf3OcpMnyL%2FqQQgWdFbFpuu3zrFXuOtSZIywxvQwbwOOsRi4lXG%2Fda6MNRQWxflfMvjKAfNCvsFG3ZbUZpkp2CoOMFCrr9fAnCqKH1qA39u7aS2kHAW2yVZ5zExub2VEpHT18ylOvvpoGbEFrOOaGFs4RBsfksGdjDBCtl31cTKAtW6nY1GxntXEFgvaXx3tzxWvwUzHULu%2FtuDuxth0TQaSjXejq1x8MBgXvPSAx29dmfiaGz5ID3eHkRZtXyHvvygLS%2FXKRmzPjC61tH5HPsEoodsIxhfW7xEJraGbIQcr04sEqbdPBnabLEkRKJFb59KneHKo5yTwxk%2BiNSCKJ9YQk%2Fs%2Bv51u2QB6IAPUJSQJ1eIYBdQt31V%2FnRI1uBNhg5Z4VODBlbZpH80lPh8W%2Bn0gGrejFkEqUqFuUIfcJjrbQ58V8W%2FbIZScLNj0k4PCbYpJBbT%2BN4ICGEiZeoy9F%2F1zgydiKQOMmJ6qTrEwJCPMi4yIuPI3IHTMGipay5nVxy6KeVSncqzDP9z5OP0g%2FmYWg%2F%2F9dTAdkX2nma5bGLufOf9JaXVwFOO1anEEWkMJHe%2BbVzHuMat4a6EnFSXvwgQulsKyzWk5bXO5QdwkVJJDpiSnBOK%2F68jFdkFwvwf8mBb0eKpaU7jxRp27pPAlSJ%2FxSjyB7lYw1L%2BgNjKIwOenSDIABSexsfl0iFRutXaQ%2BmywkxJ3hXUOxjaFKk0oGh1x8mb06mR4az%2B%2F9n5gp8bA5IVLOb4kWltK2pA3TPIBAIANKpCiqdH7S3%2FUCvOl%2B%2BupfyoGDTfVsLPQVdGoj8gkB%2BiDVwgnJDpGKK8OtcVCCuwIk5ztTU%2F9Jm5LQHJTzSKgtK5%2BaxD6Xz5dn%2FLQbTf1%2FrYWwT1to%2BoyOVoK87j0xtdQGzHP5o5NQYGCRAsQujQgikt59WfTU7mjR0u489kXEac9%2FTJE4YNtJJy88RAmM93TujyoliFVJxFUMNckxAIx%2F8eVWgulWpfXdh9IxuR0677l0QsegIJbjW3TORk1P3M%2BWUsP343dqjVOOYR6EzTzsmMFyS5%2Fo%3D,NA,NA,NA,NA,NA,#1114584643,vox vlube,884,12 W,Tweeter,Torre,NA,NA,NA,NA,NA,"praia, sitio, casa, festa, balada",5.1,NA,vox clube,NA,NA,NA,NA,NA,NA
1339, Caixa Som Amplificada Bluetooth 290w Portátil Led Tws Sub 12 ,502,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(25 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4189
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,166,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1178836518-caixa-som-amplificada-bluetooth-290w-portatil-led-tws-sub-12-_JM,127,27,9,1,2,#1178836518,AMVOX,ACA 292 NEW X PRETO BIVOL,290 W,Ativo,Caixa,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,De piso,2.1,NA,NA,NA,NA,Preto,NA,NA,7.6 kg
1340, Caixa Bluetooth Pbs200bt Recarregavel Festa Churrasco Philco ,529,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",1,"
	
		
			
		
		12x 
		
			
				R$ 5065
		
		 sem juros
		
	

	
		",65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1186748793-caixa-bluetooth-pbs200bt-recarregavel-festa-churrasco-philco-_JM,NA,NA,NA,NA,NA,#1186748793,Philco,PBS200BT,180 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,5.53 kg
1341, Caixa Amplificada Usb Som Portátil Bateria Bluetooth Aux Sd ,361,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3015
		
		 sem juros
		
	

	
		",15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,33,https://perfil.mercadolivre.com.br/LOJADITUDOTEM,https://produto.mercadolivre.com.br/MLB-1064310643-caixa-amplificada-usb-som-portatil-bateria-bluetooth-aux-sd-_JM,21,9,1,2,0,#1064310643,Vicini,VC-7080,80 W,Ativo,Caixa,NA,NA,NA,Bivolt,Tweeter,NA,NA,USB,NA,NA,NA,NA,NA,NA,4.1 kg
1342, Caixa De Som Bluetooth Portátil Pen Drive Canhão Sd D-p2 Usb ,269,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2571
		
		 sem juros
		
	

	
		",71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VIEIRA.ELETRO,https://produto.mercadolivre.com.br/MLB-1258875162-caixa-de-som-xboom-go-pk3-lg-preta-bluetooth-prova-dagua-_JM,NA,NA,NA,NA,NA,#1258875162,LG,LG pk3,16 W,Speaker,Caixa,NA,NA,NA,NA,prova dagua,Agua etc,diversos,NA,XBOOM Go,1,80 dB,NA,NA,180 Hz,NA
1343, Caixa De Som Xboom Go Pk3 Lg Preta Bluetooth À Prova D´água ,1999,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 16667
		
		 sem juros
		
	

	
		",67,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/RCAR+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1181055004-jbl-party-box-200-caixa-de-som-portatil-bt-led-120-wrms-_JM,NA,NA,NA,NA,NA,#1181055004,JBL,Party Box 200,120 W,Ativo,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.32 kg
