search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda,Color
194, Carcasa 360° Magnética iPhone 8 Plus 7 Plus + Vidrio Frontal ,15.990,NA,13,1,12,1.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=sM7%2Fr1SeIBXjE92AoAXWbZIAF3uKlXblbJlQHMGDz5qyQrlUsPwps1roumppMK9tOTIKfYxGZhsD7FjPnlxFUEIEgxVbfmD41ZGR%2Ffnk%2FUlGE0UTQKvkfJrZe9SPwDYUhJCz%2FVjtE8QY2aklJf%2Fe53gpUL5adxuSkGIyGf11wdPoWvKTHdCksbfqZSYsdUaU0egpt1HYDn6%2FK6VxtAYyeuGog7PomtEzRtY4Y2O6EqIQpO2%2FSNHznd1vzye0Tx6fUbiGlHPtIA3MGw4i0ou4WQod3zvAc0OmJt0PlBXqfxcFcSmcJ0f5PDnjYw5v%2FWLy863MjI2mxv%2B6D24EXwpIbMB75SB1r4SDZSMWm5hYmbG7fQ2JIQC9%2Fv3jcAkpDt7j9f%2Fs9AIVFmYn7rfCH3ICJTmb%2FSL%2BtsbJZWN7ls4MYQh3B8z6LNdolat0C%2B96KcSpG7wp9zqxgYKHqkfwenCAbFCXoN08eiJohRJS9ejquB0F30tDlGYd195e6UFhhA%2BFDPC0un6Ck6l3n1z4AeAp9wRDW4PaXYgMronvuvDs2YipbONHg4K2BgnEo1auWKe1AQ%2FI%2FQzEEHk4wPl6guCSJLJhbbLLQcq%2FShHk99%2FL9DidQn3FTDHc3Grbjcys05Xw%2BaiE7wPSZPWCUgIzD%2B%2F69lwEJbYAulTwqgL3%2FMtfxrJAaJ%2BVXNCotA0sXnulNq1Byuy7jKcpLA5ZWGdNjEXe0W7XupZKQUhRQn1a3YW6kFY%2Bl49OMNo0PjfX73XWWgZctPBE0g2jnbdo4kmlpZFLG%2FEaKUOfn5uTC6mBDaGrTLxWlsF7Br9w9ELQT8TF9a%2BUyW3YSsRSTvh%2B7YVdv8yNjhE5slF5esa6%2FzKocGhfz88Ge%2B8WS4vNjv9BkREioDXU5F7ODAo%2BTmmUt6r6wLckPqHf3htO9JZuVw65T2ymRXpwns6OBHiHoSIEaDCYKcfPX692JzQ9XIGkJdMso7XUNPM78tRhbxmEa3Z%2FRjwxa4FYc5FaGnTlX3GvWLLYqPfFD4JH7ahej65yGd%2BOBdOeiP%2B0YgK8jZkZfCYPmbwgauRVmBt3MDEXZeNIekmz2nF6N1%2BDhAZAY3XW8%2Fe77rNLievSHIS2hApgWa9zmHNWLV7RLioCZjnsU1WMXAyHBCn%2FkZgxNU6%2BRF9EwPPE82cgDP6Sro8GD%2BMl989rQ2%2FTEHAIpG7i7NdH6tarM63WE2y%2BFbmSkrlMjTFssBK6nscSNCZxk8Ei0GqwM6cJdTQn2PRC9ZvD8kThRgl2jEBj7IYZrv8FFeqTPRSpwqALey2sLgpPpe2sESRhNxTRivQkpKhaUrg735cou0lAswh%2FvxfKxidJHSY%2BPM56o50XCzXKqfg3QDVQaujKR8Cx60YJ6iqYl4JMuMoNyhBlgXGuqFNXgPwwqqFb%2FXpJNJS6JUAMqh80Qv8CUUq4um4xL3eJEg4yKQ%2BYXeJtNYIRFNPqoTWHIStH,NA,NA,NA,NA,NA,#466054141,Apple,Apple,Carcasa,NA
195," iPhone 7 Plus Funda iPhone 8 Plus 5.5 Pulgadas, Yadik... ",26.990,NA,0,9999,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469876840-iphone-7-plus-funda-iphone-8-plus-55-pulgadas-yadik-_JM,NA,NA,NA,NA,NA,#469876840,Apple,NA,Carcasa,NA
196," Funda iPhone 7 Plus / iPhone 8 Plus Para Mujer Niña,... ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469869222-funda-iphone-7-plus-iphone-8-plus-para-mujer-nina-_JM,NA,NA,NA,NA,NA,#469869222,Apple,NA,Carcasa,NA
197," Funda iPhone 8 Plus, Eraglow iPhone 8 Plus Contraportada ",29.990,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458735539-funda-iphone-8-plus-eraglow-iphone-8-plus-contraportada-_JM,NA,NA,NA,NA,NA,#458735539,Apple,NA,Flip Cover,NA
198, Funda Billetera De Cuero Para iPhone 8 Plus / iPhone 7 ,24.990,NA,0,9999,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458708430-funda-billetera-de-cuero-para-iphone-8-plus-iphone-7-_JM,NA,NA,NA,NA,NA,#458708430,Apple,NA,Flip Cover,NA
199, iPhone 8 Plus Y iPhone 7 Plus Funda Fina De Cuero Genuino... ,30.000,NA,0,900,6,5.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469263243-iphone-8-plus-y-iphone-7-plus-funda-fina-de-cuero-genuino-_JM,NA,NA,NA,NA,NA,#469263243,Apple,ICARER,Carcasa,NA
200," Tauri Para iPhone 8 Plus, Funda iPhone 7 Plus, ",17.990,NA,0,9999,6,2.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458705717-tauri-para-iphone-8-plus-funda-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#458705717,Apple,NA,Bumper,NA
201, Thinoptics Gafas De Lectura + Funda iPhone 8 Plus O... ,47.990,NA,0,9999,6,7.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-468274412-thinoptics-gafas-de-lectura-funda-iphone-8-plus-o-_JM,NA,NA,NA,NA,NA,#468274412,NA,NA,NA,NA
202, Lifeproof Siguiente Funda De Carcasa iPhone 8 7 Plus - ,71.990,NA,0,9999,6,11.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458696644-lifeproof-siguiente-funda-de-carcasa-iphone-8-7-plus--_JM,NA,NA,NA,NA,NA,#458696644,Apple,LifeProof,Carcasa,NA
203, Casesophy Super Mario Funda Para iPhone 7 Plus 7 8 8 Plus... ,25.000,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465564396-casesophy-super-mario-funda-para-iphone-7-plus-7-8-8-plus-_JM,NA,NA,NA,NA,NA,#465564396,Apple,CASESOPHY,Carcasa,NA
204," Funda iPhone 8 Plus Glitter, Funda iPhone 7 Plus Para... ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-468037658-funda-iphone-8-plus-glitter-funda-iphone-7-plus-para-_JM,NA,NA,NA,NA,NA,#468037658,NA,NA,NA,NA
205, Funda Rígida Bape Para iPhone 6 6 Plus iPhone 7 iPhone 8 ... ,29.000,NA,0,999,6,4.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469269700-funda-rigida-bape-para-iphone-6-6-plus-iphone-7-iphone-8--_JM,NA,NA,NA,NA,NA,#469269700,Apple,TLCase,Carcasa,NA
206," BeatuiPhone Funda Amarilla Para iPhone 7 Plus, iPhone 8... ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469869920-beatuiphone-funda-amarilla-para-iphone-7-plus-iphone-8-_JM,NA,NA,NA,NA,NA,#469869920,Apple,NA,Carcasa,NA
207, iPhone 7 8 Plus Funda Resistente Con Tarjeta Multiusos 26... ,36.000,NA,0,999,6,6.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469263341-iphone-7-8-plus-funda-resistente-con-tarjeta-multiusos-26-_JM,NA,NA,NA,NA,NA,#469263341,Apple,Olixar,Carcasa,NA
208," Funda Con Tapa Abatible Para iPhone 8 Plus, Funda Con... ",36.990,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469877857-funda-con-tapa-abatible-para-iphone-8-plus-funda-con-_JM,NA,NA,NA,NA,NA,#469877857,Apple,NA,Carcasa,NA
209," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Marmol ",23.990,NA,0,9999,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458732823-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-marmol-_JM,NA,NA,NA,NA,NA,#458732823,Apple,NA,Bumper,NA
210, Fansteck Funda A Prueba De Agua Para iPhone 8 Plus iPhone... ,31.000,NA,0,999,6,5.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469274071-fansteck-funda-a-prueba-de-agua-para-iphone-8-plus-iphone-_JM,NA,NA,NA,NA,NA,#469274071,Apple,Fansteck,NA,NA
211, Apple Funda De Cuero Para iPhone 8 Plus / 7 Plus -... ,59.990,NA,0,9999,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469863800-apple-funda-de-cuero-para-iphone-8-plus-7-plus--_JM,NA,NA,NA,NA,NA,#469863800,Apple,Apple,Carcasa,NA
212," Funda iPhone 7 Plus, Funda iPhone 8, Mujeres Niñas... ",31.990,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469877377-funda-iphone-7-plus-funda-iphone-8-mujeres-ninas-_JM,NA,NA,NA,NA,NA,#469877377,Apple,NA,Carcasa,NA
213, Funda iPhone 8 Plus Para iPhone 7 Plus - Funda Con Tapa ,20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458730731-funda-iphone-8-plus-para-iphone-7-plus-funda-con-tapa-_JM,NA,NA,NA,NA,NA,#458730731,Apple,NA,Flip Cover,NA
214," iPhone 6/6s/7/8 Plus Soporte Para Bicicleta, Funda Deportiva ",82.990,NA,0,3,12,6.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-472731248-iphone-66s78-plus-soporte-para-bicicleta-funda-deportiva-_JM,NA,NA,NA,NA,NA,#472731248,NA,NA,NA,NA
215, iPhone 7 Plus Funda De Piel Para Niñas iPhone 8 Plus Fund... ,30.000,NA,0,999,6,5.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469268312-iphone-7-plus-funda-de-piel-para-ninas-iphone-8-plus-fund-_JM,NA,NA,NA,NA,NA,#469268312,Apple,Jesiya,Carcasa,NA
216, Funda Rhinoshield Para iPhone 8 iPhone 7 No Plus | Playpr... ,41.000,NA,0,999,6,6.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469272887-funda-rhinoshield-para-iphone-8-iphone-7-no-plus-playpr-_JM,NA,NA,NA,NA,NA,#469272887,NA,Apple,NA,NA
217," Funda Funda Cinturón Para iPhone 8 Plus, Miadore Funda... ",22.990,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469868789-funda-funda-cinturon-para-iphone-8-plus-miadore-funda-_JM,NA,NA,NA,NA,NA,#469868789,Apple,NA,Carcasa,NA
218," Funda Jordan 23 Para iPhone 7 Plus Y 8 Plus, Cubierta... ",36.990,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469882357-funda-jordan-23-para-iphone-7-plus-y-8-plus-cubierta-_JM,NA,NA,NA,NA,NA,#469882357,Apple,NA,Carcasa,NA
219, Original Apple iPhone 8 Plus Funda De Cuero... ((product).) ,108.990,NA,0,5,6,18.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-475732697-original-apple-iphone-8-plus-funda-de-cuero-product-_JM,NA,NA,NA,NA,NA,#475732697,Apple,Apple,Carcasa,NA
220, Genuine Funda De Piel Para iPhone 5s 5 5 c Biblia Book Walle ,54.990,NA,0,3,12,4.582,NA,Envío gratis a todo el país,NA,NA,4.8,64,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-474603827-genuine-funda-de-piel-para-iphone-5s-55c-biblia-book-walle-_JM,57,6,0,0,1,#474603827,NA,Samsung,NA,NA
221, Genuine Clásico Funda De Piel Para El iPhone De Apple 7 plus ,68.990,NA,0,3,12,5.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-474903287-genuine-clasico-funda-de-piel-para-el-iphone-de-apple-7plus-_JM,NA,NA,NA,NA,NA,#474903287,NA,Samsung,NA,NA
222," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Rombo Multicolor P ",27.445,NA,0,100,6,4.574,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475305559-funda-iphone-7-plus-funda-iphone-8-plus-rombo-multicolor-p-_JM,NA,NA,NA,NA,NA,#475305559,Apple,NA,Carcasa,NA
223," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Gris Madera Marble ",27.093,NA,0,100,6,4.516,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475306565-funda-iphone-7-plus-funda-iphone-8-plus-gris-madera-marble-_JM,NA,NA,NA,NA,NA,#475306565,Apple,NA,Carcasa,Gris plus
224," Funda iPhone 8 Plus Para Mujer, Rosa, Volmon Funda Protector ",39.390,NA,0,100,6,6.565,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482949848-funda-iphone-8-plus-para-mujer-rosa-volmon-funda-protector-_JM,NA,NA,NA,NA,NA,#482949848,Apple,NA,Carcasa,NA
225, Ulak Funda Con Tapa Plegable Para iPhone 8 Plus / iPhone 7 P ,34.421,NA,0,100,12,2.868,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490488157-ulak-funda-con-tapa-plegable-para-iphone-8-plus-iphone-7-p-_JM,NA,NA,NA,NA,NA,#490488157,Apple,NA,Carcasa,NA
226, Apple iPhone 7/8 Plus Tpu Premium Nillkin - Webphone ,9.990,NA,5,3,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=DX2Dno82AMmKNEns3iYyaOTzDDwAC2S%2BmlCqHFx%2FDl9i%2FhRt%2Ffj61Hw0lWqUxWHgatg1DW6gvyDPO1nnHMc91q1WjYMDsSvcVOQPN00JlIwBndPoIkOlZmd2M5BqnrfCgWTIqiSxaUoIEIhfsR3tuGQ3ltLmyTZQOsWFxPpA8elJZ2a31mGkM5uCzIQEsQV85%2BcvBtXPyggUMc8Ek%2Fo5c9F4fPgeCHsi%2FaVJ9Bi6W4us%2FBA%2BH6B1BjyqVUkZ%2FCgFC57MOupQuDHT6y1n4D9vuAKxIIoLRUK7U40%2BORhXFl%2FqFBSkoHFsTbpR5HIoEOJa44L0AMvBJEx8H5C%2FCF1zbV1kt6b4sgo5zAGdNWqSEo2boeMSrVM8wTj44fkPk3hsTvKJmmwwGd3XC66Xmj1oJdZR%2BeP3%2BiaSpA%2BVZbEARNwpFYhYQImfoyqT3JkHqQvhYrVkht73DlP0lvlrJgmZejHyshohH85lZFAVzS0BGEXu%2FSBnPZi8RROxvsGuM0d8w2A%2Bo6TEJ55yn8Xm6r4qN6whe2gusVRe9t6Siq9OJzlUCqhEo9Lm7u%2FyyT7aOl5o%2FfRndbrLapo951OPopXHqkB49nM3uwVIBTOFjs4XPPURgoPPKrF8E8n4T5XpVakPw6mTJrcY9j%2F5cCqfo0PUMd5nz%2BjuzGV%2BSvHlJBf3chvV%2BQidXgN7FJGsC8v25NzUBYIBMySNOUbX9MaVg%2FUUQPXHNHSo9zEoWIEOBDasX%2Fm9e6tYImd6JCXJaaQAQhWMJLGr9a%2B%2BX6XWtQ5xT3ydjXvmNoOcOuT59SBkHLDTsH1PqAMt2yOBb05KQhIsB%2FZqxZjQoVkJ1V2Z%2FBNP%2BvlcsNMx9jPXmVJ4J1H82xIlKhJIZZI3jjkEefDYjesfMg%2Bcqz6aMgjC%2BfvR8dIiMwiXVjYhyX6znZHRJd4ah9UB0d0xurZOASBX8UR7ru0fdKnIrXBMX1MrlrxCeBGGMybuYutbG1sA0tph%2BVtNjU%2BrGoDNqs5e05SxGY7YmOVkM5Yx56lMJ5qrCxvYGftym5H%2BtP7EzX4s91l8%2BfV7lJgcrYerkz9VPSYD%2FATi%2FqCSp63aiZDOm2aNjwWYzNXjgK5P%2FvU8genv4esWgB1LKGzsqpBSsU0soVR2qXQVy9pDYSSXq1OnOjIkhPievAHujiNiM95Zy2zXDf9OiCzIdPZ7xsxVRmQkrbEZ80VdnBgeKZyb5uOs6Sux7%2FkIvTWGBxNK8zRL3V%2BpZxLJBpOZGs95sPbsaxO09ZlfZTljqs08ZDXAjXnj8Vbabqmz23hj6OtTBKDpVIpdxZKSnUxgvIDVriuafHEpnMaCqLXxcgfiEr8IdBHuYCZdSLwkRon1WQgRZ0sUyL1blNs9%2FtRXMY8H4iku0xnkmk8HArDHikUGTs8ZXABie8pzbG1wMnPfwTL25IwaU0bntK8frzkoJf9MH4kLRkd%2Fu4BKocpQidE%3D,NA,NA,NA,NA,NA,#468866299,Apple,NA,Carcasa,NA
227, Funda iPhone 8 Plus - Rebex & Ipaky 360 Funda Protectora ,25.990,NA,0,9999,6,4.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459675347-funda-iphone-8-plus-rebex-ipaky-360-funda-protectora-_JM,NA,NA,NA,NA,NA,#459675347,NA,Apple,NA,NA
228," Jaholan Funda iPhone 7 Plus, Funda iPhone 8 Plus... ",34.990,NA,0,9999,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469866556-jaholan-funda-iphone-7-plus-funda-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#469866556,Apple,NA,Carcasa,NA
229," iPhone Xs Max, Xr, 8 Plus, 7 Plus, 6s Plus, 6 Plus Funda... ",37.990,NA,0,9999,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469866732-iphone-xs-max-xr-8-plus-7-plus-6s-plus-6-plus-funda-_JM,NA,NA,NA,NA,NA,#469866732,Apple,NA,Carcasa,NA
230, Carcasa 360 iPhone 7 Plus Y iPhone 8 Plus - Tecnostrike ,15.000,NA,3,17,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=s8cQ4szlaXqclN9rB%2Fy7KCd3zVWYbA8x8plBW3PZLrliqcjIeaJ9zOcj6KE%2BLUUfaTuVHXTeTrE%2BXu6iYIpHOUza%2Fz7ptr4D%2BIB4osaa%2FKT4Z1jfx4Hq20n%2FrH4VV5%2FEVXIoEIoQzRJmRZFcyANTZ%2Fiek0PkB97Kjf2J7Bw%2FYYiqHLnh6mshVmqfXaGr7c5zCZrTZrkr16fuZLLet6JA%2BSqSrHBT935vM3TDa2UCCPIFpM5VxmoHcC3c4mHSHLl9PzGxm6Ix%2FMD9nWs1O3dYs3gFxtef3MbrqA8PKftqghWGPcJRsyLtGOAxJ02GFDlQNTQArWTHgxS0Gj2L3JEhBbBHT0lgYBKAufCLEISSLuwlNJb80DvMKrzftG9A%2B5aBqv1aHq67%2BQ%2FGY%2Bx3kk8Ow4R8u08mjSDp%2BJZA1tjtrC4d%2BukzPlInrjTX6nUpw0RpEtbss3vfdpHfa9uZ4pz0gHnWLW%2FQiC8O%2F8wHgnCTGjabsoC0HUW4w90lpmW6M9Mz%2B2Om8yiO2NLk140EzrMdpokasR%2BYpSAJa3X9IM%2BY4Y2sL7gAPvLCVqUxvtH5g8Pji4GPVttTkCqzPSPRZ0ne%2BjTouHt4lKaZde57EizEtcW%2F1BEJ%2FVUt1N1W7WTnXpNwSqXuEJ%2Fvni3ncDvIMVG0I3YkRwy7tU7Z%2FzJViUgTGn%2BbEtxeAQ5ZEpQVSxTStkZISEYOahznKu3iBpgYxOeabiPEHqZ%2B7r7FhqMZZfMUPDT5M9um%2Fns3L6aOq9dmJyZG3RNtXlSTjBAwBBrJuXC2m9C8BpM%2FLF%2FBmaaerQE7tyknTMTMsox1BUmJC44XjdnWqeGgruz9AM77uQbTdnpWjc6l7KlGNVx82xxUVLd8pogny1zu3%2BYObDfDklIQa1A3KZsNwFF8SuQuaHYC1AmwZxQk92TDy5dEW%2FZMTefyFzG4v8oiR9vUA%2FkFr6eR17c%2FYg4B%2FmGrYoxVHYbIxdx1NF%2F7qiiwL0eYlppEMrfjnc5PmDwAr4HjqOCGnnS90YNYIXCojDydUERDXXLdrXU4ADIx6r0KH2kBQc1n2MsiWBg2%2BAzu1fCkTIQ2F6rWDR%2FY1b%2BDbpR6w2PtP8IEgcotXV%2Fxt4aP3T2l%2FtQ50p0vUxx4Oxz27BjbWivqI5cGZuuk9Mf0AhvaKzjCQkdMnq%2Ft4k7RUzlI0U8jHEsCeQgBeD%2BfbiPtJ6F%2FOkBjjwqOk%2FPflPcJG8mgO3bENnNqAoEm9hruMTs%2Bea6eVUYe%2BR%2FdNrZ0ynQRbDk9Pob8Bueq1iarMZxwX1RW440t88DvE8nBheF5tVQooS%2FyBIdR8zHAY%2FHK13QC3eXNEQqn6hzXHZKdI%2FtbFN%2Fh9ioyRpN3C%2F2BFCvd2BqZ%2Fu1QWIPP3rw%2BB%2Bf1kqG95Qqh2XQpTLAxxqDb5UYorcp8k%2B96UyGjJjRLFoVsT5bIAnIZ8CFtZwPmSvMhjzyGyG1oiWQJaQFsscon,NA,NA,NA,NA,NA,#470876449,Apple,NA,Carcasa,NA
231," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Phezen Lujo... ",33.990,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469888127-funda-iphone-8-plus-funda-iphone-7-plus-phezen-lujo-_JM,NA,NA,NA,NA,NA,#469888127,Apple,NA,Carcasa,NA
232," Funda iPhone 8 Plus, Topfunny iPhone 7 Plus Silicona 3d... ",32.990,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937012-funda-iphone-8-plus-topfunny-iphone-7-plus-silicona-3d-_JM,NA,NA,NA,NA,NA,#470937012,Apple,NA,Carcasa,NA
233, iPhone X 10 8 7 6 6s Plus Funda De Cuero Pu Multi Titular... ,32.000,NA,0,999,6,5.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469263129-iphone-x-10-8-7-6-6s-plus-funda-de-cuero-pu-multi-titular-_JM,NA,NA,NA,NA,NA,#469263129,Apple,KiSSCASE,Carcasa,NA
234, Funda Under Armour Ua Protect Arsenal Para iPhone 8 Plus ... ,68.000,NA,0,900,6,11.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469272650-funda-under-armour-ua-protect-arsenal-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#469272650,Apple,Arsenal Case,Carcasa,NA
235, Funda Con Tapa Para Videojuegos Tetris Para iPhone 8 Plus... ,35.990,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469862546-funda-con-tapa-para-videojuegos-tetris-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#469862546,Apple,NA,Carcasa,NA
236," Funda iPhone 8 Plus, Funda iPhone 7 Plus Chicas Mujer,... ",31.990,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469868890-funda-iphone-8-plus-funda-iphone-7-plus-chicas-mujer-_JM,NA,NA,NA,NA,NA,#469868890,Apple,NA,Carcasa,NA
237, adidas Funda Performance Grip Para Apple iPhone 8 Plus /... ,38.990,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469876106-adidas-funda-performance-grip-para-apple-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#469876106,Apple,Apple,Carcasa,NA
238," Funda iPhone 8 Plus / 7 Plus, Mixtecc Tpu + Cubierta De... ",29.990,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937344-funda-iphone-8-plus-7-plus-mixtecc-tpu-cubierta-de-_JM,NA,NA,NA,NA,NA,#470937344,Apple,NA,Carcasa,NA
239," Funda Para iPhone 8 Plus De Torras, Funda iPhone 7 Plus, Fun ",32.290,NA,0,100,6,5.382,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-473576085-funda-para-iphone-8-plus-de-torras-funda-iphone-7-plus-fun-_JM,NA,NA,NA,NA,NA,#473576085,Apple,NA,Carcasa,NA
